seed,year,cash,staff,payroll_mo,office,teams,rent_mo,released,avg_review,consumer_rep,fans
6,1986,3824,1,0,bedroom,1,0,3,5.57,0.9,17
6,1987,698608,9,27550,large_studio_floor,1,8268,7,6.51,10.9,9901
6,1988,1842795,14,56325,studio_building,2,41420,14,7.49,40.1,56752
6,1989,2313126,16,74875,campus,2,123200,24,7.39,64.4,164934
6,1990,11695162,20,106800,campus,2,126500,35,7.30,89.2,280190
6,1991,21794210,20,116900,campus,2,130900,47,7.34,100.0,380026
6,1992,24268621,20,146000,campus,2,135300,58,7.29,100.0,420354
6,1993,31817966,20,170225,campus,2,139700,69,7.31,100.0,496652
6,1994,37504083,20,230000,campus,2,144100,73,7.32,100.0,557214
6,1995,37149852,20,230000,campus,2,148500,75,7.33,100.0,580137
6,1996,38178088,20,265600,campus,2,152900,77,7.33,100.0,609180
6,1996,38178088,20,265600,campus,2,152900,77,7.33,100.0,609180
