seed,year,cash,staff,payroll_mo,office,teams,rent_mo,released,avg_review,consumer_rep,fans
1,1986,10277,1,0,bedroom,1,0,3,5.73,1.4,63
1,1987,916821,9,39425,large_studio_floor,1,8268,8,7.21,19.6,14707
1,1988,3671082,16,78275,studio_building,2,41420,15,7.83,49.3,104510
1,1989,7024010,20,110275,campus,2,123200,26,7.57,75.7,245045
1,1990,12511448,20,116950,campus,2,126500,38,7.38,100.0,308815
1,1991,19020531,20,146825,campus,2,130900,49,7.33,100.0,382334
1,1992,23681201,20,179150,campus,2,135300,59,7.36,100.0,443588
1,1993,35894119,20,206050,campus,2,139700,71,7.41,100.0,557164
1,1994,41122989,20,242500,campus,2,144100,75,7.44,100.0,618569
1,1995,41602334,20,301600,campus,2,148500,77,7.43,100.0,645750
1,1996,39629099,20,301600,campus,2,152900,79,7.42,100.0,660694
1,1996,39629099,20,301600,campus,2,152900,79,7.42,100.0,660694
