seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand
2,0,1985,small,microstar_64,thrift,5.30,29.6,30.0,0.986,16,9,2,447,0,3500,7743,0,-4243,0.01,1,1.090
2,1,1985,small,microstar_64,thrift,6.00,35.0,30.0,1.168,26,9,0,2349,10389,3000,6743,0,6646,0.06,1,1.398
2,2,1985,small,microstar_64,thrift,6.90,35.3,30.0,1.178,16,8,5,2297,9212,3900,8728,0,4384,0.06,1,0.979
2,3,1986,small,microstar_64,thrift,8.40,38.5,30.0,1.284,4,7,5,164518,939304,3700,8231,0,934773,4.33,1,0.947
2,4,1986,small,microstar_64,thrift,8.60,41.3,30.0,1.377,3,4,2,303050,1749325,2500,20061,14563,1731764,7.98,2,0.900
2,6,1986,small,microstar_64,meridian,9.70,55.0,30.0,1.833,0,4,1,247232,1148825,6500,82544,74865,1072781,6.51,4,0.554
2,5,1986,small,microstar_64,thrift,7.90,36.3,30.0,1.211,3,3,0,70703,410387,2000,31545,27057,380842,1.86,3,0.714
2,9,1987,small,microstar_64,meridian,4.90,28.1,30.0,0.935,22,8,5,747,0,8200,44641,35006,-36441,0.02,4,0.466
2,7,1986,small,microstar_64,meridian,8.60,44.1,30.0,1.469,1,3,1,138003,648630,6000,82645,75605,571985,3.63,5,0.777
2,12,1987,small,famiclone,northgate,5.40,26.8,30.0,0.894,0,4,1,2068,0,12500,36656,27073,-24156,0.02,5,0.534
2,8,1987,small,microstar_64,meridian,8.90,44.1,30.0,1.470,0,3,1,207826,990467,6200,85131,77814,911536,5.47,3,0.550
2,10,1987,small,famiclone,meridian,9.60,49.8,30.0,1.658,1,3,1,380646,1648124,10900,87225,74460,1571799,3.17,4,0.866
2,13,1987,small,famiclone,northgate,5.60,26.0,30.0,0.866,2,3,0,3503,2233,10600,30824,22645,-17991,0.03,6,0.741
2,15,1987,small,famiclone,northgate,6.60,28.8,30.0,0.961,2,3,0,8566,21532,10300,29918,22028,1914,0.07,5,0.600
2,17,1987,small,famiclone,northgate,5.60,27.4,30.0,0.912,1,3,0,4079,3929,11500,39470,30607,-24041,0.03,5,0.672
2,11,1987,small,famiclone,northgate,9.10,49.5,30.0,1.649,1,3,1,332304,1183762,16000,78383,66078,1121379,2.77,4,1.014
2,14,1987,small,famiclone,northgate,8.90,44.0,30.0,1.468,1,3,1,140239,498558,15400,75156,63312,438802,1.17,5,0.454
2,19,1987,small,famiclone,northgate,6.80,31.1,30.0,1.036,1,3,0,11683,33829,11000,35295,26827,9534,0.10,6,0.581
2,16,1987,small,famiclone,northgate,8.80,41.8,30.0,1.393,1,3,1,117794,424915,14800,66871,55488,372844,0.98,4,0.428
2,21,1987,small,famiclone,atlas,6.60,31.1,30.0,1.036,3,3,0,11592,17316,18600,46503,36715,-10587,0.10,7,0.537
2,23,1988,small,famiclone,atlas,6.90,37.4,30.0,1.248,3,4,0,18579,35455,23400,66416,54080,-7561,0.15,7,0.473
2,24,1988,medium,famiclone,atlas,6.30,147.8,166.0,0.890,3,6,0,9901,5407,40900,100538,78995,-54231,0.08,6,0.307
2,18,1987,small,famiclone,northgate,9.00,42.4,30.0,1.414,2,3,0,586482,2206432,13000,52658,42635,2166774,4.89,6,0.453
2,20,1987,small,famiclone,northgate,8.90,40.3,30.0,1.342,1,3,0,389724,1491623,11500,44366,35502,1458757,3.25,7,0.374
2,22,1988,small,famiclone,atlas,9.00,44.6,30.0,1.486,2,3,0,641009,1977801,18900,61381,51455,1935320,5.34,7,0.436
2,25,1988,medium,famiclone,atlas,7.10,141.2,166.0,0.851,0,6,1,40209,143978,44800,101301,77720,87477,0.34,6,0.528
2,27,1988,medium,famiclone,atlas,5.80,138.4,166.0,0.833,0,6,1,8666,0,44800,101301,77720,-56501,0.07,6,0.476
2,28,1988,medium,famiclone,atlas,6.90,170.2,166.0,1.025,3,6,0,27814,92645,40900,100538,78995,33007,0.23,6,0.236
2,26,1988,medium,famiclone,atlas,8.40,191.1,166.0,1.151,0,6,1,269125,1228283,44800,113861,90280,1159222,2.24,7,0.381
2,29,1988,medium,famiclone,atlas,7.00,137.6,166.0,0.829,0,6,1,80494,344182,44800,105788,82207,283194,0.67,4,0.577
2,30,1988,medium,famiclone,atlas,7.90,170.9,166.0,1.029,0,6,1,239540,1120735,44800,113861,90280,1051674,2.00,4,0.233
2,31,1988,medium,famiclone,atlas,7.10,156.8,166.0,0.945,1,6,1,81471,355952,44800,116557,92976,284195,0.68,4,0.463
2,33,1989,medium,famiclone,atlas,7.00,145.3,166.0,0.875,0,6,1,137827,644378,45200,120051,96280,569527,1.15,4,0.667
2,32,1988,medium,famiclone,atlas,7.70,195.3,166.0,1.177,3,7,0,191709,904009,45800,114393,90280,835416,1.60,4,0.264
2,35,1989,medium,famiclone,atlas,5.70,142.7,166.0,0.860,0,6,1,26326,87642,46000,120466,96280,13176,0.22,4,0.857
2,34,1989,medium,famiclone,atlas,7.30,178.3,166.0,1.074,2,6,1,126005,589219,45400,114177,90280,520442,1.05,5,0.232
2,36,1989,medium,famiclone,atlas,6.70,158.4,166.0,0.955,0,6,1,39387,154117,46000,117235,93049,82882,0.33,5,0.182
2,37,1989,medium,famiclone,atlas,7.20,149.0,166.0,0.898,0,6,1,111560,523784,46000,122470,98284,447314,0.93,5,0.451
2,39,1989,medium,famiclone,atlas,6.80,142.8,166.0,0.860,1,5,1,57855,256734,41100,108210,86583,189624,0.48,4,0.302
2,38,1989,medium,famiclone,atlas,7.80,200.8,166.0,1.210,0,6,1,564527,2858575,46000,121850,97664,2782725,4.70,5,0.507
2,40,1989,medium,famiclone,atlas,7.40,179.8,166.0,1.083,0,6,1,196438,965260,46000,121850,97664,889410,1.64,4,0.446
2,41,1989,medium,famiclone,atlas,7.00,157.4,166.0,0.948,2,6,0,42699,177813,42000,108675,86583,111138,0.36,5,0.183
2,43,1989,medium,famiclone,atlas,6.10,153.0,166.0,0.922,0,6,1,21472,64536,46000,123138,98952,-12602,0.18,5,0.348
2,42,1989,medium,famiclone,atlas,7.90,176.4,166.0,1.063,3,6,0,432070,2182293,42000,111356,89264,2112937,3.60,5,0.616
2,45,1990,medium,famiclone,atlas,6.00,143.9,166.0,0.867,2,6,0,12566,21991,42700,109055,86583,-44364,0.10,4,0.261
2,44,1990,medium,famiclone,atlas,6.80,173.8,166.0,1.047,1,6,1,66954,298578,46100,137139,112896,207539,0.56,6,0.637
2,46,1990,medium,famiclone,atlas,6.60,173.2,166.0,1.043,0,6,1,42565,172023,47100,144429,119632,74694,0.35,5,0.506
2,47,1990,medium,famiclone,atlas,7.50,170.9,166.0,1.029,0,6,1,77038,349490,47100,123749,98952,272841,0.64,5,0.224
2,49,1990,medium,famiclone,atlas,5.90,140.8,166.0,0.848,3,6,0,16255,40680,43000,109229,86583,-25549,0.14,4,0.551
2,48,1990,medium,famiclone,atlas,8.40,203.4,166.0,1.225,0,6,1,656175,3330887,47100,144429,119632,3233558,5.47,4,0.510
2,50,1990,medium,famiclone,atlas,8.50,188.2,166.0,1.134,0,6,1,575030,2913153,47100,144429,119632,2815824,4.79,4,0.183
2,51,1990,medium,famiclone,atlas,7.50,170.2,166.0,1.025,0,6,1,206234,1014590,47100,126604,101807,935086,1.72,5,0.562
2,53,1990,medium,famiclone,atlas,6.70,161.0,166.0,0.970,2,6,0,56610,248427,43000,117091,94445,174336,0.47,4,0.582
2,52,1990,medium,famiclone,atlas,7.40,177.6,166.0,1.070,3,6,0,144867,702775,43000,130254,107608,615521,1.21,4,0.239
2,55,1990,medium,famiclone,atlas,5.90,138.4,166.0,0.834,2,6,0,8605,1298,43000,118637,95991,-74339,0.07,6,0.216
2,54,1990,medium,famiclone,atlas,7.60,177.1,166.0,1.067,0,6,1,251577,1248019,47100,156149,131352,1138970,2.10,5,0.590
2,57,1991,medium,famiclone,atlas,7.10,168.7,166.0,1.016,2,6,0,61853,274020,44400,126603,103222,191817,0.52,5,0.557
2,56,1991,medium,famiclone,atlas,8.20,193.2,166.0,1.164,0,6,1,307391,1534348,48100,156650,131352,1425798,2.56,5,0.483
2,59,1991,medium,famiclone,atlas,6.90,162.1,166.0,0.976,0,6,1,38436,149167,48700,150012,124406,47855,0.32,5,0.473
2,58,1991,medium,famiclone,atlas,7.40,181.6,166.0,1.094,3,6,0,83777,386880,44400,138314,114933,292966,0.70,4,0.305
2,60,1991,medium,famiclone,atlas,6.60,164.7,166.0,0.992,0,6,1,24343,76615,48700,164332,138726,-39017,0.20,5,0.195
2,61,1991,medium,famiclone,atlas,7.40,168.4,166.0,1.014,2,6,0,90000,418919,44400,147005,123624,316314,0.75,5,0.386
2,63,1991,medium,famiclone,atlas,6.70,152.4,166.0,0.918,2,6,0,35040,135984,44400,151040,127659,29344,0.29,4,0.328
2,62,1991,medium,famiclone,atlas,7.30,171.6,166.0,1.034,0,6,0,186995,918250,44400,146917,123536,815733,1.56,5,0.638
2,64,1991,medium,famiclone,atlas,7.80,180.3,166.0,1.086,3,6,0,159352,775944,44400,146917,123536,673427,1.33,4,0.550
2,65,1991,medium,famiclone,atlas,7.70,175.9,166.0,1.060,1,6,1,132011,630891,48700,172961,147355,506630,1.10,5,0.321
2,66,1991,medium,famiclone,atlas,8.60,197.9,166.0,1.192,0,6,1,201335,987771,48700,173615,148009,862856,1.68,4,0.457
2,67,1992,medium,famiclone,atlas,7.60,168.8,166.0,1.017,0,6,1,103176,482047,49100,183430,157568,347717,0.86,5,0.608
2,70,1992,medium,ibm_compatible,atlas,6.40,153.8,166.0,0.926,3,6,0,26703,122142,30600,146461,130361,6281,0.30,4,0.457
2,68,1992,medium,ibm_compatible,atlas,7.80,177.0,166.0,1.066,3,6,0,383320,2161991,30600,146461,130361,2046130,4.26,5,1.127
2,69,1992,medium,ibm_compatible,atlas,7.90,179.3,166.0,1.080,0,6,1,221244,1232118,33400,176767,159179,1088751,2.46,5,0.363
2,73,1992,medium,ibm_compatible,atlas,5.50,151.5,166.0,0.913,2,6,0,9817,25553,30600,157731,141631,-101578,0.11,6,0.778
