seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand
8,0,1985,small,microstar_64,thrift,5.50,32.4,30.0,1.082,19,10,1,613,0,3600,8010,0,-4410,0.02,1,1.178
8,1,1985,small,microstar_64,thrift,5.20,28.5,30.0,0.951,9,8,0,413,0,2700,5991,0,-3291,0.01,1,0.918
8,2,1985,small,microstar_64,thrift,5.80,30.3,30.0,1.010,9,8,0,1455,5504,2800,6228,0,2076,0.04,1,1.290
8,3,1986,small,microstar_64,thrift,6.60,35.7,30.0,1.189,15,8,5,2458,10157,3900,8746,0,5311,0.06,1,1.039
8,4,1986,small,microstar_64,thrift,8.20,38.1,30.0,1.269,10,7,5,42144,238121,3700,8231,0,233590,1.11,1,0.860
8,5,1986,small,microstar_64,thrift,7.70,36.4,30.0,1.214,3,4,2,55021,315803,2400,10302,5001,307901,1.45,2,1.212
8,6,1987,small,microstar_64,thrift,8.60,41.0,30.0,1.368,2,3,3,56553,326552,2600,27776,22074,301376,1.49,3,0.863
8,8,1987,small,famiclone,meridian,8.10,40.1,30.0,1.337,3,3,0,52409,215499,7500,37202,28338,185797,0.44,4,1.055
8,7,1987,small,famiclone,meridian,8.80,42.9,30.0,1.431,0,3,1,278180,1162272,7500,31793,23002,1137979,2.32,3,0.915
8,9,1987,small,famiclone,meridian,8.00,39.0,30.0,1.300,1,3,0,47209,194126,8600,53606,43505,149120,0.39,5,0.962
8,10,1987,small,famiclone,meridian,8.00,41.9,30.0,1.396,2,3,0,19860,77234,8800,56120,45784,29914,0.17,5,0.610
8,12,1987,small,famiclone,northgate,7.20,36.5,30.0,1.217,2,3,0,17078,46797,14800,68634,57230,-7037,0.14,6,1.038
8,11,1987,small,famiclone,meridian,8.60,45.6,30.0,1.520,2,3,0,170956,737360,9700,68634,57230,678426,1.42,5,0.807
8,14,1988,small,famiclone,northgate,6.90,36.5,30.0,1.217,3,3,0,12395,30529,15000,68791,57230,-23262,0.10,4,0.783
8,13,1987,small,famiclone,northgate,8.20,39.1,30.0,1.303,2,3,0,138998,490105,14800,68634,57230,436271,1.16,4,0.867
8,15,1988,medium,famiclone,northgate,7.40,159.5,166.0,0.961,3,6,0,63499,313671,30400,106374,83006,237697,0.53,4,0.753
8,16,1988,medium,famiclone,northgate,7.60,156.8,166.0,0.944,2,6,0,112498,583213,31100,112398,88442,501915,0.94,4,0.792
8,18,1988,medium,famiclone,northgate,7.30,181.9,166.0,1.096,0,7,1,58417,288015,37200,138736,110149,186479,0.49,3,0.728
8,17,1988,small,famiclone,northgate,8.20,34.3,30.0,1.143,4,7,5,163715,594140,20600,43488,27604,571252,1.36,4,0.437
8,19,1988,small,famiclone,northgate,7.20,35.6,30.0,1.186,4,4,5,14040,36673,17000,47707,34598,5966,0.12,4,0.257
8,20,1988,medium,famiclone,northgate,7.20,175.4,166.0,1.056,1,6,1,56811,288181,32500,124818,99851,195863,0.47,4,0.762
8,21,1988,small,famiclone,northgate,7.80,34.3,30.0,1.143,3,4,1,228372,872201,12600,32811,23146,851990,1.90,5,0.792
8,22,1988,medium,famiclone,atlas,7.80,173.1,166.0,1.043,0,6,1,258879,1130617,46100,131235,106960,1045482,2.16,5,0.512
8,24,1989,medium,famiclone,atlas,6.80,135.3,166.0,0.815,2,8,4,75663,291803,59500,94101,62775,257202,0.63,4,0.418
8,25,1989,medium,famiclone,atlas,6.70,145.7,166.0,0.878,3,6,0,52777,205965,40600,100863,79478,145702,0.44,5,0.838
8,23,1989,medium,famiclone,atlas,7.60,174.0,166.0,1.048,0,6,1,438575,1970187,45700,123832,99784,1892055,3.65,4,0.914
8,26,1989,medium,famiclone,atlas,6.00,133.7,166.0,0.806,1,6,1,10442,7160,41900,79861,57806,-30801,0.09,6,0.253
8,28,1989,medium,famiclone,atlas,5.90,141.7,166.0,0.854,3,6,0,6099,0,39300,83832,63161,-44532,0.05,6,0.253
8,27,1989,medium,famiclone,atlas,7.40,180.6,166.0,1.088,1,6,2,106037,452184,47200,113698,88839,385686,0.88,5,0.571
8,29,1989,medium,famiclone,atlas,6.70,154.6,166.0,0.931,2,6,0,70343,295571,39300,83832,63161,251039,0.59,3,0.751
8,30,1989,medium,famiclone,atlas,7.10,174.6,166.0,1.052,0,6,1,50183,196933,43300,101733,78968,138500,0.42,4,0.226
8,31,1989,medium,famiclone,atlas,7.40,170.0,166.0,1.024,3,6,0,577246,2744553,39300,83832,63161,2700021,4.81,4,0.768
8,32,1989,medium,famiclone,atlas,7.60,176.6,166.0,1.064,2,6,0,248506,1169624,39300,89768,69097,1119156,2.07,5,0.369
8,33,1990,medium,famiclone,atlas,7.00,159.7,166.0,0.962,0,6,1,103603,465227,43600,95128,72184,413699,0.86,4,0.801
8,34,1990,medium,famiclone,atlas,8.00,175.6,166.0,1.058,0,6,1,200773,945943,46800,127306,102693,865437,1.67,5,0.318
8,35,1990,medium,famiclone,atlas,6.70,151.3,166.0,0.911,2,6,0,37727,147135,41500,93981,72125,94654,0.31,5,0.749
8,36,1990,medium,famiclone,atlas,7.10,175.7,166.0,1.058,0,6,1,53309,219464,48500,134265,108736,133699,0.44,6,0.436
8,37,1990,medium,famiclone,atlas,7.10,156.8,166.0,0.945,0,6,1,100627,462587,46800,115695,91060,393692,0.84,5,0.686
8,38,1990,medium,famiclone,atlas,8.00,189.6,166.0,1.142,1,6,1,655143,3292571,47100,124301,99504,3215370,5.46,6,0.750
8,39,1990,medium,famiclone,atlas,8.30,187.4,166.0,1.129,0,6,1,650241,3300341,47100,118165,93368,3229276,5.42,4,0.455
8,40,1990,medium,famiclone,atlas,7.30,184.5,166.0,1.112,0,6,1,118656,563741,47100,124301,99504,486540,0.99,5,0.650
8,41,1990,medium,famiclone,atlas,6.90,175.4,166.0,1.057,0,6,1,49184,206098,47100,118165,93368,135033,0.41,5,0.662
8,42,1990,medium,famiclone,atlas,6.60,172.8,166.0,1.041,0,6,1,17557,43282,47100,124301,99504,-33919,0.15,6,0.217
8,43,1990,medium,famiclone,atlas,6.30,164.6,166.0,0.991,0,6,1,25974,86612,47100,118165,93368,15547,0.22,6,0.866
8,44,1991,medium,famiclone,atlas,7.50,189.7,166.0,1.142,0,6,1,100429,469706,47300,125662,100791,391344,0.84,5,0.436
8,45,1991,medium,famiclone,atlas,8.50,194.0,166.0,1.169,0,6,1,401710,2019700,48300,118789,93368,1949211,3.35,3,0.666
8,46,1991,medium,famiclone,atlas,6.90,162.6,166.0,0.980,3,6,0,58085,254621,44400,128584,105203,170437,0.48,4,0.817
8,47,1991,medium,famiclone,atlas,8.00,187.0,166.0,1.126,3,6,0,173785,850243,44400,111904,88523,782739,1.45,4,0.675
8,50,1991,medium,famiclone,atlas,6.10,153.5,166.0,0.925,2,6,0,13051,22786,44400,137306,113925,-70120,0.11,4,0.402
8,48,1991,medium,famiclone,atlas,8.70,197.0,166.0,1.187,0,6,1,402382,2022763,48700,145838,120232,1925625,3.35,5,0.203
8,49,1991,medium,famiclone,atlas,7.00,176.3,166.0,1.062,0,6,1,70877,316174,48700,144126,118520,220748,0.59,3,0.736
8,53,1991,medium,famiclone,atlas,8.60,207.2,166.0,1.248,1,6,1,344466,1724612,48700,144126,118520,1629186,2.87,4,0.882
8,51,1991,medium,famiclone,atlas,7.30,187.5,166.0,1.129,1,6,0,80964,372401,44400,127086,103705,289715,0.67,5,0.710
8,52,1991,medium,famiclone,atlas,7.80,183.1,166.0,1.103,0,6,1,87151,399951,48700,163790,138184,284861,0.73,6,0.298
8,54,1991,medium,famiclone,atlas,8.20,209.1,166.0,1.259,0,6,1,201535,988803,48700,163790,138184,873713,1.68,4,0.436
8,56,1992,medium,famiclone,atlas,6.00,139.0,166.0,0.837,0,5,1,8228,0,44100,144130,120911,-100030,0.07,4,0.202
8,55,1992,medium,famiclone,atlas,7.80,181.2,166.0,1.092,0,6,1,115999,548062,49100,156118,130256,441044,0.97,4,0.597
8,57,1992,medium,ibm_compatible,atlas,8.60,201.6,166.0,1.215,0,6,1,426262,2404819,33400,165092,147504,2273127,4.74,3,0.991
8,58,1992,medium,ibm_compatible,atlas,8.40,190.0,166.0,1.145,0,6,1,427370,2411158,33400,155772,138184,2288786,4.75,4,0.363
8,59,1992,medium,ibm_compatible,atlas,6.70,149.9,166.0,0.903,3,5,0,72404,387050,27100,128209,113928,285941,0.80,4,0.968
8,60,1992,medium,ibm_compatible,atlas,7.70,167.2,166.0,1.007,3,6,0,152788,843348,30600,137011,120911,736937,1.70,5,0.292
8,61,1992,medium,ibm_compatible,atlas,8.30,198.3,166.0,1.195,0,6,1,427053,2409342,33400,171692,154104,2271050,4.75,4,0.830
8,63,1992,medium,ibm_compatible,atlas,6.70,162.8,166.0,0.980,3,6,0,64135,336252,30600,173271,157171,193581,0.71,4,0.944
8,62,1992,medium,ibm_compatible,atlas,7.90,181.8,166.0,1.095,0,6,1,386034,2174713,33400,155772,138184,2052341,4.29,5,0.349
8,64,1992,medium,ibm_compatible,atlas,7.90,191.7,166.0,1.155,0,6,1,294577,1651577,33400,155772,138184,1529205,3.27,5,0.398
8,66,1992,medium,ibm_compatible,atlas,8.70,204.1,166.0,1.230,0,6,1,480364,2714283,33400,155772,138184,2591911,5.34,5,0.376
8,65,1992,medium,ibm_compatible,atlas,7.90,194.0,166.0,1.169,3,6,0,449898,2542817,30600,177359,161259,2396058,5.00,5,0.965
8,67,1993,medium,ibm_compatible,atlas,8.00,197.6,166.0,1.190,0,6,1,480027,2711852,33900,202158,184296,2543594,5.33,5,0.996
8,68,1993,large,pocket_play,atlas,7.80,1436.3,1300.0,1.105,1,35,1,614304,3781283,435300,1017196,788086,3199387,7.68,1,0.818
8,69,1993,large,pocket_play,atlas,7.90,1406.0,1300.0,1.082,0,36,1,467656,2758689,451300,1242155,1004633,1967834,5.85,2,1.236
8,71,1994,large,pocket_play,atlas,8.00,1414.9,1300.0,1.088,0,36,1,465289,2729642,464100,1477626,1233374,1716116,5.82,2,0.920
8,70,1994,large,pocket_play,atlas,7.10,1355.2,1300.0,1.042,0,36,1,242413,1201320,462600,1201214,957762,462706,3.03,1,0.750
