seed,year,cash,staff,payroll_mo,office,teams,rent_mo,released,avg_review,consumer_rep,fans
4,1986,11008,1,0,bedroom,1,0,3,5.63,2.8,117
4,1987,730435,9,30025,large_studio_floor,1,8268,7,6.91,16.1,10080
4,1988,2630381,16,56300,studio_building,2,41420,16,7.27,41.8,76966
4,1989,3402370,18,77050,campus,2,123200,26,7.20,64.2,145201
4,1990,12837411,20,98100,campus,2,126500,38,7.22,93.6,259171
4,1991,21003087,20,133000,campus,2,130900,50,7.18,100.0,352307
4,1992,28084264,20,171000,campus,2,135300,61,7.23,100.0,439261
4,1993,32845950,20,175500,campus,2,139700,73,7.19,100.0,493866
4,1994,31044833,20,223700,campus,2,144100,76,7.18,100.0,506051
4,1995,33409245,20,232225,campus,2,148500,78,7.20,100.0,544963
4,1996,31860809,20,262175,campus,2,152900,80,7.20,100.0,559715
4,1996,31860809,20,262175,campus,2,152900,80,7.20,100.0,559715
