seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand
7,0,1985,small,microstar_64,thrift,6.40,34.8,30.0,1.159,16,10,1,1994,7867,3500,7773,0,3594,0.05,1,0.994
7,1,1985,small,microstar_64,thrift,7.10,36.5,30.0,1.218,12,9,5,3137,13729,4200,9243,0,8686,0.08,1,1.100
7,2,1986,small,microstar_64,thrift,7.90,37.7,30.0,1.255,6,8,5,26076,145729,4000,8803,0,140926,0.69,1,0.600
7,4,1986,small,microstar_64,thrift,5.50,27.6,30.0,0.919,3,3,1,1323,5795,1900,13847,9636,-6152,0.03,3,0.994
7,3,1986,small,microstar_64,thrift,7.50,37.1,30.0,1.235,2,5,2,59172,339552,2600,10692,4990,331460,1.56,2,1.310
7,5,1986,small,microstar_64,thrift,9.10,42.5,30.0,1.418,2,4,1,302304,1755777,2400,29429,24035,1728748,7.96,2,1.089
7,6,1986,small,microstar_64,meridian,7.30,34.4,30.0,1.148,2,3,1,16547,72779,4600,38686,33329,38693,0.44,3,0.588
7,7,1986,small,microstar_64,meridian,8.70,41.3,30.0,1.377,1,3,1,207775,972321,5600,64486,57866,913435,5.47,3,0.825
7,8,1987,small,microstar_64,meridian,9.00,47.9,30.0,1.596,1,3,1,207886,983922,5700,66026,59262,923596,5.47,3,0.512
7,11,1987,small,famiclone,northgate,5.60,30.8,30.0,1.026,11,7,5,2533,0,20700,32411,16493,-11711,0.02,4,0.845
7,9,1987,small,famiclone,meridian,7.60,37.2,30.0,1.238,3,3,0,43215,176733,10700,73424,60832,114009,0.36,3,1.073
7,14,1987,small,famiclone,northgate,5.10,26.9,30.0,0.896,3,6,2,1304,0,16400,43991,31404,-27591,0.01,4,0.678
7,10,1987,small,famiclone,meridian,8.40,39.6,30.0,1.321,0,3,1,196603,847762,11200,85537,72312,773425,1.64,4,1.118
7,12,1987,small,famiclone,northgate,8.80,43.5,30.0,1.449,2,3,1,157867,552413,16600,78951,66186,490062,1.32,5,0.841
7,13,1987,small,famiclone,northgate,7.90,38.3,30.0,1.277,3,3,0,100707,353210,14800,60789,49385,307221,0.84,3,1.031
7,15,1987,small,famiclone,northgate,7.50,36.1,30.0,1.205,2,3,0,17222,49252,14200,53348,42405,10104,0.14,5,0.425
7,17,1987,small,famiclone,northgate,7.80,34.3,30.0,1.142,3,3,3,22984,71640,14400,50130,39024,35910,0.19,6,0.752
7,16,1987,small,famiclone,northgate,7.40,35.8,30.0,1.195,3,3,0,41997,143608,12400,40974,31432,115034,0.35,5,0.751
7,19,1988,small,famiclone,northgate,7.30,34.0,30.0,1.133,1,3,1,22729,73974,13000,48175,38148,38799,0.19,7,0.849
7,21,1988,medium,famiclone,northgate,6.70,126.0,166.0,0.759,0,6,1,20417,87045,28900,78366,56168,37579,0.17,6,0.667
7,20,1988,medium,famiclone,northgate,6.70,142.5,166.0,0.859,2,6,1,25408,114713,28900,71862,49664,71751,0.21,5,0.586
7,18,1987,small,famiclone,northgate,8.70,39.6,30.0,1.319,1,3,1,148319,546188,14200,52150,41226,508238,1.24,6,0.477
7,23,1988,medium,famiclone,atlas,5.90,124.7,166.0,0.751,0,6,1,13958,21567,42200,78366,56168,-14599,0.12,5,0.670
7,25,1988,medium,famiclone,atlas,5.70,131.6,166.0,0.793,0,6,1,6033,0,42200,78366,56168,-36166,0.05,5,0.387
7,22,1988,medium,famiclone,atlas,7.80,158.0,166.0,0.952,1,6,1,124464,520070,42200,71862,49664,490408,1.04,4,0.388
7,24,1988,medium,famiclone,atlas,6.30,155.2,166.0,0.935,1,6,2,34177,110442,46000,80108,55872,76334,0.28,4,0.915
7,26,1988,medium,famiclone,atlas,6.80,139.3,166.0,0.839,2,6,0,51529,198713,38300,70345,50185,166668,0.43,4,0.753
7,27,1988,medium,famiclone,atlas,6.40,152.0,166.0,0.915,1,6,1,12866,17351,42200,77166,54968,-17615,0.11,5,0.360
7,28,1988,medium,famiclone,atlas,5.70,124.4,166.0,0.750,3,6,0,11107,13328,38300,72940,52780,-21312,0.09,3,0.636
7,29,1988,medium,famiclone,atlas,5.80,134.1,166.0,0.808,1,5,1,5471,0,37900,68034,48097,-30134,0.05,4,0.202
7,32,1989,medium,famiclone,atlas,4.90,118.8,166.0,0.715,0,5,1,8784,2812,38800,73222,52780,-31610,0.07,3,0.921
7,30,1989,medium,famiclone,atlas,7.00,152.7,166.0,0.920,0,6,1,153253,671380,42700,82810,60320,631270,1.28,3,0.712
7,33,1989,medium,famiclone,atlas,6.20,147.0,166.0,0.885,0,6,1,17364,38722,43300,85538,62773,-3516,0.14,4,0.278
7,31,1989,medium,famiclone,atlas,7.50,171.4,166.0,1.033,0,6,1,238127,1074669,42800,84296,61752,1033173,1.98,4,0.303
7,34,1989,medium,famiclone,atlas,5.40,136.9,166.0,0.825,0,6,1,15828,31714,43300,83085,60320,-8071,0.13,4,0.941
7,35,1989,medium,famiclone,atlas,6.50,153.4,166.0,0.924,1,6,1,34390,119606,43300,100735,77970,62171,0.29,4,0.426
7,36,1989,medium,famiclone,atlas,6.10,135.4,166.0,0.816,3,6,0,31029,108375,39300,82535,61864,65140,0.26,5,0.806
7,37,1989,medium,famiclone,atlas,7.00,162.3,166.0,0.978,0,6,1,91596,393849,43300,105565,82800,331584,0.76,4,0.330
7,38,1989,medium,famiclone,atlas,7.30,161.6,166.0,0.974,0,6,1,361267,1692895,43300,100733,77968,1635462,3.01,4,0.834
7,40,1989,medium,famiclone,atlas,6.70,148.9,166.0,0.897,0,6,1,76271,330518,43300,103397,80632,270421,0.64,4,0.765
7,39,1989,medium,famiclone,atlas,8.00,175.2,166.0,1.056,1,6,1,431270,2046534,43300,105565,82800,1984269,3.59,4,0.321
7,41,1990,medium,famiclone,atlas,6.90,158.9,166.0,0.957,2,6,0,41633,164557,40600,100006,78624,105151,0.35,5,0.420
7,42,1990,medium,famiclone,atlas,7.40,157.9,166.0,0.951,1,6,0,218785,1042227,42700,105515,83031,979412,1.82,5,0.850
7,43,1990,medium,famiclone,atlas,7.30,176.0,166.0,1.061,1,6,0,97304,443616,43000,111616,88970,375000,0.81,6,0.318
7,44,1990,medium,famiclone,atlas,6.70,164.9,166.0,0.994,0,6,1,39046,149723,47100,122181,97384,74642,0.33,6,0.959
7,45,1990,medium,famiclone,atlas,7.00,171.7,166.0,1.034,0,6,1,43336,172501,47100,126477,101680,93124,0.36,6,0.357
7,46,1990,medium,famiclone,atlas,7.50,163.0,166.0,0.982,3,6,0,215329,1055348,43000,107857,85211,990491,1.79,5,0.962
7,47,1990,medium,famiclone,atlas,7.60,179.3,166.0,1.080,0,6,1,129872,621111,47100,126477,101680,541734,1.08,6,0.375
7,48,1990,medium,famiclone,atlas,6.70,157.9,166.0,0.951,1,6,1,75441,341268,47100,122181,97384,266187,0.63,5,0.851
7,50,1990,medium,famiclone,atlas,5.70,164.8,166.0,0.993,0,6,1,12285,16141,47100,133533,108736,-70292,0.10,5,0.954
7,49,1990,medium,famiclone,atlas,7.20,164.4,166.0,0.990,0,6,1,129824,621232,47100,136397,111600,531935,1.08,5,0.424
7,51,1990,medium,famiclone,atlas,7.10,172.4,166.0,1.039,1,6,1,59510,259257,47100,151170,126373,155187,0.50,6,0.453
7,52,1991,medium,famiclone,atlas,7.80,169.6,166.0,1.022,2,6,0,392069,1974869,43500,128509,105599,1889860,3.27,5,1.049
7,54,1991,medium,famiclone,atlas,8.10,183.1,166.0,1.103,2,6,0,402076,2025485,44400,150647,127266,1919238,3.35,4,0.930
7,53,1991,medium,famiclone,atlas,7.80,186.4,166.0,1.123,0,6,1,228075,1125927,48200,165954,140579,1008173,1.90,4,0.451
7,56,1991,medium,famiclone,atlas,6.60,157.7,166.0,0.950,3,6,0,33391,127495,44400,155723,132342,16172,0.28,5,0.776
7,55,1991,medium,famiclone,atlas,7.70,176.5,166.0,1.063,3,6,0,129294,621205,44400,150312,126931,515293,1.08,5,0.454
7,57,1991,medium,famiclone,atlas,7.20,167.4,166.0,1.009,2,6,0,40718,165214,44400,150312,126931,59302,0.34,6,0.358
7,59,1991,medium,famiclone,atlas,6.40,159.3,166.0,0.960,1,6,0,19474,55851,44400,150312,126931,-50061,0.16,6,0.453
7,58,1991,medium,famiclone,atlas,7.10,175.6,166.0,1.058,0,6,1,70779,315667,48700,185093,159487,179274,0.59,6,0.837
7,60,1991,medium,famiclone,atlas,7.10,163.6,166.0,0.986,3,6,0,92856,433620,44400,163962,140581,314058,0.77,5,0.826
7,61,1991,medium,famiclone,atlas,7.80,183.3,166.0,1.104,3,6,0,152500,740669,44400,150312,126931,634757,1.27,5,0.435
7,62,1991,medium,famiclone,atlas,7.60,187.1,166.0,1.127,0,6,1,201696,989629,48700,186270,160664,852059,1.68,5,0.824
7,63,1991,medium,famiclone,atlas,7.60,189.5,166.0,1.142,0,6,1,82824,377679,48700,170670,145064,255709,0.69,5,0.325
7,64,1992,medium,famiclone,atlas,7.10,162.9,166.0,0.981,0,6,1,41769,165424,49600,186773,160664,28251,0.35,5,0.877
7,65,1992,medium,ibm_compatible,atlas,6.40,160.0,166.0,0.964,0,6,1,37516,181191,33400,166978,149390,47613,0.42,5,1.092
7,67,1992,medium,ibm_compatible,atlas,5.90,151.1,166.0,0.910,0,6,1,18903,74727,33400,168420,150832,-60293,0.21,5,0.757
7,66,1992,medium,ibm_compatible,atlas,7.40,171.6,166.0,1.034,0,6,1,94489,507078,33400,178252,160664,362226,1.05,5,0.289
7,69,1992,medium,ibm_compatible,atlas,7.10,171.5,166.0,1.033,3,6,0,53900,277709,30600,148078,131978,160231,0.60,4,0.307
7,68,1992,medium,ibm_compatible,atlas,7.70,166.6,166.0,1.003,3,6,0,305456,1716606,30600,171934,155834,1575272,3.39,4,0.886
7,70,1992,medium,ibm_compatible,atlas,7.30,166.5,166.0,1.003,3,6,0,125436,686895,30600,187089,170989,530406,1.39,5,0.846
7,71,1992,medium,ibm_compatible,atlas,8.00,187.7,166.0,1.131,2,6,0,431308,2436481,30600,148078,131978,2319003,4.79,5,1.039
7,73,1992,medium,ibm_compatible,atlas,8.20,186.1,166.0,1.121,0,6,1,480277,2713784,33400,181340,163752,2565844,5.34,6,1.068
7,72,1992,medium,ibm_compatible,atlas,8.10,179.4,166.0,1.081,3,6,0,313539,1762841,30600,187089,170989,1606352,3.48,5,0.374
7,74,1992,medium,ibm_compatible,atlas,8.50,194.0,166.0,1.169,0,6,1,480413,2714564,33400,213004,195416,2534960,5.34,5,0.466
7,75,1993,medium,ibm_compatible,atlas,7.40,169.5,166.0,1.021,0,5,1,143151,788523,30300,166298,150367,652525,1.59,6,0.892
7,76,1993,large,pocket_play,atlas,8.00,1422.3,1300.0,1.094,0,36,1,612523,3753058,451300,1188173,950651,3016185,7.66,1,0.712
7,77,1993,large,pocket_play,atlas,7.70,1296.6,1300.0,0.997,1,35,1,588698,3605523,435300,1103965,874855,2936858,7.36,2,1.258
7,79,1994,large,pocket_play,atlas,8.20,1413.4,1300.0,1.087,0,35,1,467251,2760308,446900,1169433,934239,2037775,5.84,2,1.044
7,78,1994,large,pocket_play,atlas,7.40,1334.0,1300.0,1.026,0,36,1,468533,2753209,462800,1370758,1127162,1845251,5.86,1,0.825
7,80,1995,large,mega16,atlas,5.70,1234.8,1300.0,0.950,0,36,1,24983,0,705400,1591507,1220256,-886107,0.25,1,0.738
7,81,1995,large,mega16,atlas,6.90,1327.1,1300.0,1.021,0,36,1,87148,0,705900,1409793,1038274,-703893,0.87,2,0.221
