seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand
4,0,1985,small,microstar_64,thrift,5.00,33.4,30.0,1.115,30,11,0,366,0,3600,8055,0,-4455,0.01,1,1.356
4,1,1985,small,microstar_64,thrift,4.70,30.8,30.0,1.026,18,9,0,172,0,3000,6743,0,-3743,0.00,1,0.906
4,2,1985,small,microstar_64,thrift,7.20,35.8,30.0,1.192,22,9,0,5272,27175,2900,6506,0,23569,0.14,1,1.136
4,3,1986,small,microstar_64,thrift,7.30,33.3,30.0,1.110,3,7,5,13047,71103,3700,8180,0,66623,0.34,1,1.175
4,4,1986,small,microstar_64,thrift,8.30,36.0,30.0,1.201,7,7,5,90438,517548,3700,8231,0,513017,2.38,2,0.968
4,5,1986,small,microstar_64,thrift,7.60,37.8,30.0,1.259,3,4,1,68158,393942,2100,15890,11151,380152,1.79,2,1.166
4,6,1986,small,microstar_64,meridian,8.30,39.8,30.0,1.328,2,4,0,82080,376635,4700,32539,26959,348796,2.16,3,1.028
4,7,1987,small,microstar_64,meridian,8.00,37.0,30.0,1.232,2,3,1,27927,125860,5200,51580,45514,79480,0.73,4,1.168
4,8,1987,small,famiclone,meridian,7.40,36.5,30.0,1.217,3,3,0,27939,109456,9600,60984,49708,58072,0.23,4,1.083
4,13,1987,small,famiclone,northgate,2.50,19.2,30.0,0.641,3,4,0,70,0,10400,18036,10019,-7636,0.00,5,0.473
4,9,1987,small,famiclone,meridian,9.60,55.2,30.0,1.841,0,4,1,380789,1621556,12100,84959,70672,1548697,3.17,5,0.936
4,10,1987,small,famiclone,meridian,8.60,40.7,30.0,1.357,1,3,1,155281,665308,10500,72881,60576,602927,1.29,4,0.774
4,11,1987,small,famiclone,northgate,7.60,39.7,30.0,1.323,2,3,1,36368,114425,16100,74001,61580,56524,0.30,3,0.827
4,15,1987,small,famiclone,northgate,7.40,30.4,30.0,1.014,2,3,2,17427,52037,11800,26319,17260,37518,0.15,5,0.455
4,12,1987,small,famiclone,northgate,8.80,43.0,30.0,1.434,3,3,0,216158,766664,16000,68949,56625,713715,1.80,4,0.857
4,14,1987,small,famiclone,northgate,8.00,39.8,30.0,1.328,3,3,0,46827,154362,15400,64854,52990,104908,0.39,4,0.656
4,17,1988,small,famiclone,northgate,6.50,29.1,30.0,0.970,3,3,1,8642,20949,11400,26521,17763,5828,0.07,5,0.370
4,19,1988,medium,famiclone,northgate,4.90,137.8,166.0,0.830,3,7,1,1360,0,28900,54070,31855,-25170,0.01,6,0.301
4,18,1988,medium,famiclone,northgate,6.10,156.7,166.0,0.944,1,6,1,6636,4979,31600,101955,77680,-65376,0.06,6,0.941
4,16,1988,small,famiclone,northgate,8.90,43.9,30.0,1.464,1,3,1,332741,1212237,16200,73063,60576,1155374,2.77,6,0.714
4,21,1988,medium,famiclone,northgate,6.80,156.2,166.0,0.941,3,6,1,39193,191101,27200,59674,38748,158627,0.33,3,0.448
4,20,1988,medium,famiclone,northgate,8.10,178.9,166.0,1.078,0,6,1,359285,1949794,30700,92029,68448,1888465,2.99,3,0.853
4,22,1988,medium,famiclone,northgate,7.30,157.7,166.0,0.950,1,6,1,48000,238940,29800,78322,55432,190418,0.40,4,0.690
4,23,1988,medium,famiclone,northgate,7.60,151.9,166.0,0.915,0,5,1,148188,810387,25200,62741,43382,772846,1.23,5,0.802
4,25,1988,medium,famiclone,atlas,7.10,158.6,166.0,0.956,3,5,0,59854,238099,34000,59923,42024,212176,0.50,5,0.643
4,24,1988,medium,famiclone,northgate,7.70,159.0,166.0,0.958,0,6,1,205652,1140289,28900,70102,47904,1099087,1.71,4,0.520
4,28,1989,medium,famiclone,atlas,5.00,121.4,166.0,0.731,3,5,0,12161,18938,38100,88451,68382,-31413,0.10,5,1.095
4,26,1989,medium,famiclone,atlas,7.60,173.5,166.0,1.045,0,6,1,491199,2207957,42500,77983,55614,2172474,4.09,4,0.680
4,29,1989,medium,famiclone,atlas,7.30,161.0,166.0,0.970,0,6,1,94291,396596,44600,83671,60192,357525,0.79,5,0.330
4,27,1989,medium,famiclone,atlas,8.30,181.5,166.0,1.093,0,6,1,386224,1745193,42300,78286,56032,1709207,3.22,5,0.244
4,30,1989,medium,famiclone,atlas,7.60,173.9,166.0,1.048,2,6,0,229459,1040828,42000,97531,75439,985297,1.91,6,0.688
4,31,1989,medium,famiclone,atlas,7.70,169.8,166.0,1.023,3,6,0,195419,889291,42000,79317,57225,851974,1.63,5,0.392
4,34,1989,medium,famiclone,atlas,5.50,146.3,166.0,0.882,2,6,0,9288,3499,42000,104523,82431,-59024,0.08,5,0.691
4,33,1989,medium,famiclone,atlas,7.30,173.2,166.0,1.044,3,6,0,78809,340914,42000,79317,57225,303597,0.66,7,0.324
4,32,1989,medium,famiclone,atlas,7.50,175.0,166.0,1.054,3,6,0,343295,1610759,42000,97531,75439,1555228,2.86,6,0.749
4,35,1989,medium,famiclone,atlas,7.90,173.6,166.0,1.045,2,6,0,400814,1921460,42000,79317,57225,1884143,3.34,6,0.749
4,39,1990,medium,famiclone,atlas,5.80,139.1,166.0,0.838,0,5,1,15433,37246,41400,95560,73745,-16914,0.13,5,0.753
4,37,1989,medium,famiclone,atlas,7.60,179.5,166.0,1.082,0,6,1,224026,1074281,46000,94500,70314,1025781,1.87,6,0.843
4,36,1989,medium,famiclone,atlas,7.70,174.9,166.0,1.053,0,6,1,234219,1113826,46000,124386,100200,1035440,1.95,6,0.359
4,38,1990,medium,famiclone,atlas,7.70,170.0,166.0,1.024,0,6,1,212668,1027189,46200,124512,100200,948877,1.77,4,0.361
4,40,1990,medium,famiclone,atlas,7.10,163.6,166.0,0.986,0,6,1,113042,529714,47100,136717,111920,440097,0.94,5,0.423
4,42,1990,medium,famiclone,atlas,7.30,184.1,166.0,1.109,3,6,0,172671,845909,43000,119491,96845,769418,1.44,4,0.938
4,41,1990,medium,famiclone,atlas,8.10,183.2,166.0,1.103,3,6,0,626204,3174545,43000,106466,83820,3111079,5.22,6,0.789
4,44,1990,medium,famiclone,atlas,6.20,157.5,166.0,0.949,2,6,0,29454,108628,43000,120576,97930,31052,0.25,5,0.907
4,45,1990,medium,famiclone,atlas,6.90,172.1,166.0,1.037,0,6,1,35427,135277,47100,135477,110680,46900,0.30,6,0.250
4,46,1990,medium,famiclone,atlas,5.20,143.2,166.0,0.863,3,6,0,6231,0,43000,127356,104710,-84356,0.05,6,0.745
4,43,1990,medium,famiclone,atlas,8.00,187.9,166.0,1.132,0,6,1,552158,2795406,47100,136717,111920,2705789,4.60,5,0.382
4,47,1990,medium,famiclone,atlas,6.90,174.7,166.0,1.053,0,6,1,30614,110296,47100,135477,110680,21919,0.26,7,0.335
4,48,1990,medium,famiclone,atlas,8.00,182.7,166.0,1.101,0,6,1,402084,2022825,47100,147565,122768,1922360,3.35,5,0.882
4,49,1990,medium,famiclone,atlas,7.60,177.6,166.0,1.070,3,6,0,184321,905882,43000,125535,102889,823347,1.54,6,0.400
4,50,1991,medium,famiclone,atlas,6.80,155.2,166.0,0.935,2,6,0,67121,301736,43800,132682,109609,212854,0.56,4,0.871
4,51,1991,medium,famiclone,atlas,8.30,193.4,166.0,1.165,1,6,0,402199,2026716,43800,130495,107422,1940021,3.35,5,0.400
4,52,1991,medium,famiclone,atlas,7.20,167.1,166.0,1.006,3,6,0,64326,286748,44400,146112,122731,185036,0.54,5,0.700
4,54,1991,medium,famiclone,atlas,7.00,157.6,166.0,0.949,3,6,0,72369,328153,44400,146112,122731,226441,0.60,5,0.921
4,56,1991,medium,famiclone,atlas,5.80,126.8,166.0,0.764,2,5,0,15254,39228,39300,126898,106236,-48370,0.13,5,0.891
4,53,1991,medium,famiclone,atlas,8.50,205.7,166.0,1.239,0,6,1,301143,1501581,48700,148374,122768,1401907,2.51,6,0.250
4,55,1991,medium,famiclone,atlas,7.70,173.0,166.0,1.042,0,6,1,166930,810653,48700,161880,136274,697473,1.39,5,0.365
4,58,1991,medium,famiclone,atlas,8.20,188.5,166.0,1.135,0,6,1,361956,1814648,48700,174174,148568,1689174,3.02,6,0.813
4,57,1991,medium,famiclone,atlas,8.10,194.1,166.0,1.169,0,7,1,172113,832034,54000,191708,163296,694326,1.43,5,0.360
4,60,1991,medium,famiclone,atlas,6.50,155.5,166.0,0.937,2,6,0,29946,109762,44400,153378,129997,784,0.25,5,0.783
4,61,1992,medium,famiclone,atlas,6.20,160.6,166.0,0.967,3,6,0,8775,573,44600,162851,139378,-117678,0.07,4,0.274
4,59,1991,medium,famiclone,atlas,7.60,189.6,166.0,1.142,3,6,0,190432,935944,44400,153597,130216,826747,1.59,4,0.445
4,62,1992,medium,famiclone,atlas,6.60,156.3,166.0,0.941,3,6,0,14854,31267,45200,153806,129997,-77339,0.12,5,0.630
4,63,1992,medium,ibm_compatible,atlas,7.10,183.0,166.0,1.103,0,6,1,119554,650447,33400,184708,167120,499139,1.33,4,1.118
4,65,1992,medium,ibm_compatible,atlas,6.60,167.6,166.0,1.010,3,6,0,73920,392223,30600,162330,146230,260493,0.82,3,0.968
4,64,1992,medium,ibm_compatible,atlas,7.60,167.2,166.0,1.007,2,6,0,169285,937712,30600,147136,131036,821176,1.88,4,0.311
4,66,1992,medium,ibm_compatible,atlas,6.80,168.5,166.0,1.015,0,6,1,74621,393434,33400,174468,156880,252366,0.83,4,0.468
4,67,1992,medium,ibm_compatible,atlas,8.20,187.5,166.0,1.130,3,6,0,426915,2411356,30600,162330,146230,2279626,4.74,5,1.115
4,69,1992,medium,ibm_compatible,atlas,6.40,164.0,166.0,0.988,0,6,1,38278,185550,33400,184708,167120,34242,0.43,5,0.770
4,68,1992,medium,ibm_compatible,atlas,8.20,196.9,166.0,1.186,0,6,1,429142,2421289,33400,174468,156880,2280221,4.77,5,0.487
4,70,1992,medium,ibm_compatible,atlas,6.60,163.8,166.0,0.987,0,6,1,52054,264348,33400,174468,156880,123280,0.58,5,0.427
4,72,1992,medium,ibm_compatible,atlas,6.70,166.8,166.0,1.005,3,6,0,58828,305894,30600,153370,137270,183124,0.65,5,0.794
4,71,1992,medium,ibm_compatible,atlas,7.20,186.7,166.0,1.125,1,6,1,120294,654682,33400,184708,167120,503374,1.34,5,0.730
4,73,1993,medium,ibm_compatible,atlas,7.50,184.4,166.0,1.111,0,6,1,124048,675658,33900,184982,167120,524576,1.38,5,0.212
4,74,1993,large,pocket_play,atlas,6.10,1207.9,1300.0,0.929,0,36,1,107865,289082,451300,1105830,868308,-365448,1.35,1,0.770
4,75,1993,large,pocket_play,atlas,7.20,1309.6,1300.0,1.007,0,36,1,350234,1952702,451300,1160670,923148,1243332,4.38,2,0.326
4,76,1994,large,pocket_play,atlas,7.00,1393.5,1300.0,1.072,3,36,1,434176,2517381,462800,1194850,951254,1785331,5.43,1,1.253
4,77,1994,large,pocket_play,atlas,8.80,1607.6,1300.0,1.237,0,38,1,461630,2670727,497900,1384671,1122640,1783956,5.77,2,0.520
4,78,1995,large,mega16,atlas,7.00,1345.2,1300.0,1.035,0,37,1,421336,2095019,731300,1391442,1006559,1434877,4.21,1,1.245
4,79,1995,large,mega16,atlas,7.00,1302.7,1300.0,1.002,1,35,1,174626,488190,683200,1438538,1078962,-267148,1.75,2,0.417
