seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand
6,58,1992,medium,famiclone,atlas,6.80,151.9,166.0,0.915,2,5,0,38085,156661,39400,138861,118110,57200,0.32,5,0.885
6,59,1992,medium,famiclone,atlas,7.60,171.4,166.0,1.032,3,6,0,65082,289538,45500,126846,102914,208192,0.54,4,0.430
6,60,1992,medium,ibm_compatible,atlas,7.10,168.8,166.0,1.017,3,6,0,94566,510319,30600,153895,137795,387024,1.05,5,0.977
6,61,1992,medium,ibm_compatible,atlas,7.10,171.0,166.0,1.030,0,6,1,83458,443980,33400,146492,128904,330888,0.93,4,0.404
6,62,1992,medium,ibm_compatible,atlas,8.00,190.0,166.0,1.144,0,6,1,426896,2408446,33400,175068,157480,2266778,4.74,4,0.940
6,63,1992,medium,ibm_compatible,atlas,8.10,194.8,166.0,1.173,1,6,1,427228,2410344,33400,146492,128904,2297252,4.75,4,0.446
6,64,1992,medium,ibm_compatible,atlas,8.10,184.0,166.0,1.108,0,6,1,426991,2408990,33400,195972,178384,2246418,4.74,4,0.794
6,65,1992,medium,ibm_compatible,atlas,7.00,167.4,166.0,1.008,0,6,1,81117,430590,33400,146492,128904,317498,0.90,5,0.892
6,66,1992,medium,ibm_compatible,atlas,7.00,172.7,166.0,1.041,0,6,1,49424,249306,33400,202940,185352,79766,0.55,5,0.261
6,67,1992,medium,ibm_compatible,atlas,6.80,169.5,166.0,1.021,0,6,1,70077,367440,33400,146492,128904,254348,0.78,5,0.720
6,68,1992,medium,ibm_compatible,atlas,8.50,192.6,166.0,1.160,0,6,1,480158,2713105,33400,202940,185352,2543565,5.34,6,0.924
6,69,1993,medium,ibm_compatible,atlas,8.00,188.0,166.0,1.133,0,6,1,480407,2714127,33800,146713,128904,2601214,5.34,4,0.419
6,70,1993,medium,ibm_compatible,atlas,7.80,186.5,166.0,1.124,2,6,0,471263,2664525,31100,187215,170839,2508410,5.24,5,1.129
6,71,1993,large,pocket_play,atlas,7.30,1339.7,1300.0,1.031,0,35,1,468290,2779041,435300,1287532,1058422,1926809,5.85,1,1.009
6,72,1993,large,pocket_play,atlas,6.90,1342.3,1300.0,1.033,0,37,1,136031,466215,467500,939011,692939,-5296,1.70,2,0.723
6,73,1994,large,pocket_play,atlas,7.90,1380.7,1300.0,1.062,0,35,1,467721,2763035,447400,1418046,1182594,1792389,5.85,1,0.986
6,74,1994,large,pocket_play,atlas,7.20,1339.6,1300.0,1.030,3,38,1,136686,440310,497900,1102709,840678,-164499,1.71,2,0.276
6,75,1995,large,mega16,atlas,7.40,1412.2,1300.0,1.086,1,36,1,489125,2574148,706900,1586591,1214556,1694457,4.89,1,1.139
6,76,1995,large,mega16,atlas,7.50,1406.7,1300.0,1.082,0,36,1,488280,2566682,708700,1218137,845147,2057245,4.88,2,0.441
