seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,profit,attach_pct
6,0,1985,small,microstar_64,thrift,6.30,31.8,30.0,1.060,19,10,1,563,0,3500,7773,-4273,0.01
6,1,1985,small,microstar_64,thrift,7.00,32.7,30.0,1.090,23,8,0,2046,8890,2800,6228,5462,0.05
6,2,1985,small,microstar_64,thrift,8.20,34.3,30.0,1.142,3,7,3,33034,186269,3300,7228,182341,0.87
6,3,1986,small,microstar_64,thrift,9.60,43.0,30.0,1.432,2,6,4,304000,1755134,3200,7006,1751328,8.00
6,4,1986,small,microstar_64,meridian,9.70,40.2,30.0,1.340,1,4,1,304000,1410275,4200,4985,1409490,8.00
6,5,1986,small,microstar_64,meridian,9.80,44.6,30.0,1.486,3,4,0,304000,1430425,5500,6413,1429512,8.00
6,6,1986,small,microstar_64,meridian,9.80,49.5,30.0,1.650,3,4,0,304000,1451888,6000,7062,1450826,8.00
6,7,1986,small,microstar_64,northgate,9.60,36.3,30.0,1.211,3,3,0,304000,1198447,7800,5962,1200285,8.00
6,8,1986,small,microstar_64,northgate,9.80,42.0,30.0,1.401,1,3,0,304000,1219388,7800,5962,1221226,8.00
6,9,1987,small,microstar_64,northgate,8.90,39.6,30.0,1.320,2,3,0,208000,846879,7800,5962,848717,5.47
6,10,1987,small,famiclone,northgate,8.90,35.2,30.0,1.172,3,3,0,381040,1414627,14100,10842,1417885,3.18
6,11,1987,small,famiclone,northgate,8.20,36.7,30.0,1.225,2,3,0,168087,624790,14100,10842,628048,1.40
6,14,1987,small,famiclone,atlas,9.80,48.5,30.0,1.616,3,4,0,381040,1211275,24200,12712,1222763,3.18
6,12,1987,small,famiclone,atlas,7.90,33.9,30.0,1.129,2,3,0,170282,518642,20600,10842,528400,1.42
6,15,1987,small,famiclone,atlas,9.40,39.7,30.0,1.325,1,3,0,381040,1239647,20600,10842,1249405,3.18
6,13,1987,small,famiclone,atlas,8.10,35.2,30.0,1.174,2,3,0,115516,349406,20600,10842,359164,0.96
6,17,1988,small,famiclone,atlas,9.80,43.6,30.0,1.452,2,3,0,641280,2168237,20600,10842,2177995,5.34
6,16,1987,small,famiclone,atlas,8.60,38.5,30.0,1.285,1,3,0,284552,937303,20600,10842,947061,2.37
6,20,1988,medium,famiclone,atlas,9.40,172.6,166.0,1.040,0,6,1,641280,3285951,43800,23030,3306721,5.34
6,18,1988,medium,famiclone,atlas,8.10,158.8,166.0,0.957,3,6,0,563395,2833916,40200,21160,2852956,4.69
6,19,1988,medium,famiclone,atlas,7.00,153.7,166.0,0.926,2,6,0,89451,421283,40200,21160,440323,0.75
6,23,1989,medium,famiclone,atlas,9.10,180.3,166.0,1.086,0,6,1,960000,5088358,43800,23030,5109128,8.00
6,21,1988,medium,famiclone,atlas,8.20,160.4,166.0,0.966,0,6,1,773575,4039773,43800,23030,4060543,6.45
6,24,1989,medium,famiclone,atlas,8.40,173.7,166.0,1.046,0,6,1,960000,5088358,43800,23030,5109128,8.00
6,22,1988,medium,famiclone,atlas,7.90,163.1,166.0,0.983,0,6,1,439965,2305044,43800,23030,2325814,3.67
