seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,profit,attach_pct
4,0,1985,small,microstar_64,thrift,6.00,31.2,30.0,1.041,18,10,1,695,462,3500,7773,-3811,0.02
4,1,1985,small,microstar_64,thrift,5.60,29.9,30.0,0.998,18,9,0,327,0,2900,6506,-3606,0.01
4,2,1985,small,microstar_64,thrift,7.20,32.8,30.0,1.094,12,8,0,7184,38254,2800,6228,34826,0.19
4,3,1986,small,microstar_64,thrift,9.40,41.5,30.0,1.384,10,8,5,304000,1742105,3900,8728,1737277,8.00
4,5,1986,small,microstar_64,meridian,9.80,49.7,30.0,1.656,3,4,2,304000,1410967,6500,7632,1409835,8.00
4,6,1986,small,microstar_64,meridian,9.70,39.6,30.0,1.321,1,3,1,208000,979374,5500,6462,978412,5.47
4,7,1987,small,microstar_64,meridian,9.80,42.5,30.0,1.415,3,3,0,208000,994447,5100,5962,993585,5.47
4,4,1986,small,microstar_64,thrift,8.70,36.4,30.0,1.212,3,4,3,164331,951992,2600,5790,948802,4.32
4,9,1987,small,famiclone,northgate,9.80,47.4,30.0,1.580,1,3,1,381040,1369080,15200,11692,1372588,3.18
4,8,1987,small,famiclone,northgate,9.00,39.9,30.0,1.330,1,3,0,381040,1350016,14100,10842,1353274,3.18
4,10,1987,small,famiclone,northgate,9.80,49.7,30.0,1.655,0,3,1,381040,1393856,15200,11692,1397364,3.18
4,12,1987,small,famiclone,northgate,9.80,47.9,30.0,1.597,0,3,1,381040,1433609,15200,11692,1437117,3.18
4,11,1987,small,famiclone,northgate,8.10,38.6,30.0,1.286,3,3,0,88640,319444,14100,10842,322702,0.74
4,13,1987,small,famiclone,atlas,9.80,56.1,30.0,1.870,0,3,1,381040,1194180,22200,11692,1204688,3.18
4,14,1987,small,famiclone,atlas,9.80,53.2,30.0,1.774,0,3,1,641280,2066629,22200,11692,2077137,5.34
4,15,1988,medium,famiclone,atlas,7.80,176.3,166.0,1.062,1,6,1,181096,838623,43800,23030,859393,1.51
4,17,1988,medium,famiclone,atlas,9.10,172.6,166.0,1.040,2,6,0,641280,3137183,40200,21160,3156223,5.34
4,16,1988,medium,famiclone,atlas,6.90,163.5,166.0,0.985,0,6,1,68893,295407,43800,23030,316177,0.57
4,19,1988,medium,famiclone,atlas,9.80,196.8,166.0,1.185,1,6,1,641280,3216065,43800,23030,3236835,5.34
4,18,1988,medium,famiclone,atlas,7.70,158.6,166.0,0.956,2,6,0,224078,1087937,40200,21160,1106977,1.87
4,20,1989,medium,famiclone,atlas,7.50,168.9,166.0,1.017,1,6,1,223768,1115032,43800,23030,1135802,1.86
4,21,1989,medium,famiclone,atlas,8.30,177.6,166.0,1.070,1,6,1,960000,4970357,43800,23030,4991127,8.00
4,22,1989,medium,famiclone,atlas,9.80,241.5,166.0,1.455,0,7,1,960000,5025066,48700,25606,5048160,8.00
4,24,1989,medium,famiclone,atlas,8.30,170.7,166.0,1.028,1,6,1,958864,5082285,43800,23030,5103055,7.99
4,23,1989,medium,famiclone,atlas,7.10,158.8,166.0,0.956,3,6,0,192343,988062,40200,21160,1007102,1.60
4,26,1990,medium,famiclone,atlas,9.80,197.6,166.0,1.191,0,6,1,656960,3468307,43800,23030,3489077,5.47
4,25,1989,medium,famiclone,atlas,7.00,159.6,166.0,0.961,3,6,0,159451,812223,40200,21160,831263,1.33
4,27,1990,medium,famiclone,atlas,9.80,189.0,166.0,1.138,0,6,1,656960,3468308,43800,23030,3489078,5.47
4,28,1990,medium,famiclone,atlas,8.90,174.1,166.0,1.049,3,6,0,656960,3471907,40200,21160,3490947,5.47
4,29,1990,medium,famiclone,atlas,9.80,191.0,166.0,1.151,2,6,0,656960,3471907,40200,21160,3490947,5.47
4,30,1990,medium,famiclone,atlas,7.90,181.0,166.0,1.090,0,6,1,348803,1820901,43800,23030,1841671,2.91
4,32,1991,medium,famiclone,atlas,9.60,195.5,166.0,1.178,0,6,1,402800,2109569,43800,23030,2130339,3.36
4,31,1991,medium,famiclone,atlas,7.70,168.5,166.0,1.015,3,6,0,105117,521755,40200,21160,540795,0.88
4,33,1991,medium,famiclone,atlas,8.70,180.4,166.0,1.087,2,6,0,402800,2113167,40200,21160,2132207,3.36
4,34,1991,medium,famiclone,atlas,9.80,208.6,166.0,1.256,0,6,1,402800,2109569,43800,23030,2130339,3.36
4,36,1991,medium,famiclone,atlas,8.90,182.0,166.0,1.096,0,6,1,202160,1036945,43800,23030,1057715,1.68
4,35,1991,medium,famiclone,atlas,6.80,158.7,166.0,0.956,2,6,0,38447,165336,40200,21160,184376,0.32
4,37,1992,medium,famiclone,atlas,8.80,178.1,166.0,1.073,3,6,0,202160,1040546,40200,21160,1059586,1.68
4,38,1992,medium,ibm_compatible,atlas,9.20,179.9,166.0,1.084,3,6,0,427840,2514970,26400,13911,2527459,4.75
4,39,1992,medium,ibm_compatible,atlas,9.40,189.0,166.0,1.139,2,6,0,427840,2514969,26400,13911,2527458,4.75
4,40,1992,medium,ibm_compatible,atlas,8.80,179.0,166.0,1.078,2,6,0,427840,2514970,26400,13911,2527459,4.75
