seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,profit,attach_pct
5,20,1988,medium,famiclone,atlas,9.50,184.3,166.0,1.110,0,6,1,641280,3384483,43800,23030,3405253,5.34
5,22,1988,medium,famiclone,atlas,9.80,191.4,166.0,1.153,0,6,1,641280,3384483,43800,23030,3405253,5.34
5,21,1988,medium,famiclone,atlas,8.00,168.1,166.0,1.013,2,6,1,430582,2258089,43800,23030,2278859,3.59
5,23,1989,medium,famiclone,atlas,7.50,163.3,166.0,0.984,1,6,1,298395,1551418,43800,23030,1572188,2.49
5,24,1989,medium,famiclone,atlas,7.90,169.5,166.0,1.021,0,6,1,960000,5088360,43800,23030,5109130,8.00
5,26,1989,medium,famiclone,atlas,9.70,179.7,166.0,1.083,0,6,1,960000,5088359,43800,23030,5109129,8.00
5,25,1989,medium,famiclone,atlas,7.70,172.5,166.0,1.039,3,6,0,608230,3211394,40200,21160,3230434,5.07
5,28,1989,medium,famiclone,atlas,8.70,181.9,166.0,1.096,0,6,1,656960,3468308,43800,23030,3489078,5.47
5,27,1989,medium,famiclone,atlas,7.30,161.5,166.0,0.973,3,6,0,270147,1404004,40200,21160,1423044,2.25
5,30,1990,medium,famiclone,atlas,9.80,191.5,166.0,1.154,0,6,1,656960,3468308,43800,23030,3489078,5.47
5,29,1990,medium,famiclone,atlas,6.90,142.2,166.0,0.857,3,6,0,72580,347812,40200,21160,366852,0.60
5,31,1990,medium,famiclone,atlas,9.50,184.1,166.0,1.109,2,6,0,656960,3471908,40200,21160,3490948,5.47
5,32,1990,medium,famiclone,atlas,8.90,170.7,166.0,1.029,3,6,0,656960,3471907,40200,21160,3490947,5.47
5,33,1990,medium,famiclone,atlas,7.90,172.1,166.0,1.037,3,6,0,309793,1615953,40200,21160,1634993,2.58
5,35,1991,medium,famiclone,atlas,9.40,195.6,166.0,1.178,0,6,1,402800,2109567,43800,23030,2130337,3.36
5,34,1990,medium,famiclone,atlas,8.10,174.1,166.0,1.049,0,6,1,302284,1572206,43800,23030,1592976,2.52
5,36,1991,medium,famiclone,atlas,9.10,183.1,166.0,1.103,3,6,0,402800,2113169,40200,21160,2132209,3.36
5,37,1991,medium,famiclone,atlas,9.80,239.1,166.0,1.440,0,7,1,402800,2104669,48700,25606,2127763,3.36
5,38,1991,medium,famiclone,atlas,8.10,176.2,166.0,1.061,0,6,1,211705,1087975,43800,23030,1108745,1.76
5,39,1991,medium,famiclone,atlas,9.80,191.8,166.0,1.155,0,6,1,355694,1857739,43800,23030,1878509,2.96
5,40,1992,medium,famiclone,atlas,9.30,191.4,166.0,1.153,0,6,1,202160,1036946,43800,23030,1057716,1.68
5,41,1992,medium,ibm_compatible,atlas,9.30,168.8,166.0,1.017,0,6,1,427840,2512669,28700,15121,2526248,4.75
5,42,1992,medium,ibm_compatible,atlas,8.40,165.8,166.0,0.999,3,6,0,427840,2514969,26400,13911,2527458,4.75
5,43,1992,medium,ibm_compatible,atlas,8.60,173.4,166.0,1.045,0,6,1,427840,2512670,28700,15121,2526249,4.75
5,44,1992,medium,ibm_compatible,atlas,9.00,177.3,166.0,1.068,2,6,0,427840,2514969,26400,13911,2527458,4.75
5,45,1992,medium,ibm_compatible,atlas,9.30,182.1,166.0,1.097,0,6,1,480960,2828202,28700,15121,2841781,5.34
5,46,1993,large,pocket_play,atlas,9.80,1268.5,444.0,2.857,0,37,1,640000,4172920,389000,204745,4357175,8.00
5,47,1994,large,pocket_play,atlas,9.80,1383.2,444.0,3.115,0,36,1,469440,2970668,375500,197609,3148559,5.87
5,48,1995,large,mega16,atlas,9.80,1265.0,444.0,2.849,0,35,2,490560,2868040,549200,289055,3128185,4.91
