seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,profit,attach_pct
3,0,1985,small,microstar_64,thrift,6.00,29.1,30.0,0.970,12,9,2,406,0,3600,7980,-4380,0.01
3,1,1985,small,microstar_64,thrift,6.80,35.8,30.0,1.194,15,10,0,990,2350,3300,7273,-1623,0.03
3,2,1986,small,microstar_64,thrift,6.10,30.1,30.0,1.005,10,8,0,1007,2975,2800,6228,-453,0.03
3,3,1986,small,microstar_64,thrift,6.10,33.7,30.0,1.122,22,8,0,1498,5907,2700,5991,2616,0.04
3,4,1986,small,microstar_64,thrift,9.00,39.7,30.0,1.322,13,8,2,304000,1746280,3300,7228,1742352,8.00
3,5,1986,small,microstar_64,thrift,9.80,44.0,30.0,1.465,3,4,3,219288,1272240,2700,6027,1268913,5.77
3,6,1986,small,microstar_64,meridian,9.80,50.2,30.0,1.674,0,4,1,208000,968637,6100,7132,967605,5.47
3,8,1987,small,famiclone,meridian,9.80,42.5,30.0,1.417,2,3,0,381040,1636479,9200,10842,1634837,3.18
3,7,1987,small,famiclone,meridian,7.90,34.4,30.0,1.148,3,3,0,58073,239506,9200,10842,237864,0.48
3,11,1987,small,famiclone,northgate,9.60,40.1,30.0,1.335,1,3,0,381040,1372486,14100,10842,1375744,3.18
3,9,1987,small,famiclone,northgate,8.00,35.8,30.0,1.194,3,3,0,89533,305885,14100,10842,309143,0.75
3,10,1987,small,famiclone,northgate,7.30,33.3,30.0,1.109,2,3,0,27650,85764,14100,10842,89022,0.23
3,12,1987,small,famiclone,northgate,9.80,44.8,30.0,1.494,2,3,0,381040,1396107,14100,10842,1399365,3.18
3,13,1987,small,famiclone,northgate,9.30,41.3,30.0,1.377,2,3,0,641280,2400934,14100,10842,2404192,5.34
3,14,1987,small,famiclone,northgate,9.50,40.8,30.0,1.359,3,3,0,641280,2437779,14100,10842,2441037,5.34
3,15,1988,medium,famiclone,atlas,7.20,156.0,166.0,0.940,3,6,0,70470,291455,40200,21160,310495,0.59
3,17,1988,medium,famiclone,atlas,8.90,179.1,166.0,1.079,1,6,1,641280,3031191,43800,23030,3051961,5.34
3,16,1988,medium,famiclone,atlas,7.80,154.9,166.0,0.933,2,6,0,265452,1219126,40200,21160,1238166,2.21
3,18,1988,medium,famiclone,atlas,8.20,166.7,166.0,1.004,0,6,1,383061,1821889,43800,23030,1842659,3.19
3,19,1988,medium,famiclone,atlas,7.50,171.9,166.0,1.036,1,6,1,142090,656750,43800,23030,677520,1.18
3,21,1989,medium,famiclone,atlas,8.30,172.4,166.0,1.038,0,6,1,960000,4783015,43800,23030,4803785,8.00
3,20,1989,medium,famiclone,atlas,7.90,158.1,166.0,0.952,2,6,0,570669,2798712,40200,21160,2817752,4.76
