seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,profit,attach_pct
3,22,1989,medium,famiclone,atlas,8.60,170.0,166.0,1.024,2,6,0,960000,4846224,40200,21160,4865264,8.00
3,23,1989,medium,famiclone,atlas,9.70,182.1,166.0,1.097,1,6,0,960000,4912219,40200,21160,4931259,8.00
3,24,1989,medium,famiclone,atlas,8.00,172.0,166.0,1.036,1,6,0,659060,3421123,40200,21160,3440163,5.49
3,25,1989,medium,famiclone,atlas,8.50,172.0,166.0,1.036,0,6,1,656960,3442915,43800,23030,3463685,5.47
3,26,1990,medium,famiclone,atlas,8.90,177.9,166.0,1.072,1,6,1,656960,3468306,43800,23030,3489076,5.47
3,27,1990,medium,famiclone,atlas,8.80,173.1,166.0,1.043,0,6,1,656960,3468308,43800,23030,3489078,5.47
3,29,1990,medium,famiclone,atlas,9.80,203.3,166.0,1.225,0,7,1,656960,3463408,48700,25606,3486502,5.47
3,28,1990,medium,famiclone,atlas,7.30,167.3,166.0,1.008,3,6,0,138111,698140,40200,21160,717180,1.15
3,30,1990,medium,famiclone,atlas,8.40,176.9,166.0,1.065,0,6,1,494618,2600428,43800,23030,2621198,4.12
3,31,1991,medium,famiclone,atlas,8.00,172.6,166.0,1.040,0,6,1,228224,1176283,43800,23030,1197053,1.90
3,33,1991,medium,famiclone,atlas,9.40,197.1,166.0,1.187,2,7,0,402800,2108269,45100,23736,2129633,3.36
3,32,1991,medium,famiclone,atlas,7.70,159.5,166.0,0.961,3,6,0,143321,725994,40200,21160,745034,1.19
3,34,1991,medium,famiclone,atlas,9.40,197.4,166.0,1.189,0,6,1,402800,2109568,43800,23030,2130338,3.36
3,35,1991,medium,famiclone,atlas,7.90,163.5,166.0,0.985,3,6,0,149447,758743,40200,21160,777783,1.25
3,36,1991,medium,famiclone,atlas,7.10,158.8,166.0,0.957,3,6,0,56870,263825,40200,21160,282865,0.47
3,37,1992,medium,famiclone,atlas,9.00,179.0,166.0,1.078,0,6,1,202160,1036947,43800,23030,1057717,1.68
3,38,1992,medium,ibm_compatible,atlas,9.40,186.6,166.0,1.124,0,6,1,427840,2512669,28700,15121,2526248,4.75
3,39,1992,medium,ibm_compatible,atlas,9.60,192.0,166.0,1.157,0,6,1,427840,2512671,28700,15121,2526250,4.75
3,40,1992,medium,ibm_compatible,atlas,9.20,177.2,166.0,1.068,3,6,0,427840,2514970,26400,13911,2527459,4.75
3,41,1992,medium,ibm_compatible,atlas,8.00,169.2,166.0,1.019,0,6,1,480960,2828202,28700,15121,2841781,5.34
3,42,1993,medium,ibm_compatible,atlas,7.60,165.2,166.0,0.995,2,6,0,283472,1657428,26400,13911,1669917,3.15
3,43,1993,large,pocket_play,atlas,9.80,1304.9,444.0,2.939,0,36,1,640000,4186421,375500,197609,4364312,8.00
3,44,1994,large,pocket_play,atlas,9.80,1240.3,444.0,2.793,0,36,1,469440,2970668,375500,197609,3148559,5.87
3,45,1995,large,mega16,atlas,9.80,1264.0,444.0,2.847,0,36,1,490560,2858241,559000,294187,3123054,4.91
