seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand,team_size,useful_staff
8,0,1985,small,microstar_64,thrift,3.80,19.7,28.0,0.703,22,10,1,73,0,3600,8010,0,-4410,0.00,1,0.880,1,2
8,1,1985,small,microstar_64,thrift,4.90,22.2,28.0,0.791,25,9,0,76,0,3000,6743,0,-3743,0.00,1,1.039,1,2
8,2,1986,small,microstar_64,thrift,4.50,23.0,28.0,0.823,22,9,0,75,0,3000,6773,0,-3773,0.00,1,0.984,1,2
8,3,1986,small,microstar_64,thrift,3.80,23.2,28.0,0.828,28,8,0,73,0,2800,6171,0,-3371,0.00,1,1.005,1,2
8,4,1986,small,microstar_64,thrift,6.50,29.0,28.0,1.034,13,8,0,922,2361,2900,6415,0,-1154,0.02,1,0.939,1,2
8,5,1986,small,microstar_64,thrift,5.60,25.7,28.0,0.917,11,8,0,95,0,2800,6171,0,-3371,0.00,1,1.008,1,2
