seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand,team_size,useful_staff
11,0,1985,small,microstar_64,thrift,4.10,19.6,28.0,0.699,16,10,1,75,0,3500,7773,0,-4273,0.00,1,1.010,1,2
11,1,1985,small,microstar_64,thrift,3.60,20.4,28.0,0.727,21,10,0,73,0,3300,7273,0,-3973,0.00,1,1.437,1,2
11,2,1986,small,microstar_64,thrift,4.10,22.4,28.0,0.801,15,9,0,77,0,3100,6788,0,-3688,0.00,1,1.245,1,2
