seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand,team_size,useful_staff
2,0,1985,small,microstar_64,thrift,4.60,20.8,28.0,0.743,16,9,2,76,0,3500,7743,0,-4243,0.00,1,1.090,1,2
2,1,1985,small,microstar_64,thrift,4.90,23.9,28.0,0.855,24,9,0,77,0,3000,6743,0,-3743,0.00,1,1.172,1,2
2,2,1985,small,microstar_64,thrift,5.20,24.3,28.0,0.869,21,8,0,78,0,2700,5991,0,-3291,0.00,1,1.033,1,2
2,3,1986,small,microstar_64,thrift,4.80,23.7,28.0,0.846,10,8,0,83,0,2900,6415,0,-3515,0.00,1,1.007,1,2
2,4,1986,small,microstar_64,thrift,6.60,28.6,28.0,1.020,14,7,1,950,2525,2900,6415,0,-990,0.03,1,0.802,1,2
2,5,1986,small,microstar_64,thrift,6.20,26.4,28.0,0.943,17,7,0,636,940,2700,5900,0,-2260,0.02,1,1.257,1,2
2,6,1987,small,microstar_64,thrift,5.40,26.5,28.0,0.947,22,7,0,78,0,2600,5755,0,-3155,0.00,1,0.788,1,2
2,7,1988,small,famiclone,thrift,5.60,28.7,28.0,1.024,23,7,0,556,0,4900,10815,0,-5915,0.00,1,1.088,1,2
2,8,1989,small,famiclone,thrift,5.70,27.4,28.0,0.979,17,7,0,1199,1306,4900,10887,0,-4681,0.01,1,1.074,1,2
2,9,1989,small,famiclone,thrift,4.80,24.3,28.0,0.867,11,7,0,181,0,5000,11076,0,-6076,0.00,1,1.508,1,2
2,10,1989,small,famiclone,thrift,5.40,28.0,28.0,1.001,16,7,0,650,0,5000,11076,0,-6076,0.01,1,1.136,1,2
2,11,1990,small,famiclone,thrift,4.90,25.6,28.0,0.915,5,6,0,83,0,4600,10221,0,-5621,0.00,1,1.277,1,2
2,12,1990,small,famiclone,thrift,5.00,26.0,28.0,0.927,15,7,0,192,0,5100,11331,0,-6231,0.00,1,1.273,1,2
2,13,1990,small,famiclone,thrift,4.80,26.3,28.0,0.941,13,7,0,79,0,5100,11331,0,-6231,0.00,1,1.170,1,2
2,14,1991,small,famiclone,thrift,5.60,26.8,28.0,0.957,9,6,0,369,0,4800,10690,0,-5890,0.00,1,1.450,1,2
2,15,1991,small,famiclone,thrift,6.80,30.7,28.0,1.096,6,7,0,2233,6329,5300,11672,0,-43,0.02,1,1.246,1,2
2,16,1992,small,famiclone,thrift,6.00,26.2,28.0,0.934,10,7,0,163,0,5300,11798,0,-6498,0.00,1,1.234,1,2
2,17,1992,small,ibm_compatible,thrift,5.50,27.8,28.0,0.995,14,6,1,228,0,3400,7490,0,-4090,0.00,1,1.339,1,2
2,18,1992,small,ibm_compatible,thrift,7.20,32.2,28.0,1.149,7,6,0,15963,89661,3100,6813,0,85948,0.18,1,1.555,1,2
2,19,1992,small,ibm_compatible,thrift,7.30,32.1,28.0,1.146,3,7,1,9814,53498,3700,8147,0,49051,0.11,2,1.160,1,2
