seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct
4,24,1989,medium,famiclone,northgate,9.40,182.7,166.0,1.101,0,6,1,836680,4584003,29900,109246,86216,4504657,6.97
4,23,1989,medium,famiclone,northgate,7.90,159.8,166.0,0.963,0,6,1,222474,1185097,29900,109246,86216,1105751,1.85
4,25,1990,medium,famiclone,northgate,8.10,168.5,166.0,1.015,2,6,0,293307,1615319,27500,96599,75439,1546220,2.44
4,26,1990,medium,famiclone,northgate,7.80,155.3,166.0,0.936,3,6,0,208892,1154550,27500,96599,75439,1085451,1.74
4,27,1990,medium,famiclone,atlas,8.00,161.6,166.0,0.973,0,6,1,283707,1239030,43800,109246,86216,1173584,2.36
4,28,1990,medium,famiclone,atlas,7.70,166.9,166.0,1.005,0,6,1,202829,884571,43800,110676,87646,817695,1.69
4,29,1990,medium,famiclone,atlas,9.80,186.7,166.0,1.125,0,6,1,650574,2965697,43800,124417,101387,2885080,5.42
4,30,1990,medium,famiclone,atlas,8.50,165.2,166.0,0.995,3,6,0,401707,1856367,40200,128904,107744,1767663,3.35
4,31,1991,medium,famiclone,atlas,9.80,197.0,166.0,1.187,0,6,1,401256,1877331,43800,151464,128434,1769667,3.34
4,32,1991,medium,famiclone,atlas,7.90,173.0,166.0,1.042,0,6,1,216582,1013803,43800,160294,137264,897309,1.80
4,33,1991,medium,famiclone,atlas,8.10,156.3,166.0,0.941,1,6,0,207610,984639,40200,141266,120106,883573,1.73
4,34,1991,medium,famiclone,atlas,9.10,180.6,166.0,1.088,3,6,0,401478,1964792,40200,145328,124168,1859664,3.35
4,35,1991,medium,famiclone,atlas,8.00,177.0,166.0,1.066,0,6,1,215943,1051867,43800,174326,151296,921341,1.80
4,36,1991,medium,famiclone,atlas,9.20,176.7,166.0,1.064,2,6,0,200765,989584,40200,158077,136917,871707,1.67
4,37,1992,medium,famiclone,atlas,8.10,169.6,166.0,1.022,3,6,0,84414,394362,40200,166179,145019,268383,0.70
4,38,1992,medium,ibm_compatible,atlas,7.00,148.0,166.0,0.892,3,6,0,105709,578252,26400,162646,148735,442006,1.17
4,39,1992,medium,ibm_compatible,atlas,6.90,159.2,166.0,0.959,2,6,0,75529,405626,26400,182520,168609,249506,0.84
4,40,1992,medium,ibm_compatible,atlas,9.70,192.5,166.0,1.160,0,6,1,425829,2407042,28700,207817,192696,2227925,4.73
4,41,1992,medium,ibm_compatible,atlas,8.30,163.2,166.0,0.983,1,6,0,480212,2720414,26400,182520,168609,2564294,5.34
4,42,1993,medium,ibm_compatible,atlas,8.50,180.6,166.0,1.088,1,6,1,479967,2716711,28700,207817,192696,2537594,5.33
4,43,1993,large,pocket_play,atlas,7.90,1289.0,1300.0,0.992,0,37,1,468474,2826603,389000,1290437,1085692,1925166,5.86
4,44,1994,large,pocket_play,atlas,8.80,1354.1,1300.0,1.042,0,36,1,467674,2834613,375500,1379779,1182170,1830334,5.85
4,45,1995,large,mega16,atlas,9.40,1420.6,1300.0,1.093,0,37,1,487523,2691003,579300,1640740,1335849,1629563,4.88
