seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct
2,0,1985,small,microstar_64,thrift,4.60,31.7,38.0,0.835,20,10,1,149,0,3600,8010,0,-4410,0.00
2,1,1985,small,microstar_64,thrift,5.60,34.1,38.0,0.896,19,9,0,836,1766,3000,6743,0,-1977,0.02
2,2,1986,small,microstar_64,thrift,5.80,32.5,38.0,0.854,13,8,3,1207,3392,3500,7728,0,-836,0.03
2,3,1986,small,microstar_64,thrift,4.40,30.1,38.0,0.793,16,7,1,223,0,2800,6228,0,-3428,0.01
2,4,1986,small,microstar_64,thrift,5.80,35.9,38.0,0.944,16,8,0,1634,6613,2700,5991,0,3322,0.04
2,7,1987,small,famiclone,thrift,5.50,36.0,38.0,0.947,3,3,0,848,322,4100,42902,33750,-38480,0.01
2,5,1987,small,microstar_64,thrift,8.30,43.5,38.0,1.145,3,8,5,194621,1107455,3800,8491,0,1102764,5.12
2,6,1987,small,famiclone,thrift,7.70,38.7,38.0,1.019,3,4,3,51456,261899,4700,22628,12209,243971,0.43
2,8,1987,small,famiclone,thrift,8.30,42.8,38.0,1.127,1,3,0,40621,207013,4800,64105,53383,147708,0.34
2,10,1987,small,famiclone,meridian,7.20,40.7,38.0,1.072,1,3,0,4517,9836,9200,67987,57145,-48951,0.04
2,9,1987,small,famiclone,thrift,8.00,42.5,38.0,1.118,3,3,0,28693,145931,4900,67987,57145,82844,0.24
2,11,1987,small,famiclone,meridian,8.60,44.5,38.0,1.170,1,3,0,121392,505534,9200,67987,57145,446747,1.01
2,13,1988,medium,famiclone,meridian,7.80,157.3,166.0,0.947,2,6,0,33923,197106,18000,101163,80003,113943,0.28
2,12,1988,small,famiclone,meridian,7.90,40.4,38.0,1.064,1,3,0,90486,378724,9200,67987,57145,319937,0.75
2,14,1988,medium,famiclone,meridian,6.80,160.1,166.0,0.964,3,6,0,7566,30360,18000,101163,80003,-52803,0.06
2,15,1988,medium,famiclone,northgate,8.40,175.4,166.0,1.057,0,6,1,128131,640595,29900,114462,91432,556033,1.07
2,16,1988,medium,famiclone,northgate,8.90,187.3,166.0,1.129,0,6,1,468678,2452785,29900,115086,92056,2367599,3.91
2,17,1988,medium,famiclone,northgate,9.40,179.1,166.0,1.079,1,6,0,958851,5124031,27500,102619,81459,5048912,7.99
2,18,1989,medium,famiclone,northgate,9.80,201.0,166.0,1.211,0,6,1,957907,5199406,29900,116126,93096,5113180,7.98
2,19,1989,medium,famiclone,northgate,6.80,157.1,166.0,0.946,3,6,0,56939,288762,27500,105589,84429,210673,0.47
2,20,1989,medium,famiclone,northgate,7.60,169.2,166.0,1.019,0,6,1,163890,885142,29900,146558,123528,768484,1.37
2,21,1989,medium,famiclone,northgate,8.90,175.1,166.0,1.055,2,6,0,955688,5352882,27500,130640,109480,5249742,7.96
2,22,1989,medium,famiclone,atlas,9.00,182.2,166.0,1.097,0,6,1,925245,4135764,43800,148150,125120,4031414,7.71
2,23,1989,medium,famiclone,atlas,8.10,171.9,166.0,1.036,0,6,1,354440,1584800,43800,150598,127568,1478002,2.95
2,24,1990,medium,famiclone,atlas,7.40,161.5,166.0,0.973,2,6,0,153995,676265,40200,134924,113764,581541,1.28
2,25,1990,medium,famiclone,atlas,9.80,199.6,166.0,1.202,0,6,1,654819,3030350,43800,159034,136004,2915116,5.46
2,26,1990,medium,famiclone,atlas,9.80,206.0,166.0,1.241,0,6,1,653823,3088021,43800,161814,138784,2970007,5.45
2,27,1990,medium,famiclone,atlas,8.00,173.0,166.0,1.042,3,6,0,456053,2187786,40200,146229,125069,2081757,3.80
2,28,1990,medium,famiclone,atlas,9.80,199.5,166.0,1.202,0,6,1,586070,2851862,43800,178496,155466,2717166,4.88
2,29,1991,medium,famiclone,atlas,7.70,158.5,166.0,0.955,1,6,1,170195,813329,43800,179534,156504,677595,1.42
2,30,1991,medium,famiclone,atlas,9.80,199.2,166.0,1.200,0,6,1,401448,1997543,43800,188345,165315,1852998,3.35
2,31,1991,medium,famiclone,atlas,7.60,160.9,166.0,0.969,2,6,0,156830,767156,40200,171782,150622,635574,1.31
2,32,1991,medium,famiclone,atlas,9.20,181.3,166.0,1.092,0,6,1,401299,2022086,43800,205926,182896,1859960,3.34
2,33,1991,medium,famiclone,atlas,9.40,195.9,166.0,1.180,0,6,1,392070,1974576,43800,216734,193704,1801642,3.27
2,34,1991,medium,famiclone,atlas,8.70,179.1,166.0,1.079,0,6,1,201148,991707,43800,216734,193704,818773,1.68
2,35,1992,medium,famiclone,atlas,9.80,206.6,166.0,1.245,0,6,1,201437,993198,43800,216734,193704,820264,1.68
2,36,1992,medium,ibm_compatible,atlas,8.70,170.8,166.0,1.029,2,6,0,425771,2409010,26400,185214,171303,2250196,4.73
2,37,1992,medium,ibm_compatible,atlas,8.90,184.6,166.0,1.112,3,6,0,426661,2414103,26400,196086,182175,2244417,4.74
2,38,1992,medium,ibm_compatible,atlas,9.80,205.4,166.0,1.237,0,6,1,425953,2407750,28700,223321,208200,2213129,4.73
2,39,1992,medium,ibm_compatible,atlas,8.90,176.4,166.0,1.063,0,6,1,480095,2717443,28700,228963,213842,2517180,5.33
2,40,1993,medium,ibm_compatible,atlas,9.80,207.4,166.0,1.249,0,6,1,478901,2710614,28700,242521,227400,2496793,5.32
2,41,1993,large,pocket_play,atlas,9.20,1459.0,1300.0,1.122,0,36,1,585721,3644887,375500,1343268,1145659,2677119,7.32
2,42,1994,large,pocket_play,atlas,8.40,1347.5,1300.0,1.037,0,36,1,467576,2833942,375500,1489305,1291696,1720137,5.84
2,43,1995,large,mega16,atlas,9.70,1443.4,1300.0,1.110,1,37,1,486883,2686711,579300,1644103,1339212,1621908,4.87
