seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct
5,0,1985,small,microstar_64,thrift,4.70,30.2,38.0,0.796,22,9,2,288,0,3500,7743,0,-4243,0.01
5,1,1985,small,microstar_64,thrift,6.20,34.7,38.0,0.914,18,9,0,1521,5669,3000,6743,0,1926,0.04
5,2,1986,small,microstar_64,thrift,7.00,34.4,38.0,0.906,2,8,3,11641,63046,3500,7728,0,58818,0.31
5,3,1986,small,microstar_64,thrift,6.90,39.2,38.0,1.032,7,8,5,4354,21200,3800,8491,0,16509,0.11
5,5,1986,small,microstar_64,thrift,5.90,30.0,38.0,0.789,3,3,2,3857,20286,2100,14042,9355,8344,0.10
5,6,1987,small,microstar_64,thrift,5.90,33.9,38.0,0.892,2,3,0,963,3296,2300,30672,25580,-25076,0.03
5,4,1986,small,microstar_64,thrift,7.80,38.2,38.0,1.006,3,7,4,173751,998320,3400,7491,0,994229,4.57
5,7,1987,small,famiclone,thrift,7.70,38.4,38.0,1.011,1,3,1,17332,85642,5100,57898,46640,32844,0.14
5,9,1987,small,famiclone,meridian,7.10,40.5,38.0,1.066,2,3,0,13785,49228,9200,54517,43675,3911,0.11
5,8,1987,small,famiclone,meridian,8.80,46.7,38.0,1.229,0,3,0,380825,1586031,9200,54517,43675,1540714,3.17
5,10,1987,small,famiclone,meridian,7.50,40.1,38.0,1.055,3,3,0,19653,74578,9200,54517,43675,29261,0.16
5,11,1987,small,famiclone,meridian,8.30,40.0,38.0,1.052,2,3,0,104574,439756,9200,54517,43675,394439,0.87
5,12,1987,small,famiclone,meridian,8.30,41.5,38.0,1.092,0,3,0,90906,384924,9200,54517,43675,339607,0.76
5,13,1987,small,famiclone,northgate,8.10,40.9,38.0,1.076,2,3,0,63905,213905,14100,54517,43675,173488,0.53
5,15,1988,medium,famiclone,northgate,6.40,144.2,166.0,0.869,2,6,0,9252,21959,27500,82305,61145,-32846,0.08
5,14,1988,small,famiclone,northgate,8.00,41.8,38.0,1.100,3,3,0,94285,326001,14100,54517,43675,285584,0.79
5,16,1988,medium,famiclone,northgate,7.90,166.6,166.0,1.004,0,6,1,116541,595452,29900,92910,69880,532442,0.97
5,17,1988,medium,famiclone,northgate,8.30,167.6,166.0,1.009,2,6,0,190556,1005156,27500,82305,61145,950351,1.59
5,18,1988,medium,famiclone,northgate,7.10,149.3,166.0,0.900,3,6,0,41445,199668,27500,82305,61145,144863,0.35
5,20,1989,medium,famiclone,northgate,9.40,186.8,166.0,1.125,0,6,1,958616,5337200,29900,101401,78371,5265699,7.99
5,19,1988,medium,famiclone,northgate,9.20,185.0,166.0,1.114,2,6,0,729703,3998090,27500,82305,61145,3943285,6.08
5,21,1989,medium,famiclone,northgate,7.50,152.5,166.0,0.919,3,6,0,165563,913773,27500,98504,77344,842769,1.38
5,22,1989,medium,famiclone,atlas,8.70,179.2,166.0,1.079,0,6,1,958586,4309752,43800,118246,95216,4235306,7.99
5,24,1989,medium,famiclone,atlas,8.80,182.1,166.0,1.097,3,6,0,916732,4241181,40200,104474,83314,4176907,7.64
5,23,1989,medium,famiclone,atlas,8.10,175.2,166.0,1.055,0,6,1,656032,2982219,43800,118246,95216,2907773,5.47
5,25,1989,medium,famiclone,atlas,9.20,173.8,166.0,1.047,0,6,1,653940,3058129,43800,118246,95216,2983683,5.45
5,26,1990,medium,famiclone,atlas,7.00,159.6,166.0,0.961,3,6,0,66084,278688,40200,108236,87076,210652,0.55
