seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,profit,attach_pct
5,0,1985,small,microstar_64,thrift,4.70,30.2,38.0,0.796,22,9,2,288,0,3500,7743,-4243,0.01
5,1,1985,small,microstar_64,thrift,6.20,34.7,38.0,0.914,18,9,0,1521,5669,3000,6743,1926,0.04
5,2,1986,small,microstar_64,thrift,7.00,34.4,38.0,0.906,2,8,3,11641,63046,3500,7728,58818,0.31
5,3,1986,small,microstar_64,thrift,6.90,39.2,38.0,1.032,7,8,5,4354,21200,3800,8491,16509,0.11
5,5,1986,small,microstar_64,thrift,5.90,30.0,38.0,0.789,3,3,2,3857,20286,2100,4687,17699,0.10
5,6,1987,small,microstar_64,thrift,5.90,33.9,38.0,0.892,2,3,0,963,3296,2300,5092,504,0.03
5,4,1986,small,microstar_64,thrift,7.80,38.2,38.0,1.006,3,7,4,173751,998320,3400,7491,994229,4.57
5,7,1987,small,famiclone,thrift,7.70,38.4,38.0,1.011,1,3,1,17332,85642,5100,11258,79484,0.14
5,9,1987,small,famiclone,meridian,7.10,40.5,38.0,1.066,2,3,0,13785,49228,9200,10842,47586,0.11
5,8,1987,small,famiclone,meridian,8.80,46.7,38.0,1.229,0,3,0,380825,1586031,9200,10842,1584389,3.17
5,10,1987,small,famiclone,meridian,7.50,40.1,38.0,1.055,3,3,0,19653,74578,9200,10842,72936,0.16
5,11,1987,small,famiclone,meridian,8.30,40.0,38.0,1.052,2,3,0,104574,439756,9200,10842,438114,0.87
5,12,1987,small,famiclone,meridian,8.40,41.5,38.0,1.092,0,3,0,102000,433023,9200,10842,431381,0.85
5,13,1987,small,famiclone,northgate,8.20,40.9,38.0,1.076,2,3,0,71992,242868,14100,10842,246126,0.60
5,15,1988,medium,famiclone,northgate,6.40,144.1,166.0,0.868,2,6,0,9387,22722,27500,21160,29062,0.08
5,14,1988,small,famiclone,northgate,8.00,41.8,38.0,1.100,3,3,0,94834,328271,14100,10842,331529,0.79
5,16,1988,medium,famiclone,northgate,9.40,199.3,166.0,1.200,0,7,1,640451,3406171,33300,25606,3413865,5.34
5,17,1988,medium,famiclone,northgate,9.80,201.0,166.0,1.211,0,6,1,640164,3463398,29900,23030,3470268,5.33
5,18,1988,medium,famiclone,northgate,8.10,170.4,166.0,1.027,0,6,1,300134,1636512,29900,23030,1643382,2.50
5,19,1988,medium,famiclone,northgate,9.10,176.7,166.0,1.064,1,6,0,958546,5349838,27500,21160,5356178,7.99
5,20,1989,medium,famiclone,northgate,8.60,170.7,166.0,1.028,0,6,1,959033,5426733,29900,23030,5433603,7.99
5,21,1989,medium,famiclone,atlas,8.20,165.3,166.0,0.996,1,6,0,854433,3864964,40200,21160,3884004,7.12
5,22,1989,medium,famiclone,atlas,8.70,186.4,166.0,1.123,0,6,1,958202,4393008,43800,23030,4413778,7.99
5,23,1989,medium,famiclone,atlas,9.20,179.8,166.0,1.083,0,6,1,956319,4452150,43800,23030,4472920,7.97
5,24,1989,medium,famiclone,atlas,7.60,157.3,166.0,0.948,3,6,0,500107,2351993,40200,21160,2371033,4.17
5,25,1990,medium,famiclone,atlas,8.80,173.4,166.0,1.044,1,6,0,655625,3126423,40200,21160,3145463,5.46
5,26,1990,medium,famiclone,atlas,9.40,182.4,166.0,1.099,0,6,1,654635,3165947,43800,23030,3186717,5.46
5,27,1990,medium,famiclone,atlas,7.70,157.1,166.0,0.946,2,6,0,239802,1156314,40200,21160,1175354,2.00
5,28,1990,medium,famiclone,atlas,8.00,173.2,166.0,1.043,1,6,0,589704,2930956,40200,21160,2949996,4.91
5,30,1990,medium,famiclone,atlas,9.10,180.6,166.0,1.088,0,6,1,472954,2384225,43800,23030,2404995,3.94
5,29,1990,medium,famiclone,atlas,7.30,172.5,166.0,1.039,0,6,1,167630,810076,43800,23030,830846,1.40
5,31,1991,medium,famiclone,atlas,8.90,173.7,166.0,1.046,2,6,0,401522,2026833,40200,21160,2045873,3.35
5,32,1991,medium,famiclone,atlas,9.10,183.7,166.0,1.107,1,6,0,401215,2025253,40200,21160,2044293,3.34
5,33,1991,medium,famiclone,atlas,9.40,204.8,166.0,1.234,0,7,1,401627,2018871,48700,25606,2041965,3.35
5,34,1991,medium,famiclone,atlas,9.00,179.3,166.0,1.080,0,6,1,401637,2023824,43800,23030,2044594,3.35
5,35,1991,medium,famiclone,atlas,9.80,185.0,166.0,1.114,0,6,1,385659,1941572,43800,23030,1962342,3.21
5,36,1992,medium,famiclone,atlas,9.80,188.4,166.0,1.135,0,6,1,201227,992114,43800,23030,1012884,1.68
5,37,1992,medium,ibm_compatible,atlas,8.00,175.4,166.0,1.057,0,6,1,354324,1998034,28700,15121,2011613,3.94
5,38,1992,medium,ibm_compatible,atlas,9.80,192.4,166.0,1.159,0,6,1,425908,2407493,28700,15121,2421072,4.73
5,39,1992,medium,ibm_compatible,atlas,7.90,161.5,166.0,0.973,2,6,0,277656,1561793,26400,13911,1574282,3.09
5,40,1992,medium,ibm_compatible,atlas,9.80,186.9,166.0,1.126,1,6,1,432287,2443981,28700,15121,2457560,4.80
5,41,1992,medium,ibm_compatible,atlas,8.60,179.8,166.0,1.083,3,6,0,479950,2718915,26400,13911,2731404,5.33
5,42,1993,medium,ibm_compatible,atlas,9.20,189.2,166.0,1.140,0,6,1,479648,2714885,28700,15121,2728464,5.33
5,43,1993,large,pocket_play,atlas,9.10,1391.8,1300.0,1.071,1,37,1,466309,2811744,389000,204745,2995999,5.83
5,44,1994,large,pocket_play,atlas,9.80,1464.4,1300.0,1.126,0,37,1,464242,2797556,389000,204745,2981811,5.80
5,45,1995,large,mega16,atlas,8.60,1393.3,1300.0,1.072,0,37,1,488692,2698843,579300,304891,2973252,4.89
