seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,profit,attach_pct
1,0,1985,small,microstar_64,thrift,5.10,31.3,38.0,0.824,12,9,2,317,0,3500,7743,-4243,0.01
1,1,1985,small,microstar_64,thrift,6.80,37.6,38.0,0.990,15,10,0,3148,14644,3300,7273,10671,0.08
1,2,1986,small,microstar_64,thrift,5.40,34.3,38.0,0.903,14,8,5,640,0,3900,8728,-4828,0.02
1,3,1986,small,microstar_64,thrift,6.80,37.4,38.0,0.984,10,7,5,7989,42098,3600,7991,37707,0.21
1,4,1986,small,microstar_64,thrift,6.20,32.8,38.0,0.863,2,6,5,2092,8511,3500,7743,4268,0.06
1,5,1986,small,microstar_64,thrift,7.30,36.7,38.0,0.967,2,8,2,20885,117068,3100,6991,113177,0.55
1,7,1987,small,famiclone,thrift,7.10,34.6,38.0,0.910,3,3,2,7780,37035,3700,8198,32537,0.06
1,6,1987,small,microstar_64,thrift,7.50,37.8,38.0,0.995,3,4,3,21340,120930,2500,5581,117849,0.56
1,8,1987,small,famiclone,meridian,7.90,43.1,38.0,1.133,3,4,3,21522,81158,8800,10341,79617,0.18
1,9,1987,small,famiclone,meridian,7.90,41.4,38.0,1.089,3,3,4,23153,88517,9100,10705,86912,0.19
1,10,1987,small,famiclone,meridian,7.10,36.0,38.0,0.948,3,3,0,25257,101306,6100,7217,100189,0.21
1,12,1988,medium,famiclone,meridian,6.40,144.1,166.0,0.868,2,6,1,10643,50432,16800,19800,47432,0.09
1,11,1988,small,famiclone,meridian,7.50,38.0,38.0,0.999,3,3,1,39044,159585,7400,8759,158226,0.33
1,13,1988,medium,famiclone,meridian,8.20,170.3,166.0,1.026,0,6,1,77931,476442,17400,20488,473354,0.65
1,14,1988,medium,famiclone,meridian,7.60,157.3,166.0,0.947,3,6,0,45554,274598,16800,19799,271599,0.38
1,15,1988,medium,famiclone,northgate,7.20,150.5,166.0,0.906,3,6,0,33252,147251,27500,21160,153591,0.28
1,16,1988,medium,famiclone,northgate,7.30,155.6,166.0,0.937,2,6,0,25861,109383,27500,21160,115723,0.22
1,17,1989,medium,famiclone,northgate,7.50,162.4,166.0,0.978,3,6,0,70656,349308,27500,21160,355648,0.59
1,18,1989,medium,famiclone,northgate,7.70,161.3,166.0,0.972,0,6,1,173657,903915,29900,23030,910785,1.45
1,19,1989,medium,famiclone,northgate,8.50,168.7,166.0,1.017,1,6,1,600689,3229526,29900,23030,3236396,5.01
1,20,1989,medium,famiclone,northgate,8.50,175.6,166.0,1.058,0,6,1,665553,3625767,29900,23030,3632637,5.55
1,21,1989,medium,famiclone,northgate,8.10,167.5,166.0,1.009,3,6,0,352901,1934348,27500,21160,1940688,2.94
1,22,1989,medium,famiclone,northgate,7.40,157.3,166.0,0.947,0,5,1,103868,556710,26700,20534,562876,0.87
1,23,1990,medium,famiclone,northgate,9.30,186.4,166.0,1.123,0,6,1,655556,3679889,29900,23030,3686759,5.46
1,25,1990,medium,famiclone,atlas,9.00,182.6,166.0,1.100,3,6,0,655447,2987686,40200,21160,3006726,5.46
1,24,1990,medium,famiclone,atlas,8.40,172.4,166.0,1.038,2,6,0,566417,2539976,40200,21160,2559016,4.72
1,27,1990,medium,famiclone,atlas,9.20,192.5,166.0,1.159,0,6,1,577540,2702316,43800,23030,2723086,4.81
1,26,1990,medium,famiclone,atlas,8.10,162.4,166.0,0.979,3,6,0,252372,1145238,40200,21160,1164278,2.10
1,28,1991,medium,famiclone,atlas,8.20,173.7,166.0,1.046,3,6,0,277995,1304433,40200,21160,1323473,2.32
1,29,1991,medium,famiclone,atlas,8.70,192.1,166.0,1.157,0,6,1,402046,1924928,43800,23030,1945698,3.35
1,30,1991,medium,famiclone,atlas,9.60,176.5,166.0,1.064,0,6,1,400950,1948015,43800,23030,1968785,3.34
1,31,1991,medium,famiclone,atlas,8.10,178.5,166.0,1.075,3,6,0,188935,915556,40200,21160,934596,1.57
1,32,1991,medium,famiclone,atlas,9.70,188.7,166.0,1.137,3,6,0,400049,2006577,40200,21160,2025617,3.33
1,33,1991,medium,famiclone,atlas,8.70,178.1,166.0,1.073,0,6,1,248841,1237233,43800,23030,1258003,2.07
1,34,1992,medium,famiclone,atlas,9.60,185.1,166.0,1.115,0,6,1,201488,993459,43800,23030,1014229,1.68
1,35,1992,medium,ibm_compatible,atlas,9.80,184.5,166.0,1.111,0,6,1,425944,2407699,28700,15121,2421278,4.73
1,36,1992,medium,ibm_compatible,atlas,9.80,198.9,166.0,1.198,1,6,1,425980,2407908,28700,15121,2421487,4.73
1,37,1992,medium,ibm_compatible,atlas,8.90,175.9,166.0,1.060,2,6,0,426799,2414891,26400,13911,2427380,4.74
1,38,1992,medium,ibm_compatible,atlas,9.80,188.6,166.0,1.136,2,6,0,466207,2640302,26400,13911,2652791,5.18
1,39,1992,medium,ibm_compatible,atlas,8.40,182.1,166.0,1.097,1,6,1,480223,2718176,28700,15121,2731755,5.34
1,40,1993,large,pocket_play,atlas,8.70,1417.2,1300.0,1.090,1,37,1,600177,3730614,389000,204745,3914869,7.50
1,41,1994,large,pocket_play,atlas,8.40,1356.5,1300.0,1.043,2,36,1,467572,2833915,375500,197609,3011806,5.84
1,42,1995,large,mega16,atlas,9.80,1395.0,1300.0,1.073,0,36,1,485500,2697734,559000,294187,2962547,4.86
