seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,profit,attach_pct
4,0,1985,small,microstar_64,thrift,4.70,31.2,38.0,0.822,18,10,1,181,0,3500,7773,-4273,0.00
4,1,1985,small,microstar_64,thrift,4.50,32.5,38.0,0.855,19,10,0,94,0,3200,7036,-3836,0.00
4,2,1986,small,microstar_64,thrift,6.50,36.9,38.0,0.970,14,9,0,3793,18638,3000,6743,14895,0.10
4,3,1986,small,microstar_64,thrift,7.30,39.3,38.0,1.035,3,9,3,25033,139530,3700,8243,134987,0.66
4,4,1986,small,microstar_64,thrift,6.60,35.6,38.0,0.937,3,6,3,4079,20562,2900,6506,16956,0.11
4,5,1986,small,microstar_64,thrift,5.90,29.6,38.0,0.779,3,3,1,1480,6740,1800,3904,4636,0.04
4,6,1986,small,microstar_64,thrift,5.50,28.8,38.0,0.759,2,3,0,1703,8337,1500,3404,6433,0.04
4,7,1987,small,microstar_64,thrift,6.50,32.6,38.0,0.858,2,3,1,2877,14822,1800,3904,12718,0.08
4,8,1987,small,famiclone,thrift,5.30,28.8,38.0,0.759,2,3,1,1100,2434,3300,7348,-1614,0.01
4,9,1987,small,famiclone,thrift,7.60,38.0,38.0,0.999,2,3,2,17692,88495,3700,8198,83997,0.15
4,10,1987,small,famiclone,thrift,7.20,36.7,38.0,0.965,3,3,2,8867,42789,3700,8198,38291,0.07
4,13,1987,small,famiclone,meridian,4.20,24.9,38.0,0.655,0,2,0,237,0,5700,6753,-1053,0.00
4,11,1987,small,famiclone,meridian,8.10,42.0,38.0,1.106,3,4,1,47177,190317,7300,8641,188976,0.39
4,14,1988,small,famiclone,meridian,6.90,37.1,38.0,0.977,1,3,0,10719,38849,6700,7903,37646,0.09
4,12,1987,small,famiclone,meridian,8.20,38.7,38.0,1.019,1,3,1,124787,520922,6700,7889,519733,1.04
4,15,1988,medium,famiclone,meridian,7.70,163.7,166.0,0.986,0,6,1,31501,179901,17400,20488,176813,0.26
4,16,1988,medium,famiclone,meridian,7.80,158.8,166.0,0.957,0,6,1,34226,197740,18300,21471,194569,0.29
4,17,1988,medium,famiclone,meridian,8.10,161.5,166.0,0.973,2,6,0,98412,608817,17400,20471,605746,0.82
4,18,1988,medium,famiclone,northgate,7.30,153.2,166.0,0.923,3,6,0,55228,261502,27500,21160,267842,0.46
4,19,1988,medium,famiclone,northgate,7.10,149.1,166.0,0.898,0,6,1,22551,89004,29900,23030,95874,0.19
4,20,1989,medium,famiclone,northgate,9.70,189.2,166.0,1.140,0,6,1,958192,5056470,29900,23030,5063340,7.98
4,21,1989,medium,famiclone,northgate,6.70,146.7,166.0,0.884,3,6,0,50880,247323,27500,21160,253663,0.42
4,22,1989,medium,famiclone,northgate,7.30,159.0,166.0,0.958,1,6,0,125351,652908,27500,21160,659248,1.04
4,24,1989,medium,famiclone,northgate,9.10,178.5,166.0,1.076,0,6,1,802359,4396517,29900,23030,4403387,6.69
4,23,1989,medium,famiclone,northgate,7.70,157.7,166.0,0.950,0,6,1,196411,1044066,29900,23030,1050936,1.64
4,25,1990,medium,famiclone,northgate,8.50,171.0,166.0,1.030,0,6,1,339388,1869509,29900,23030,1876379,2.83
4,26,1990,medium,famiclone,northgate,8.70,177.1,166.0,1.067,0,6,1,655755,3683715,29900,23030,3690585,5.46
4,27,1990,medium,famiclone,atlas,8.80,170.7,166.0,1.029,0,6,1,655521,2936249,43800,23030,2957019,5.46
4,29,1990,medium,famiclone,atlas,9.80,189.5,166.0,1.142,0,6,1,642418,2950762,43800,23030,2971532,5.35
4,28,1990,medium,famiclone,atlas,7.40,157.0,166.0,0.946,0,6,1,235047,1041942,43800,23030,1062712,1.96
4,30,1990,medium,famiclone,atlas,8.00,164.0,166.0,0.988,2,6,0,401885,1871466,40200,21160,1890506,3.35
4,31,1991,medium,famiclone,atlas,9.80,221.1,166.0,1.332,1,7,1,401299,1882426,48700,25606,1905520,3.34
4,32,1991,medium,famiclone,atlas,8.20,171.5,166.0,1.033,0,6,1,377716,1809856,43800,23030,1830626,3.15
4,33,1991,medium,famiclone,atlas,7.90,169.6,166.0,1.022,2,6,0,133234,621631,40200,21160,640671,1.11
4,34,1991,medium,famiclone,atlas,8.90,177.0,166.0,1.066,3,6,0,400824,1972194,40200,21160,1991234,3.34
4,35,1991,medium,famiclone,atlas,8.20,175.7,166.0,1.059,3,6,0,214316,1051963,40200,21160,1071003,1.79
4,36,1992,medium,famiclone,atlas,8.30,163.9,166.0,0.987,1,6,0,201637,997827,40200,21160,1016867,1.68
4,37,1992,medium,ibm_compatible,atlas,7.90,167.9,166.0,1.012,3,6,0,228177,1278771,26400,13911,1291260,2.54
4,38,1992,medium,ibm_compatible,atlas,9.20,181.4,166.0,1.093,0,6,1,426604,2411473,28700,15121,2425052,4.74
4,39,1992,medium,ibm_compatible,atlas,7.80,165.9,166.0,1.000,0,6,1,293672,1651103,28700,15121,1664682,3.26
4,40,1992,medium,ibm_compatible,atlas,9.40,189.9,166.0,1.144,1,6,1,435179,2460524,28700,15121,2474103,4.84
4,41,1992,medium,ibm_compatible,atlas,9.00,182.9,166.0,1.102,3,6,0,479964,2718994,26400,13911,2731483,5.33
4,42,1993,medium,ibm_compatible,atlas,7.10,152.6,166.0,0.919,3,6,0,109496,599918,26400,13911,612407,1.22
4,43,1993,large,pocket_play,atlas,8.70,1401.2,1300.0,1.078,0,36,1,542034,3345021,375500,197609,3522912,6.78
4,44,1994,large,pocket_play,atlas,7.70,1295.7,1300.0,0.997,2,36,1,269975,1477608,375500,197609,1655499,3.37
4,45,1995,large,mega16,atlas,9.60,1384.8,1300.0,1.065,0,36,1,485549,2698060,559000,294187,2962873,4.86
