seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand
1,0,1985,small,microstar_64,thrift,4.60,21.3,28.0,0.762,20,10,1,90,0,3500,7773,0,-4273,0.00,1,0.978
1,1,1985,small,microstar_64,thrift,3.60,19.1,28.0,0.682,25,9,0,72,0,3000,6743,0,-3743,0.00,1,1.023
1,2,1986,small,microstar_64,thrift,4.00,21.3,28.0,0.762,17,8,0,104,0,2800,6243,0,-3443,0.00,1,1.573
1,3,1986,small,microstar_64,thrift,4.50,23.6,28.0,0.842,25,8,0,111,0,2900,6415,0,-3515,0.00,1,1.096
1,4,1986,small,microstar_64,thrift,5.70,26.2,28.0,0.937,17,8,0,968,2724,2800,6171,0,-647,0.03,1,1.090
1,5,1986,small,microstar_64,thrift,5.10,26.4,28.0,0.944,14,8,0,297,0,2800,6171,0,-3371,0.01,1,0.997
1,6,1987,small,microstar_64,thrift,6.00,27.9,28.0,0.996,9,7,0,924,2575,2700,6013,0,-738,0.02,1,1.215
1,7,1989,small,famiclone,thrift,5.80,25.5,28.0,0.909,12,7,0,3816,14699,5000,11076,0,8623,0.03,1,1.600
1,8,1990,small,famiclone,thrift,8.00,35.7,28.0,1.275,11,7,5,46620,233694,7200,16055,0,224839,0.39,1,1.408
1,9,1990,small,famiclone,thrift,7.60,43.4,28.0,1.549,3,4,0,25228,127407,3900,14757,6184,116550,0.21,2,1.173
1,10,1990,small,famiclone,thrift,8.50,59.7,28.0,2.133,3,4,1,636891,3331207,4000,21136,12140,3314071,5.31,3,1.262
1,11,1990,small,famiclone,meridian,8.40,73.9,28.0,2.638,3,3,2,510347,2136209,8300,36089,26315,2108420,4.25,4,1.259
1,12,1990,medium,famiclone,meridian,8.00,1005.5,983.0,1.023,1,7,1,402553,2482631,24200,132991,104516,2373840,3.35,4,0.878
