seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand
1,13,1991,medium,famiclone,meridian,7.90,913.5,983.0,0.929,0,6,1,402507,2505159,23700,153207,125304,2375652,3.35,2,1.383
1,14,1991,small,famiclone,meridian,7.60,26.7,28.0,0.955,2,7,5,21169,77048,14400,64045,47094,27403,0.18,3,0.474
1,15,1991,medium,famiclone,meridian,6.10,919.0,983.0,0.935,0,7,0,78865,478858,24500,147462,118616,355896,0.66,4,1.108
1,16,1991,small,famiclone,meridian,8.50,56.9,28.0,2.030,0,3,1,157588,679413,7800,33509,24282,653704,1.31,5,0.437
1,17,1991,medium,famiclone,northgate,7.10,912.9,983.0,0.929,0,6,1,148233,742933,38900,168692,138778,613141,1.24,5,1.055
1,18,1991,small,famiclone,northgate,8.20,55.2,28.0,1.972,3,3,0,151743,538363,11000,30374,21895,518989,1.26,6,1.122
1,20,1991,medium,famiclone,northgate,5.70,746.2,983.0,0.759,2,7,1,37211,169847,31200,69546,45559,131501,0.31,6,1.010
1,19,1991,medium,famiclone,northgate,7.00,930.1,983.0,0.946,0,6,1,160443,823336,38200,165404,136016,696132,1.34,5,0.804
1,21,1991,medium,famiclone,northgate,6.90,1014.6,983.0,1.032,0,7,1,65517,312777,41500,177756,145800,176521,0.55,7,0.343
1,22,1991,medium,famiclone,northgate,6.10,762.0,983.0,0.775,2,7,1,40577,188374,32300,78219,53348,142455,0.34,8,0.688
1,23,1992,medium,famiclone,northgate,6.70,959.3,983.0,0.976,0,7,1,50028,232241,40500,167463,136317,105278,0.42,8,0.870
1,24,1992,medium,famiclone,northgate,6.30,805.4,983.0,0.819,0,7,1,46636,221690,33800,92394,66403,163096,0.39,8,0.430
1,25,1992,medium,ibm_compatible,northgate,8.00,1021.2,983.0,1.039,2,7,0,427651,2586699,24900,125040,105880,2486559,4.75,7,1.073
1,26,1992,medium,ibm_compatible,northgate,6.70,866.2,983.0,0.881,3,6,0,115678,693955,19600,79620,64533,633935,1.29,7,0.312
1,28,1992,medium,ibm_compatible,northgate,6.60,818.2,983.0,0.832,1,6,1,109180,659072,22200,107264,90184,574008,1.21,6,0.399
1,27,1992,medium,ibm_compatible,northgate,7.20,966.5,983.0,0.983,1,7,1,428365,2628913,26100,120684,100629,2534329,4.76,5,1.113
1,30,1992,medium,ibm_compatible,northgate,7.90,1036.4,983.0,1.054,0,6,1,277992,1737090,22900,113588,96000,1646402,3.09,7,0.352
1,29,1992,medium,ibm_compatible,northgate,8.10,1029.1,983.0,1.047,0,6,1,446626,2776108,22900,101220,83632,2697788,4.96,6,0.963
1,32,1992,medium,ibm_compatible,atlas,6.10,854.0,983.0,0.869,0,7,1,65498,298319,37000,127465,108000,207854,0.73,8,0.321
1,31,1992,medium,ibm_compatible,atlas,7.50,972.4,983.0,0.989,0,6,1,180471,881626,33400,101220,83632,813806,2.01,7,0.839
1,33,1992,medium,ibm_compatible,atlas,7.80,1063.3,983.0,1.082,2,7,0,423327,2139277,34200,101609,83632,2071868,4.70,8,0.838
1,35,1993,medium,ibm_compatible,atlas,7.80,1006.0,983.0,1.023,2,7,0,480745,2486682,34900,102026,83632,2419556,5.34,8,0.992
1,34,1993,medium,ibm_compatible,atlas,7.70,981.7,983.0,0.999,0,7,1,306095,1551818,37100,127514,108000,1461404,3.40,8,0.254
1,36,1993,large,pocket_play,atlas,7.50,7811.7,8387.0,0.931,0,42,1,468725,2429415,552700,996951,706074,1985164,5.86,1,0.834
1,37,1994,large,pocket_play,atlas,7.70,9107.2,8387.0,1.086,0,41,1,468558,2471761,537000,804201,521568,2204560,5.86,2,1.133
1,38,1994,large,pocket_play,atlas,7.50,8385.9,8387.0,1.000,2,40,1,397608,2045835,533200,1046058,765450,1532977,4.97,1,1.320
1,39,1994,large,mega16,atlas,7.80,9121.1,8387.0,1.088,0,40,1,490100,2339843,795200,1160710,742206,1974333,4.90,2,0.453
1,40,1995,large,mega16,atlas,6.80,8222.1,8387.0,0.980,1,41,1,315033,1192123,844000,1384993,940804,651130,3.15,1,0.759
1,41,1995,large,mega16,atlas,7.50,8755.1,8387.0,1.044,2,41,1,139282,59540,845900,1258899,813689,-353459,1.39,2,0.258
