seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand
4,0,1985,small,microstar_64,thrift,4.00,20.5,28.0,0.733,17,10,1,73,0,3500,7773,0,-4273,0.00,1,0.949
4,1,1985,small,microstar_64,thrift,5.30,23.0,28.0,0.823,18,10,0,225,0,3300,7273,0,-3973,0.01,1,0.869
4,2,1986,small,microstar_64,thrift,4.90,21.8,28.0,0.779,13,9,0,76,0,2900,6536,0,-3636,0.00,1,0.492
4,3,1986,small,microstar_64,thrift,6.30,28.2,28.0,1.008,13,7,0,2893,13790,2700,5900,0,10590,0.08,1,1.271
4,4,1986,small,microstar_64,thrift,7.50,29.7,28.0,1.060,1,7,3,11926,64941,3200,7201,0,60940,0.31,1,0.753
4,5,1986,small,microstar_64,thrift,7.80,32.0,28.0,1.144,3,7,5,11385,61730,3700,8231,0,57199,0.30,2,0.813
4,6,1987,small,microstar_64,thrift,8.20,50.3,28.0,1.796,2,4,2,34318,196154,2400,13469,8155,185085,0.90,2,0.780
4,8,1987,small,famiclone,meridian,8.10,52.9,28.0,1.890,3,4,2,52941,213952,9100,40176,29456,182876,0.44,3,1.099
4,7,1987,small,famiclone,thrift,8.50,56.6,28.0,2.020,3,4,3,287414,1503723,4600,21217,10924,1487106,2.40,2,1.359
4,13,1988,small,famiclone,northgate,7.30,33.4,28.0,1.193,3,5,1,6865,11839,13300,26641,16405,-1502,0.06,7,0.774
4,9,1987,small,famiclone,meridian,9.40,78.7,28.0,2.811,0,3,1,410236,1735067,9500,59644,48508,1684923,3.42,4,1.223
4,11,1987,small,famiclone,meridian,8.20,73.7,28.0,2.633,2,3,0,49703,207950,9200,56128,45346,161022,0.41,5,0.943
4,10,1987,small,famiclone,meridian,9.30,81.0,28.0,2.893,2,3,0,609976,2620253,9700,60844,49440,2569109,5.08,4,1.038
4,12,1988,small,famiclone,northgate,9.60,83.4,28.0,2.980,1,3,1,572702,2044342,17300,89811,76500,1971831,4.77,6,0.785
4,14,1988,small,famiclone,northgate,8.50,56.7,28.0,2.026,1,3,1,188665,685196,10800,27318,18972,668678,1.57,6,1.071
4,16,1988,small,famiclone,northgate,8.10,50.9,28.0,1.818,3,3,0,142790,526058,10200,29499,21670,506759,1.19,8,1.072
4,15,1988,medium,famiclone,northgate,6.90,877.1,983.0,0.892,3,7,0,171080,902526,34500,117381,90832,819645,1.43,7,0.694
4,18,1988,small,famiclone,northgate,9.00,57.4,28.0,2.048,2,3,1,368140,1392233,11500,38008,29187,1365725,3.07,7,1.074
4,20,1988,medium,famiclone,atlas,5.30,684.0,983.0,0.696,3,7,1,15064,26584,42000,77862,55766,-9278,0.13,8,0.765
4,17,1988,medium,famiclone,northgate,6.70,890.8,983.0,0.906,0,7,1,170512,912743,36300,121924,94030,827119,1.42,7,0.665
4,19,1988,medium,famiclone,northgate,8.70,1105.4,983.0,1.124,0,7,1,590259,3307516,39300,159188,128979,3187628,4.92,8,0.663
4,22,1988,medium,famiclone,atlas,6.00,722.9,983.0,0.735,0,7,1,111790,468456,43500,90309,67402,421647,0.93,8,0.225
4,21,1988,medium,famiclone,atlas,6.90,993.9,983.0,1.011,0,7,1,237044,1022318,55900,146694,117297,931524,1.98,7,0.745
4,23,1989,medium,famiclone,atlas,7.90,1049.7,983.0,1.068,1,7,1,959811,4351547,54700,134830,106029,4271417,8.00,7,0.813
4,24,1989,medium,famiclone,atlas,5.60,726.1,983.0,0.739,0,6,1,237986,1063894,41300,90548,68816,1014646,1.98,8,0.360
4,27,1989,medium,famiclone,atlas,8.30,1173.1,983.0,1.193,1,7,1,959281,4446944,52600,117232,89568,4382312,7.99,8,0.919
4,26,1989,medium,famiclone,atlas,6.30,780.3,983.0,0.794,0,7,1,199150,882786,47800,122056,96894,808530,1.66,7,0.292
4,25,1989,medium,famiclone,atlas,6.70,878.2,983.0,0.893,1,7,1,624215,2846118,54100,117490,88992,2782728,5.20,6,1.004
4,30,1989,medium,famiclone,atlas,7.00,836.5,983.0,0.851,1,7,1,656740,3099371,51000,136960,110133,3013411,5.47,9,0.720
4,28,1989,medium,famiclone,atlas,5.70,744.1,983.0,0.757,0,7,1,341410,1573192,49400,128544,102546,1494048,2.85,9,0.934
4,29,1989,medium,famiclone,atlas,7.30,1023.7,983.0,1.041,0,7,1,546618,2549295,51000,108817,81990,2491478,4.56,8,0.553
4,31,1989,medium,famiclone,atlas,8.10,1095.1,983.0,1.114,0,6,1,408911,1929139,46000,105401,81215,1869738,3.41,8,0.204
4,32,1989,medium,famiclone,atlas,7.00,842.4,983.0,0.857,0,7,1,400708,1907620,51000,136960,110133,1821660,3.34,9,0.663
4,33,1990,medium,famiclone,atlas,7.90,1055.1,983.0,1.073,0,6,1,528269,2553399,46300,110595,86216,2489104,4.40,8,0.791
4,34,1990,medium,famiclone,atlas,7.00,890.0,983.0,0.905,2,6,0,215521,1029584,42500,108013,85659,964071,1.80,9,0.305
