seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand
2,0,1985,small,microstar_64,thrift,4.60,20.8,28.0,0.743,16,9,2,83,0,3500,7743,0,-4243,0.00,1,1.090
2,1,1985,small,microstar_64,thrift,4.90,23.9,28.0,0.855,24,9,0,204,0,3000,6743,0,-3743,0.01,1,1.172
2,2,1985,small,microstar_64,thrift,4.90,23.7,28.0,0.845,25,9,0,176,0,3000,6743,0,-3743,0.00,1,1.024
2,3,1986,small,microstar_64,thrift,5.90,27.1,28.0,0.969,14,7,0,1286,4644,2700,5900,0,1444,0.03,1,1.129
2,4,1986,small,microstar_64,thrift,7.30,30.4,28.0,1.087,2,7,2,8142,43541,3000,6686,0,39855,0.21,1,0.758
2,5,1986,small,microstar_64,thrift,7.90,35.8,28.0,1.277,10,9,5,10478,56013,4200,9276,0,50937,0.28,2,0.871
2,6,1987,small,famiclone,thrift,8.30,35.2,28.0,1.258,2,7,4,122741,632855,6400,14163,0,625092,1.02,2,1.418
2,7,1987,small,famiclone,thrift,8.80,52.9,28.0,1.888,3,3,2,150525,786234,4100,21559,12450,768775,1.25,2,0.989
2,8,1987,small,famiclone,meridian,9.40,80.8,28.0,2.887,0,2,0,337428,1417990,6100,24786,17608,1399304,2.81,3,1.056
2,9,1987,small,famiclone,meridian,8.50,73.5,28.0,2.623,2,3,0,110850,465667,8700,44597,34362,429770,0.92,4,1.128
2,10,1987,small,famiclone,meridian,8.40,75.2,28.0,2.687,2,3,0,82950,349037,9700,55249,43845,303488,0.69,5,0.857
2,13,1988,small,famiclone,northgate,7.50,30.7,28.0,1.098,8,7,5,19589,51011,20800,68860,52822,2951,0.16,6,0.933
2,11,1987,small,famiclone,meridian,8.90,86.3,28.0,3.083,1,3,0,522764,2273742,10000,59631,47895,2224111,4.36,5,1.054
2,12,1988,small,famiclone,northgate,9.20,89.2,28.0,3.187,3,3,0,641129,2298181,16300,65348,52815,2249133,5.34,6,1.055
2,14,1988,medium,famiclone,northgate,7.70,981.1,983.0,0.998,0,7,1,220422,1157721,37200,119658,91071,1075263,1.84,7,0.483
2,17,1988,small,famiclone,northgate,8.20,56.8,28.0,2.027,0,3,1,138103,515675,11900,44239,35076,483336,1.15,7,0.978
2,15,1988,small,famiclone,northgate,9.00,53.7,28.0,1.919,3,4,1,590458,2189384,12700,44120,34372,2157964,4.92,7,1.040
2,16,1988,medium,famiclone,northgate,8.00,1047.1,983.0,1.065,1,6,0,452529,2480592,29800,84312,61383,2426080,3.77,8,0.591
2,18,1988,medium,famiclone,northgate,6.10,874.3,983.0,0.889,0,7,1,107335,569610,38200,133245,103863,474565,0.89,7,0.612
2,19,1988,medium,famiclone,northgate,6.50,793.2,983.0,0.807,0,6,1,202608,1123617,26400,74143,53798,1075874,1.69,8,0.939
2,22,1989,medium,famiclone,atlas,8.20,1023.5,983.0,1.041,0,7,1,959793,4331803,54600,118606,89883,4267797,8.00,8,0.349
2,23,1989,medium,famiclone,atlas,7.90,1003.8,983.0,1.021,0,7,1,959698,4396633,46800,111012,86385,4332421,8.00,9,0.859
2,20,1988,medium,famiclone,northgate,6.90,932.9,983.0,0.949,3,6,0,205666,1140334,31600,104395,80080,1067539,1.71,7,0.305
2,21,1988,medium,famiclone,atlas,6.80,882.8,983.0,0.898,0,7,1,317931,1399428,44400,100210,76849,1343618,2.65,8,0.837
2,25,1989,medium,famiclone,atlas,5.70,789.1,983.0,0.803,1,7,0,53779,209065,44700,108158,84624,145607,0.45,8,0.372
2,24,1989,medium,famiclone,atlas,7.10,966.5,983.0,0.983,0,7,1,941304,4354263,54100,111676,83178,4296687,7.84,10,0.857
2,26,1989,medium,famiclone,atlas,7.40,982.9,983.0,1.000,0,7,1,749528,3487547,52600,108944,81280,3431203,6.25,9,0.819
2,27,1989,medium,famiclone,atlas,6.60,881.5,983.0,0.897,0,7,1,290151,1332552,50100,129286,102935,1253366,2.42,9,0.354
2,30,1989,medium,famiclone,atlas,8.20,1065.9,983.0,1.084,0,7,1,656651,3127653,51000,105073,78246,3073580,5.47,8,1.024
2,28,1989,medium,famiclone,atlas,7.10,979.9,983.0,0.997,0,7,1,429600,2006651,51000,105073,78246,1952578,3.58,9,0.893
2,29,1989,medium,famiclone,atlas,6.20,889.8,983.0,0.905,3,7,0,200250,919238,47000,118333,93600,847905,1.67,9,0.285
2,32,1990,medium,famiclone,atlas,8.50,1150.7,983.0,1.171,0,7,1,656474,3183071,51500,106987,79896,3127584,5.47,6,1.036
2,31,1989,medium,famiclone,atlas,6.70,911.7,983.0,0.928,0,7,1,349552,1662004,51000,143677,116850,1569327,2.91,8,0.465
2,33,1990,medium,famiclone,atlas,8.00,1078.5,983.0,1.097,1,6,0,656742,3236877,42700,115922,93450,3163655,5.47,7,0.436
2,35,1990,medium,famiclone,atlas,8.00,1009.4,983.0,1.027,0,7,1,656713,3291215,52300,147659,120150,3195856,5.47,9,0.470
2,34,1990,medium,famiclone,atlas,7.40,1092.2,983.0,1.111,3,6,0,635754,3167016,43000,92551,69905,3117465,5.30,8,1.053
2,36,1990,medium,famiclone,atlas,6.80,959.3,983.0,0.976,1,6,0,572491,2903453,43000,98085,75439,2848368,4.77,8,0.816
2,38,1990,medium,famiclone,atlas,7.20,911.8,983.0,0.928,0,7,1,558524,2822982,52300,124502,96993,2750780,4.65,7,0.787
2,39,1990,medium,famiclone,atlas,7.60,994.1,983.0,1.011,0,7,1,549498,2776513,52300,152343,124834,2676470,4.58,8,0.899
2,37,1990,medium,famiclone,atlas,6.70,907.9,983.0,0.924,3,6,0,390213,1965816,43000,116096,93450,1892720,3.25,7,0.402
2,40,1990,medium,famiclone,atlas,7.90,1062.4,983.0,1.081,0,7,1,402593,2020247,52300,124502,96993,1948045,3.35,7,0.386
2,41,1990,medium,famiclone,atlas,7.90,1058.6,983.0,1.077,0,7,1,402424,2019376,52300,172868,145359,1898808,3.35,7,0.924
2,43,1991,medium,famiclone,atlas,8.70,1142.8,983.0,1.163,0,6,1,402268,2022974,47900,174665,149447,1896209,3.35,5,0.774
2,42,1991,medium,famiclone,atlas,7.00,967.9,983.0,0.985,0,6,1,255691,1268991,47300,114720,89849,1201571,2.13,4,0.487
2,44,1991,medium,famiclone,atlas,8.10,1157.2,983.0,1.177,2,6,0,402530,2027821,44400,107297,83916,1964924,3.35,6,0.398
2,45,1991,medium,famiclone,atlas,7.40,960.6,983.0,0.977,3,7,0,343741,1719779,49800,192019,165832,1577560,2.86,6,0.756
2,46,1991,medium,famiclone,atlas,7.50,1034.2,983.0,1.052,0,6,1,392456,1971659,48700,121510,95904,1898849,3.27,5,0.413
2,49,1991,medium,famiclone,atlas,7.30,1080.7,983.0,1.099,0,7,1,252049,1243546,54000,214973,186561,1082573,2.10,7,0.909
2,47,1991,medium,famiclone,atlas,6.90,943.3,983.0,0.960,3,7,0,190066,928657,49800,192019,165832,786438,1.58,6,0.822
2,48,1991,medium,famiclone,atlas,5.90,868.8,983.0,0.884,2,7,0,97208,450624,49800,122091,95904,378333,0.81,6,0.230
2,52,1991,medium,famiclone,atlas,8.30,1094.7,983.0,1.114,1,7,1,201890,985327,54000,214973,186561,824354,1.68,8,0.356
2,50,1991,medium,famiclone,atlas,6.60,975.5,983.0,0.992,2,6,0,134114,646017,44400,112631,89250,577786,1.12,7,0.362
2,51,1991,medium,famiclone,atlas,7.30,1075.4,983.0,1.094,3,6,0,201987,995427,44400,116619,93238,923208,1.68,7,0.859
2,53,1992,medium,famiclone,atlas,8.40,1118.1,983.0,1.137,3,6,0,201965,994815,44900,168751,145103,870964,1.68,6,0.964
2,54,1992,medium,famiclone,atlas,8.30,1058.3,983.0,1.077,1,7,1,195207,950123,54800,156840,127992,848083,1.63,6,0.436
2,55,1992,medium,ibm_compatible,atlas,7.50,969.3,983.0,0.986,0,6,0,427531,2414875,30600,165097,148997,2280378,4.75,6,1.127
2,56,1992,medium,ibm_compatible,atlas,7.80,980.5,983.0,0.997,0,7,1,427624,2409008,37000,151316,131851,2294692,4.75,6,0.372
2,57,1992,medium,ibm_compatible,atlas,7.00,962.3,983.0,0.979,3,7,0,427726,2412394,34200,194193,176216,2252401,4.75,5,0.992
2,59,1992,medium,ibm_compatible,atlas,8.50,1094.9,983.0,1.114,0,7,1,429112,2417522,37000,217708,198243,2236814,4.77,6,0.778
2,58,1992,medium,ibm_compatible,atlas,7.30,946.0,983.0,0.962,0,7,1,409929,2307794,37000,159919,140454,2184875,4.55,6,0.487
2,61,1992,medium,ibm_compatible,atlas,8.30,1085.9,983.0,1.105,2,7,0,480673,2715247,34200,194193,176216,2555254,5.34,6,0.420
2,60,1992,medium,ibm_compatible,atlas,7.60,1023.0,983.0,1.041,3,7,0,480723,2715535,34200,142825,124848,2606910,5.34,7,0.821
2,62,1992,medium,ibm_compatible,atlas,8.90,1215.1,983.0,1.236,0,7,1,480561,2711811,37000,163015,143550,2585796,5.34,6,0.692
2,63,1992,medium,ibm_compatible,atlas,7.30,954.5,983.0,0.971,0,6,1,480742,2716442,33400,200656,183068,2549186,5.34,7,0.812
