seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand,team_size,useful_staff
2,0,1985,small,microstar_64,thrift,4.60,20.8,28.0,0.743,16,9,2,76,0,3500,7743,0,-4243,0.00,1,1.090,1,2
2,1,1985,small,microstar_64,thrift,4.90,23.9,28.0,0.855,24,9,0,77,0,3000,6743,0,-3743,0.00,1,1.172,1,2
2,2,1985,small,microstar_64,thrift,5.20,24.6,28.0,0.878,21,8,0,78,0,2700,5991,0,-3291,0.00,1,1.033,1,2
2,3,1986,small,microstar_64,thrift,4.80,24.4,28.0,0.872,15,7,0,80,0,2700,5900,0,-3200,0.00,1,1.058,1,2
2,4,1986,small,microstar_64,thrift,5.60,25.4,28.0,0.907,15,9,0,233,0,3000,6701,0,-3701,0.01,1,1.105,1,2
2,5,1987,small,microstar_64,thrift,7.70,29.3,28.0,1.047,1,8,2,9910,53359,3300,7246,0,49413,0.26,1,1.141,1,2
2,6,1987,small,famiclone,thrift,8.20,34.0,28.0,1.215,8,7,5,11328,51713,6800,15064,0,43449,0.09,2,1.064,1,2
2,7,1987,small,famiclone,thrift,8.20,38.5,28.0,1.376,5,7,5,6633,27624,6800,17416,2352,17008,0.06,2,0.920,2,2
2,8,1987,small,famiclone,thrift,7.80,41.4,28.0,1.479,2,4,1,12466,61201,3800,11235,2744,53766,0.10,2,0.943,2,2
2,10,1988,small,famiclone,meridian,8.10,40.4,28.0,1.443,3,3,0,14761,55796,5900,12499,5584,49197,0.12,3,0.924,3,2
2,9,1988,small,famiclone,thrift,8.20,45.6,28.0,1.630,3,4,2,62272,321717,4300,14630,5144,311387,0.52,3,0.947,3,2
2,11,1988,small,famiclone,meridian,8.70,48.7,28.0,1.739,1,3,0,435738,1825318,6300,15660,8284,1815958,3.63,4,1.026,5,2
2,12,1988,medium,famiclone,meridian,5.90,700.3,983.0,0.712,0,7,1,40339,229809,20600,77499,53289,172910,0.34,4,0.898,12,5
2,13,1988,medium,famiclone,meridian,6.40,763.9,983.0,0.777,1,7,1,131496,793850,23600,116983,89208,700467,1.10,3,0.911,12,5
2,17,1989,small,famiclone,meridian,7.70,33.9,28.0,1.212,2,5,4,3569,3864,11500,29318,15801,-13954,0.03,5,0.213,3,2
2,14,1988,medium,famiclone,meridian,6.30,799.1,983.0,0.813,0,7,1,162178,987823,23600,116983,89208,894440,1.35,4,0.976,12,5
2,15,1989,medium,famiclone,meridian,7.60,878.9,983.0,0.894,0,7,1,267152,1646636,24200,119522,91088,1551314,2.23,5,0.606,15,5
2,19,1989,small,famiclone,meridian,8.30,34.1,28.0,1.217,2,6,3,20958,79157,11900,39013,25065,52044,0.17,5,0.393,4,2
2,16,1989,medium,famiclone,meridian,6.10,799.7,983.0,0.813,0,7,1,96511,582496,25600,131188,101023,476908,0.80,4,0.733,14,5
