seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand,team_size,useful_staff
5,0,1985,small,microstar_64,thrift,4.70,21.1,28.0,0.753,6,9,2,80,0,3600,7980,0,-4380,0.00,1,1.018,1,2
5,1,1985,small,microstar_64,thrift,4.30,20.4,28.0,0.730,17,8,0,75,0,2800,6228,0,-3428,0.00,1,0.973,1,2
5,2,1985,small,microstar_64,thrift,5.00,22.0,28.0,0.785,13,8,0,79,0,2800,6228,0,-3428,0.00,1,0.736,1,2
5,3,1986,small,microstar_64,thrift,6.40,26.8,28.0,0.956,16,7,0,859,2200,2700,5900,0,-1000,0.02,1,1.109,1,2
5,4,1986,small,microstar_64,thrift,6.00,26.1,28.0,0.932,16,8,0,620,642,2900,6415,0,-2873,0.02,1,1.488,1,2
5,5,1987,small,microstar_64,thrift,7.40,32.3,28.0,1.152,11,8,4,2116,8422,3700,8291,0,3831,0.06,1,1.011,1,2
5,6,1987,small,famiclone,thrift,5.20,26.8,28.0,0.957,15,7,0,91,0,4800,10559,0,-5759,0.00,1,0.964,1,2
5,7,1987,small,famiclone,thrift,4.90,24.2,28.0,0.863,13,8,0,80,0,5200,11460,0,-6260,0.00,1,1.281,1,2
5,8,1988,small,famiclone,thrift,5.10,25.8,28.0,0.923,17,7,0,207,0,4900,10815,0,-5915,0.00,1,1.368,1,2
5,9,1989,small,famiclone,thrift,5.40,26.5,28.0,0.947,21,7,0,560,0,4900,10987,0,-6087,0.00,1,1.233,1,2
