seed,year,cash,staff,payroll_mo,office,teams,rent_mo,released,avg_review,consumer_rep,fans
2,1986,541,1,0,bedroom,1,0,3,4.80,0.0,0
2,1987,47797,1,0,bedroom,1,0,6,5.92,4.7,478
2,1988,1673981,12,40675,large_studio_floor,1,8502,12,7.13,19.0,29653
2,1989,2358903,16,54400,campus,2,123200,20,7.39,38.1,101880
2,1990,20269800,20,79500,campus,2,126500,30,7.23,56.0,297737
2,1991,28322003,20,97525,campus,2,130900,41,7.14,77.3,358827
2,1992,35132409,20,133800,campus,2,135300,51,7.07,95.6,426445
2,1993,47776719,20,168675,campus,2,139700,61,7.14,100.0,527161
2,1994,50653374,20,209350,campus,2,144100,64,7.12,100.0,561191
2,1995,54993263,20,228050,campus,2,148500,66,7.16,100.0,602915
2,1996,54940679,20,255600,campus,2,152900,68,7.16,100.0,629301
2,1997,59853961,20,278775,campus,2,157300,70,7.18,100.0,672110
2,1998,65812950,20,320150,campus,2,161700,72,7.19,100.0,713679
2,1999,68980620,20,320150,campus,2,166100,74,7.20,100.0,748926
2,2000,77816107,20,340025,campus,2,170500,76,7.21,100.0,822297
2,2001,82849178,20,340025,campus,2,176550,78,7.22,100.0,874543
2,2002,82058313,20,360325,campus,2,182600,80,7.22,100.0,902294
2,2003,93028086,20,416025,campus,2,188650,82,7.25,100.0,998909
2,2004,99671115,20,416025,campus,2,194700,85,7.24,100.0,1049228
2,2005,119828559,20,416025,campus,2,200750,88,7.25,100.0,1141366
2,2006,148973439,20,416025,campus,2,206800,90,7.24,100.0,1262312
2,2007,166875995,20,416025,campus,2,212850,92,7.24,100.0,1341394
2,2008,195526556,20,416025,campus,2,218900,94,7.26,100.0,1451028
2,2009,229131925,20,416025,campus,2,224950,96,7.25,100.0,1528667
2,2010,258402543,20,416025,campus,2,231000,98,7.27,100.0,1653929
2,2011,283327262,20,416025,campus,2,238700,100,7.30,100.0,1765396
2,2012,311341651,20,416025,campus,2,246400,102,7.30,100.0,1871302
2,2013,334382723,20,433350,campus,2,254100,105,7.31,100.0,1955340
2,2014,350226885,20,454875,campus,2,261800,107,7.31,100.0,2017070
2,2015,376221646,20,473250,campus,2,269500,110,7.31,100.0,2114812
2,2016,427207540,20,513300,campus,2,277200,112,7.32,100.0,2291916
2,2017,469374180,20,579725,campus,2,284900,114,7.31,100.0,2404821
2,2018,501873492,20,596475,campus,2,292600,116,7.31,100.0,2500273
2,2019,530538826,20,621225,campus,2,300300,118,7.31,100.0,2599936
2,2020,553471711,20,621225,campus,2,308000,120,7.32,100.0,2703314
2,2021,575318183,20,621225,campus,2,316250,122,7.34,100.0,2798617
2,2022,595894030,20,646600,campus,2,324500,125,7.35,100.0,2879804
2,2023,619696557,20,728075,campus,2,332750,127,7.36,100.0,2970247
2,2024,636190477,20,728075,campus,2,341000,129,7.36,100.0,3037944
2,2025,654314319,20,728075,campus,2,349250,132,7.37,100.0,3115478
2,2026,674298505,20,728075,campus,2,357500,134,7.37,100.0,3194572
2,2027,691447529,20,877625,campus,2,365750,136,7.38,100.0,3265420
2,2028,701178689,20,877625,campus,2,374000,138,7.37,100.0,3308787
2,2029,715103756,20,877625,campus,2,382250,140,7.37,100.0,3363240
2,2030,698340797,20,877625,campus,2,390500,142,7.37,100.0,3363411
2,2031,697390891,20,877625,campus,2,399850,144,7.38,100.0,3395728
2,2032,714923390,20,877625,campus,2,409200,147,7.38,100.0,3444310
2,2033,732351855,20,877625,campus,2,418550,149,7.39,100.0,3504638
2,2034,747256395,20,877625,campus,2,427900,151,7.39,100.0,3571842
2,2035,780676719,20,877625,campus,2,437250,154,7.40,100.0,3669937
2,2036,816978957,20,877625,campus,2,446600,156,7.39,100.0,3751875
2,2037,874042885,20,877625,campus,2,455950,158,7.39,100.0,3871341
2,2038,898925255,20,877625,campus,2,465300,160,7.39,100.0,3949061
2,2039,909125858,20,877625,campus,2,474650,162,7.39,100.0,4005928
2,2040,908634689,20,877625,campus,2,484000,164,7.40,100.0,4041705
2,2041,911895427,20,877625,campus,2,493900,166,7.40,100.0,4076555
2,2042,928806387,20,877625,campus,2,503800,169,7.40,100.0,4146607
2,2043,953548460,20,877625,campus,2,513700,171,7.41,100.0,4252716
2,2044,983848744,20,913175,campus,2,523600,173,7.42,100.0,4363513
2,2045,1036954765,20,913175,campus,2,533500,176,7.42,100.0,4468983
2,2046,1091275363,20,958225,campus,2,543400,178,7.43,100.0,4590572
2,2047,1124870992,20,958225,campus,2,553300,180,7.43,100.0,4693955
2,2048,1126814907,20,997500,campus,2,563200,182,7.43,100.0,4736813
2,2049,1119755075,20,1081050,campus,2,573100,184,7.44,100.0,4787054
2,2050,1142619174,20,1081050,campus,2,583000,186,7.44,100.0,4865631
2,2051,1191818188,20,1218725,campus,2,592900,188,7.44,100.0,4964291
2,2051,1191818188,20,1218725,campus,2,592900,188,7.44,100.0,4964291
