seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand,team_size,useful_staff
1,0,1985,small,microstar_64,thrift,4.60,21.3,28.0,0.762,20,10,1,208,0,3500,7773,0,-4273,0.01,1,0.978,1,2
1,1,1985,small,microstar_64,thrift,3.90,20.6,28.0,0.736,14,9,0,98,0,3000,6743,0,-3743,0.00,1,1.343,1,2
1,2,1985,small,microstar_64,thrift,5.40,23.3,28.0,0.832,21,8,0,711,1256,2800,6228,0,-2172,0.02,1,1.047,1,2
1,3,1986,small,microstar_64,thrift,5.00,23.5,28.0,0.839,13,8,0,655,939,2800,6171,0,-2432,0.02,1,1.264,1,2
1,4,1986,small,microstar_64,thrift,6.00,27.7,28.0,0.989,12,7,0,3529,17455,2700,5900,0,14255,0.09,1,1.214,1,2
1,5,1986,small,microstar_64,thrift,8.10,34.9,28.0,1.247,12,8,5,41110,231077,3900,8746,0,226231,1.08,1,1.266,1,2
1,6,1987,small,microstar_64,thrift,8.30,47.2,28.0,1.686,2,4,3,123473,706383,2600,18473,12615,690510,3.25,2,1.199,3,2
1,7,1987,small,famiclone,thrift,8.70,48.7,28.0,1.738,2,3,2,89086,458539,4100,29687,20514,432952,0.74,3,0.740,5,2
1,8,1987,small,famiclone,thrift,8.40,53.9,28.0,1.927,1,2,0,108833,565348,3000,22899,16234,545449,0.91,3,0.859,7,2
1,9,1987,small,famiclone,thrift,8.00,46.4,28.0,1.657,3,3,0,43438,223882,4100,44653,35562,183329,0.36,4,0.918,11,2
1,10,1987,small,famiclone,meridian,8.50,46.7,28.0,1.667,3,3,0,42227,167283,9700,70829,59425,106154,0.35,5,0.620,12,2
1,11,1987,small,famiclone,meridian,8.70,49.1,28.0,1.752,2,3,0,103452,426704,9700,70829,59425,365575,0.86,6,0.728,12,2
1,12,1987,small,famiclone,meridian,8.90,49.6,28.0,1.770,0,3,1,327984,1382596,10500,83615,71310,1309481,2.73,5,0.824,12,2
1,14,1988,medium,famiclone,meridian,8.10,972.1,983.0,0.989,1,7,1,640749,4022235,24800,148048,118820,3898987,5.34,4,0.916,15,5
1,13,1988,small,famiclone,meridian,8.60,49.9,28.0,1.782,0,3,1,388151,1650928,9700,70794,59425,1589834,3.23,4,0.985,12,2
1,16,1988,small,famiclone,northgate,7.50,29.0,28.0,1.035,8,8,5,42469,129555,22400,42731,25482,109224,0.35,5,0.599,3,2
