seed,year,cash,staff,payroll_mo,office,teams,rent_mo,released,avg_review,consumer_rep,fans
4,1986,1781,1,0,bedroom,1,0,2,4.65,0.8,1
4,1987,47345,1,0,bedroom,1,0,5,5.50,2.2,405
4,1988,1546515,12,46750,large_studio_floor,1,8502,13,7.30,21.9,28951
4,1989,9744160,20,84500,campus,2,123200,22,7.43,43.3,161482
4,1990,44517826,20,113425,campus,2,126500,32,7.34,64.5,459950
4,1991,72938508,20,116575,campus,2,130900,42,7.33,89.4,643284
4,1992,89168709,20,142525,campus,2,135300,52,7.35,100.0,752282
4,1993,107132376,20,170300,campus,2,139700,63,7.36,100.0,849819
4,1994,112849267,20,226075,campus,2,144100,66,7.39,100.0,901249
4,1995,115708736,20,238750,campus,2,148500,69,7.37,100.0,926947
4,1996,119282173,20,282150,campus,2,152900,71,7.39,100.0,963375
4,1997,125031386,20,282150,campus,2,157300,73,7.41,100.0,1007073
4,1998,130711280,20,322200,campus,2,161700,75,7.43,100.0,1050000
4,1999,133784810,20,339900,campus,2,166100,77,7.44,100.0,1084461
4,2000,142391510,20,362925,campus,2,170500,79,7.43,100.0,1126998
4,2001,147144026,20,362925,campus,2,176550,81,7.41,100.0,1160421
4,2002,146684225,20,362925,campus,2,182600,83,7.43,100.0,1192273
4,2003,157707587,20,394525,campus,2,188650,85,7.44,100.0,1259804
4,2004,171237699,20,406100,campus,2,194700,88,7.43,100.0,1327858
4,2005,193248737,20,406100,campus,2,200750,91,7.43,100.0,1420752
4,2006,229399499,20,406100,campus,2,206800,93,7.45,100.0,1569281
4,2007,243595119,20,406100,campus,2,212850,95,7.45,100.0,1637655
4,2008,272454681,20,406100,campus,2,218900,97,7.45,100.0,1721694
4,2009,305654299,20,406100,campus,2,224950,99,7.45,100.0,1814242
4,2010,335093425,20,406100,campus,2,231000,101,7.44,100.0,1881731
4,2011,360195811,20,406100,campus,2,238700,103,7.45,100.0,1968545
4,2012,388282235,20,406100,campus,2,246400,105,7.45,100.0,2054055
4,2013,407260170,20,406100,campus,2,254100,107,7.45,100.0,2127385
4,2014,433681455,20,421825,campus,2,261800,111,7.46,100.0,2220576
4,2015,477739409,20,421825,campus,2,269500,113,7.46,100.0,2363689
4,2016,519027884,20,440100,campus,2,277200,115,7.47,100.0,2516129
4,2017,560011665,20,550125,campus,2,284900,117,7.47,100.0,2643310
4,2018,592981315,20,574300,campus,2,292600,119,7.48,100.0,2759480
4,2019,621445650,20,639775,campus,2,300300,121,7.47,100.0,2848641
4,2020,644230045,20,639775,campus,2,308000,123,7.47,100.0,2915537
4,2021,665507344,20,663250,campus,2,316250,125,7.46,100.0,2977180
4,2022,683346965,20,711700,campus,2,324500,127,7.47,100.0,3053740
4,2023,700560924,20,742275,campus,2,332750,130,7.47,100.0,3130778
4,2024,722236006,20,742275,campus,2,341000,132,7.47,100.0,3195888
4,2025,750915940,20,742275,campus,2,349250,135,7.48,100.0,3294441
4,2026,767162969,20,772100,campus,2,357500,137,7.48,100.0,3360923
4,2027,780448460,20,858775,campus,2,365750,139,7.48,100.0,3412790
4,2028,792998408,20,858775,campus,2,374000,141,7.48,100.0,3472598
4,2029,804876236,20,858775,campus,2,382250,143,7.48,100.0,3530721
4,2030,788597754,20,858775,campus,2,390500,145,7.48,100.0,3530737
4,2031,785847988,20,858775,campus,2,399850,147,7.48,100.0,3552040
4,2032,798034972,20,858775,campus,2,409200,149,7.48,100.0,3595439
4,2033,804427502,20,858775,campus,2,418550,151,7.48,100.0,3631283
4,2034,826682750,20,858775,campus,2,427900,154,7.48,100.0,3722454
4,2035,872590653,20,858775,campus,2,437250,157,7.48,100.0,3831021
4,2036,927209227,20,858775,campus,2,446600,159,7.48,100.0,3945677
4,2037,975229162,20,858775,campus,2,455950,161,7.49,100.0,4068042
4,2038,1000305181,20,858775,campus,2,465300,163,7.50,100.0,4166036
4,2039,1010807307,20,858775,campus,2,474650,165,7.50,100.0,4220582
4,2040,1012433782,20,858775,campus,2,484000,167,7.51,100.0,4267102
4,2041,1016780399,20,858775,campus,2,493900,169,7.51,100.0,4300978
4,2042,1022792103,20,858775,campus,2,503800,171,7.51,100.0,4349804
4,2043,1038023970,20,858775,campus,2,513700,173,7.51,100.0,4423020
4,2044,1075099946,20,858775,campus,2,523600,176,7.52,100.0,4530451
4,2045,1128216071,20,858775,campus,2,533500,178,7.52,100.0,4639285
4,2046,1190809796,20,891675,campus,2,543400,181,7.52,100.0,4760713
4,2047,1226576864,20,891675,campus,2,553300,183,7.52,100.0,4840102
4,2048,1237155336,20,891675,campus,2,563200,185,7.52,100.0,4903129
4,2049,1231628243,20,929975,campus,2,573100,187,7.52,100.0,4935462
4,2050,1256343729,20,929975,campus,2,583000,189,7.52,100.0,5006176
4,2051,1306528650,20,1158700,campus,2,592900,191,7.51,100.0,5087625
4,2051,1306528650,20,1158700,campus,2,592900,191,7.51,100.0,5087625
