seed,year,cash,staff,payroll_mo,office,teams,rent_mo,released,avg_review,consumer_rep,fans
1,1986,1905,1,0,bedroom,1,0,3,4.63,0.3,3
1,1987,82957,1,0,shared_workspace,1,901,6,5.50,3.5,896
1,1988,1260586,12,51500,studio_building,1,41420,13,7.12,21.1,37974
1,1989,9552874,20,90225,campus,2,123200,22,7.35,42.9,185280
1,1990,47555042,20,109400,campus,2,126500,32,7.19,61.6,414764
1,1991,77024474,20,113200,campus,2,130900,42,7.23,87.7,613571
1,1992,93247511,20,163075,campus,2,135300,52,7.24,100.0,716004
1,1993,108825636,20,185350,campus,2,139700,62,7.19,100.0,791825
1,1994,113502029,20,230650,campus,2,144100,66,7.19,100.0,831969
1,1995,117072349,20,251925,campus,2,148500,68,7.21,100.0,863727
1,1996,117478988,20,269450,campus,2,152900,70,7.23,100.0,890995
1,1997,122070963,20,269450,campus,2,157300,72,7.24,100.0,928032
1,1998,127313068,20,314675,campus,2,161700,74,7.25,100.0,964726
1,1999,130344360,20,330550,campus,2,166100,76,7.28,100.0,1004288
1,2000,139140880,20,338375,campus,2,170500,78,7.29,100.0,1064602
1,2001,144177843,20,338375,campus,2,176550,80,7.29,100.0,1106116
1,2002,143974838,20,338375,campus,2,182600,82,7.31,100.0,1140938
1,2003,159228330,20,409125,campus,2,188650,85,7.32,100.0,1221109
1,2004,166056283,20,409125,campus,2,194700,87,7.32,100.0,1267101
1,2005,187639257,20,409125,campus,2,200750,90,7.30,100.0,1338349
1,2006,217011313,20,409125,campus,2,206800,92,7.32,100.0,1463985
1,2007,229799032,20,409125,campus,2,212850,94,7.31,100.0,1524223
1,2008,258584180,20,409125,campus,2,218900,96,7.32,100.0,1620767
1,2009,291419935,20,409125,campus,2,224950,98,7.34,100.0,1736807
1,2010,320823363,20,409125,campus,2,231000,100,7.34,100.0,1812871
1,2011,346031092,20,409125,campus,2,238700,102,7.33,100.0,1876551
1,2012,374059655,20,409125,campus,2,246400,104,7.35,100.0,1997385
1,2013,392640027,20,443825,campus,2,254100,106,7.35,100.0,2067790
1,2014,406113413,20,443825,campus,2,261800,109,7.34,100.0,2119630
1,2015,443362710,20,443825,campus,2,269500,111,7.34,100.0,2217101
1,2016,490963661,20,483000,campus,2,277200,114,7.33,100.0,2343215
1,2017,540582528,20,554150,campus,2,284900,116,7.34,100.0,2507242
1,2018,575262632,20,600100,campus,2,292600,118,7.34,100.0,2613319
1,2019,603850876,20,621250,campus,2,300300,120,7.35,100.0,2726768
1,2020,627400090,20,621250,campus,2,308000,122,7.35,100.0,2809541
1,2021,647983652,20,669975,campus,2,316250,124,7.36,100.0,2890071
1,2022,666354962,20,669975,campus,2,324500,126,7.36,100.0,2964167
1,2023,681724787,20,691225,campus,2,332750,128,7.37,100.0,3031197
1,2024,699172641,20,691225,campus,2,341000,131,7.38,100.0,3108292
1,2025,724061530,20,691225,campus,2,349250,133,7.39,100.0,3200681
1,2026,743850236,20,717300,campus,2,357500,136,7.38,100.0,3260520
1,2027,763827831,20,865150,campus,2,365750,138,7.39,100.0,3336277
1,2028,778144496,20,865150,campus,2,374000,140,7.39,100.0,3402544
1,2029,790173563,20,865150,campus,2,382250,142,7.39,100.0,3449808
1,2030,774050408,20,865150,campus,2,390500,144,7.39,100.0,3449987
1,2031,772664345,20,865150,campus,2,399850,146,7.38,100.0,3476682
1,2032,784740506,20,865150,campus,2,409200,148,7.39,100.0,3525577
1,2033,799948169,20,865150,campus,2,418550,151,7.41,100.0,3594015
1,2034,813875888,20,865150,campus,2,427900,153,7.41,100.0,3667131
1,2035,843366732,20,865150,campus,2,437250,155,7.40,100.0,3730386
1,2036,888790471,20,865150,campus,2,446600,158,7.42,100.0,3865801
1,2037,945827826,20,865150,campus,2,455950,160,7.42,100.0,3988063
1,2038,970333079,20,865150,campus,2,465300,162,7.41,100.0,4041467
1,2039,965254196,20,865150,campus,2,474650,164,7.39,100.0,4051756
1,2040,966806918,20,865150,campus,2,484000,166,7.40,100.0,4095160
1,2041,971159393,20,865150,campus,2,493900,168,7.40,100.0,4136725
1,2042,977080955,20,865150,campus,2,503800,170,7.41,100.0,4197189
1,2043,1003822818,20,865150,campus,2,513700,173,7.41,100.0,4280857
1,2044,1042109377,20,936825,campus,2,523600,175,7.42,100.0,4387538
1,2045,1082519717,20,936825,campus,2,533500,177,7.41,100.0,4472838
1,2046,1148324940,20,936825,campus,2,543400,180,7.42,100.0,4599563
1,2047,1175769438,20,936825,campus,2,553300,182,7.41,100.0,4677460
1,2048,1190656627,20,936825,campus,2,563200,184,7.41,100.0,4734280
1,2049,1183737038,20,1018975,campus,2,573100,186,7.41,100.0,4765739
1,2050,1207245415,20,1018975,campus,2,583000,188,7.41,100.0,4829373
1,2051,1257679644,20,1166375,campus,2,592900,190,7.41,100.0,4944249
1,2051,1257679644,20,1166375,campus,2,592900,190,7.41,100.0,4944249
