seed,year,cash,staff,payroll_mo,office,teams,rent_mo,released,avg_review,consumer_rep,fans
4,1986,1781,1,0,bedroom,1,0,2,4.65,0.8,1
4,1987,47345,1,0,bedroom,1,0,5,5.50,2.2,405
4,1988,1546515,12,46750,large_studio_floor,1,8502,13,7.30,21.9,28951
4,1989,9744160,20,84500,campus,2,123200,22,7.43,43.3,161482
4,1990,44517826,20,113425,campus,2,126500,32,7.34,64.5,459950
4,1991,72938508,20,116575,campus,2,130900,42,7.33,89.4,643284
4,1992,89168709,20,142525,campus,2,135300,52,7.35,100.0,752282
4,1993,107132376,20,170300,campus,2,139700,63,7.36,100.0,849819
4,1994,112849267,20,226075,campus,2,144100,66,7.39,100.0,901249
4,1995,115708736,20,238750,campus,2,148500,69,7.37,100.0,926947
4,1996,119282173,20,282150,campus,2,152900,71,7.39,100.0,963375
4,1997,125031386,20,282150,campus,2,157300,73,7.41,100.0,1007073
4,1997,125031386,20,282150,campus,2,157300,73,7.41,100.0,1007073
