seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand,team_size,useful_staff
6,0,1985,small,microstar_64,thrift,4.30,18.6,28.0,0.665,17,10,1,102,0,3600,8010,0,-4410,0.00,1,0.909,1,2
6,1,1985,small,microstar_64,thrift,4.30,21.4,28.0,0.764,17,8,0,148,0,2800,6228,0,-3428,0.00,1,1.115,1,2
6,2,1986,small,microstar_64,thrift,4.60,23.8,28.0,0.851,21,10,0,426,0,3200,7067,0,-3867,0.01,1,1.185,1,2
6,3,1986,small,microstar_64,thrift,5.30,24.9,28.0,0.888,15,7,0,1412,5348,2700,5900,0,2148,0.04,1,1.322,1,2
6,4,1986,small,microstar_64,thrift,6.20,27.5,28.0,0.981,10,8,2,2450,10576,3400,7445,0,6531,0.06,1,1.267,1,2
6,5,1987,small,microstar_64,thrift,8.10,33.7,28.0,1.203,8,8,5,39684,222769,3900,8761,0,217908,1.04,1,1.364,1,2
6,6,1987,small,famiclone,thrift,8.70,50.3,28.0,1.795,3,4,4,208424,1070953,5400,20794,8746,1055559,1.74,2,1.457,3,2
6,7,1987,small,famiclone,thrift,8.30,42.6,28.0,1.522,3,3,0,121568,628036,3300,15207,7882,616129,1.01,3,1.171,6,2
6,8,1987,small,famiclone,thrift,8.00,42.3,28.0,1.511,2,3,0,24852,125294,4400,38408,28569,91286,0.21,4,0.975,11,2
6,9,1987,small,famiclone,thrift,8.10,42.1,28.0,1.503,3,3,0,24749,124616,5100,52684,41280,77032,0.21,4,1.114,12,2
6,10,1987,small,famiclone,meridian,8.70,52.6,28.0,1.880,1,3,1,117714,482126,10500,61841,49536,430785,0.98,5,1.191,12,2
6,12,1988,small,famiclone,meridian,8.40,49.4,28.0,1.766,3,3,0,194542,815644,9800,52841,41280,772603,1.62,4,1.215,12,2
6,13,1988,medium,famiclone,meridian,7.90,994.5,983.0,1.012,1,6,1,640595,3988599,22600,107561,80984,3903638,5.34,4,1.131,15,5
6,11,1987,small,famiclone,meridian,8.70,68.6,28.0,2.450,0,3,1,641146,2691277,10500,61841,49536,2639936,5.34,6,1.172,12,2
6,15,1988,small,famiclone,meridian,7.50,29.6,28.0,1.058,15,8,5,27936,105917,14700,54005,36756,66612,0.23,5,0.557,2,2
6,16,1988,small,famiclone,meridian,7.90,35.7,28.0,1.274,3,4,1,96762,411643,7900,35974,26691,383569,0.81,5,1.072,3,2
6,14,1988,medium,famiclone,meridian,6.30,904.6,983.0,0.920,1,7,1,315313,1965867,25300,129110,99361,1862057,2.63,4,1.008,18,5
6,18,1988,small,famiclone,northgate,8.90,39.9,28.0,1.426,3,4,2,959460,3426970,13100,43244,33186,3396826,8.00,4,1.108,4,2
6,20,1988,small,famiclone,northgate,8.80,43.4,28.0,1.549,2,3,0,959728,3488706,9500,27772,20448,3470434,8.00,6,0.838,5,2
6,19,1988,medium,famiclone,northgate,7.40,938.3,983.0,0.955,0,7,1,959738,5050019,40300,149201,118179,4941118,8.00,5,0.685,16,5
6,21,1989,medium,famiclone,northgate,8.30,1065.8,983.0,1.084,0,7,1,959475,5131780,39700,140942,110424,5030538,8.00,7,0.691,15,5
6,17,1988,medium,famiclone,meridian,8.00,1039.0,983.0,1.057,0,7,1,803570,5108664,27100,161692,129861,4974072,6.70,6,0.622,17,5
6,23,1989,medium,famiclone,northgate,7.60,951.9,983.0,0.968,0,7,1,959543,5194354,39200,136730,106565,5096824,8.00,7,1.319,14,5
6,22,1989,medium,famiclone,northgate,5.60,637.4,983.0,0.648,0,7,1,312021,1672037,29100,79628,57267,1621509,2.60,8,0.841,6,5
6,25,1989,medium,famiclone,northgate,8.60,1111.4,983.0,1.131,0,7,1,959092,5246168,38100,141196,111867,5143072,7.99,7,1.036,13,5
