seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand,team_size,useful_staff
4,0,1985,small,microstar_64,thrift,4.00,20.5,28.0,0.733,17,10,1,78,0,3500,7773,0,-4273,0.00,1,0.949,1,2
4,1,1985,small,microstar_64,thrift,5.30,23.0,28.0,0.823,18,10,0,505,0,3300,7273,0,-3973,0.01,1,0.869,1,2
4,2,1986,small,microstar_64,thrift,5.10,24.0,28.0,0.856,24,9,0,1036,2815,3100,6788,0,-873,0.03,1,1.125,1,2
4,3,1986,small,microstar_64,thrift,6.00,26.5,28.0,0.945,25,8,0,3148,15061,2900,6415,0,11546,0.08,1,1.112,1,2
4,4,1986,small,microstar_64,thrift,7.10,31.7,28.0,1.133,14,8,5,8374,43920,3900,8746,0,39074,0.22,1,1.086,1,2
4,5,1987,small,microstar_64,thrift,8.70,37.7,28.0,1.348,8,7,5,66979,379869,3700,8246,0,375323,1.76,1,0.796,1,2
4,6,1987,small,famiclone,thrift,8.10,42.7,28.0,1.526,3,4,2,67278,344405,4300,18757,9131,329948,0.56,2,1.083,4,2
4,7,1987,small,famiclone,thrift,8.50,47.7,28.0,1.705,0,3,1,86857,448436,3800,23714,15253,428522,0.72,3,0.899,6,2
4,8,1987,small,famiclone,thrift,8.30,54.2,28.0,1.934,3,3,0,36729,187934,4300,38977,29480,153257,0.31,4,0.823,9,2
4,9,1987,small,famiclone,thrift,8.40,43.5,28.0,1.553,1,3,0,56427,292064,4700,52375,42012,244389,0.47,5,0.805,12,2
4,10,1987,small,famiclone,meridian,8.20,43.0,28.0,1.536,3,3,0,55868,225257,9700,65344,53940,169613,0.47,5,0.962,12,2
4,11,1987,small,famiclone,meridian,8.40,46.3,28.0,1.653,2,3,0,43545,174498,9700,65344,53940,118854,0.36,5,0.691,12,2
4,12,1987,small,famiclone,meridian,8.80,45.3,28.0,1.618,2,3,0,188498,792622,9700,65344,53940,736978,1.57,5,0.728,12,2
4,13,1988,small,famiclone,meridian,8.30,57.8,28.0,2.063,1,3,0,248714,1056172,9900,65531,53940,1000541,2.07,5,0.764,12,2
4,14,1988,medium,famiclone,meridian,7.90,959.5,983.0,0.976,3,7,0,640992,4031665,21900,112041,86304,3941524,5.34,4,0.686,12,5
4,17,1988,small,famiclone,northgate,6.40,26.0,28.0,0.930,3,7,3,7082,6063,19400,45601,30691,-20138,0.06,5,0.358,2,2
4,15,1988,medium,famiclone,meridian,7.90,1020.9,983.0,1.039,1,7,0,641472,4067242,23500,132220,104518,3958522,5.35,4,0.739,15,5
4,18,1988,small,famiclone,northgate,7.70,39.1,28.0,1.395,3,4,1,29172,93725,11400,31764,22986,73361,0.24,6,0.825,3,2
4,16,1988,medium,famiclone,northgate,6.90,884.6,983.0,0.900,3,6,0,653047,3391893,31600,109162,84847,3314331,5.44,4,0.771,15,5
4,21,1988,medium,famiclone,northgate,7.80,1043.7,983.0,1.062,1,6,1,959724,5133437,36100,147188,119448,5022349,8.00,6,0.516,16,5
4,20,1988,small,famiclone,northgate,8.90,46.0,28.0,1.642,2,4,2,940810,3413102,13100,40565,30507,3385637,7.84,5,0.814,4,2
4,23,1989,medium,famiclone,northgate,7.90,981.4,983.0,0.998,0,7,1,959526,5219243,40300,154937,123939,5104606,8.00,6,1.095,15,5
4,19,1988,medium,famiclone,northgate,6.70,937.3,983.0,0.954,0,6,1,217313,1118234,36700,150448,122231,1004486,1.81,6,0.570,17,5
4,22,1989,small,famiclone,northgate,8.80,43.4,28.0,1.549,3,4,2,643738,2372783,13800,47243,36623,2339340,5.36,6,0.719,5,2
4,25,1989,medium,famiclone,northgate,8.00,1005.5,983.0,1.023,0,6,1,959528,5279779,35100,151037,124000,5163842,8.00,7,0.819,14,5
4,26,1989,medium,famiclone,northgate,6.60,724.8,983.0,0.737,3,7,0,783366,4354136,28400,81267,59400,4301269,6.53,8,0.373,7,5
4,27,1989,medium,famiclone,northgate,8.30,1090.0,983.0,1.109,0,6,1,955319,5333632,34200,166411,140089,5201421,7.96,9,0.686,13,5
4,24,1989,medium,famiclone,northgate,5.70,600.7,983.0,0.611,0,7,1,146906,783164,29900,80210,57193,732854,1.22,7,0.319,6,5
4,29,1989,medium,famiclone,northgate,7.10,975.8,983.0,0.993,0,7,1,656782,3701446,37000,186829,158331,3551617,5.47,7,0.372,12,5
4,28,1989,medium,famiclone,northgate,6.00,705.2,983.0,0.717,0,7,1,618358,3480677,32200,97992,73197,3414885,5.15,7,0.909,8,5
4,30,1989,medium,famiclone,atlas,6.30,810.7,983.0,0.825,0,7,1,656664,2932261,48700,116044,90416,2864917,5.47,6,0.934,9,5
4,32,1990,medium,famiclone,atlas,7.10,905.3,983.0,0.921,0,6,1,656267,2963420,46300,120416,96068,2889304,5.47,5,1.043,10,5
4,33,1990,medium,famiclone,atlas,8.60,1141.1,983.0,1.161,1,6,0,656170,2989856,42700,120003,97531,2912553,5.47,6,0.411,10,5
4,31,1989,medium,famiclone,atlas,6.80,912.0,983.0,0.928,2,6,0,596038,2673018,43300,126876,104069,2589442,4.97,7,0.436,11,5
4,34,1990,medium,famiclone,atlas,7.50,859.8,983.0,0.875,1,7,1,656498,3026905,52300,137687,110178,2941518,5.47,7,0.890,10,5
4,35,1990,medium,famiclone,atlas,7.70,1023.2,983.0,1.041,0,7,1,656611,3056555,52300,152906,125397,2955949,5.47,8,0.398,10,5
