seed,year,cash,staff,payroll_mo,office,teams,rent_mo,released,avg_review,consumer_rep,fans
8,1986,1611,1,0,bedroom,1,0,2,4.25,0.8,0
8,1987,10068,1,0,bedroom,1,0,6,5.13,1.8,95
8,1988,1503210,12,39975,large_studio_floor,1,8502,11,6.54,13.3,25494
8,1989,6456776,20,79100,campus,2,123200,18,6.83,26.7,115581
8,1990,44636932,20,84825,campus,2,126500,28,7.01,48.8,433151
8,1991,69125918,20,118150,campus,2,130900,38,6.99,68.7,566675
8,1992,83519696,20,146000,campus,2,135300,48,7.03,92.5,661980
8,1993,98251451,20,175450,campus,2,139700,59,6.97,100.0,725882
8,1994,104730309,20,227200,campus,2,144100,61,7.00,100.0,777603
8,1995,109495415,20,262750,campus,2,148500,65,7.06,100.0,821807
8,1996,112924298,20,291075,campus,2,152900,67,7.08,100.0,861587
8,1997,117894587,20,291075,campus,2,157300,69,7.09,100.0,896602
8,1997,117894587,20,291075,campus,2,157300,69,7.09,100.0,896602
