seed,year,cash,staff,payroll_mo,office,teams,rent_mo,released,avg_review,consumer_rep,fans
6,1986,1411,1,0,bedroom,1,0,2,4.30,0.8,0
6,1987,6253,1,0,bedroom,1,0,5,4.94,1.0,59
6,1988,1242693,12,35775,studio_building,1,41420,12,6.94,17.9,38180
6,1989,13330022,20,79050,campus,2,123200,21,7.35,40.3,229281
6,1990,57243399,20,94600,campus,2,126500,31,7.28,63.1,550374
6,1991,81529341,20,121500,campus,2,130900,41,7.17,81.4,685338
6,1992,95835790,20,146950,campus,2,135300,51,7.12,100.0,761032
6,1993,111899386,20,170775,campus,2,139700,62,7.11,100.0,839298
6,1994,117591721,20,212200,campus,2,144100,65,7.10,100.0,874519
6,1995,124278833,20,239525,campus,2,148500,68,7.11,100.0,913914
6,1996,123891478,20,247700,campus,2,152900,70,7.09,100.0,928313
6,1997,129073190,20,254025,campus,2,157300,72,7.11,100.0,964469
6,1997,129073190,20,254025,campus,2,157300,72,7.11,100.0,964469
