seed,year,cash,staff,payroll_mo,office,teams,rent_mo,released,avg_review,consumer_rep,fans
1,1986,1905,1,0,bedroom,1,0,3,4.63,0.3,3
1,1987,82957,1,0,shared_workspace,1,901,6,5.50,3.5,896
1,1988,1260586,12,51500,studio_building,1,41420,13,7.12,21.1,37974
1,1989,9552874,20,90225,campus,2,123200,22,7.35,42.9,185280
1,1990,47555042,20,109400,campus,2,126500,32,7.19,61.6,414764
1,1991,77024474,20,113200,campus,2,130900,42,7.23,87.7,613571
1,1992,93247511,20,163075,campus,2,135300,52,7.24,100.0,716004
1,1993,108825636,20,185350,campus,2,139700,62,7.19,100.0,791825
1,1994,113502029,20,230650,campus,2,144100,66,7.19,100.0,831969
1,1995,117072349,20,251925,campus,2,148500,68,7.21,100.0,863727
1,1996,117478988,20,269450,campus,2,152900,70,7.23,100.0,890995
1,1997,122070963,20,269450,campus,2,157300,72,7.24,100.0,928032
1,1997,122070963,20,269450,campus,2,157300,72,7.24,100.0,928032
