seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct,concurrent,genre_demand,team_size,useful_staff
7,0,1985,small,microstar_64,thrift,4.50,22.0,28.0,0.787,16,10,1,235,0,3500,7773,0,-4273,0.01,1,0.994,1,2
7,1,1985,small,microstar_64,thrift,4.00,21.0,28.0,0.751,18,9,0,91,0,3000,6743,0,-3743,0.00,1,1.090,1,2
7,2,1986,small,microstar_64,thrift,4.40,22.9,28.0,0.817,20,10,0,195,0,3300,7304,0,-4004,0.01,1,0.801,1,2
7,3,1986,small,microstar_64,thrift,6.10,26.2,28.0,0.937,14,8,0,4536,23076,2800,6171,0,19705,0.12,1,1.242,1,2
7,4,1986,small,microstar_64,thrift,8.10,33.5,28.0,1.198,2,8,5,35842,200688,4000,8990,0,195698,0.94,1,0.600,1,2
7,5,1986,small,microstar_64,thrift,8.70,44.9,28.0,1.603,3,4,3,207849,1189842,2600,11758,5942,1180684,5.47,2,0.854,3,2
7,6,1987,small,famiclone,thrift,8.40,48.0,28.0,1.714,2,3,2,187456,968843,4500,33782,23879,939561,1.56,3,1.073,8,2
7,7,1987,small,famiclone,thrift,8.40,46.9,28.0,1.675,0,3,1,136129,705112,5300,62036,50158,648376,1.13,3,0.611,12,2
7,8,1987,small,famiclone,thrift,8.50,43.0,28.0,1.536,3,4,0,51755,265451,6000,69672,56286,201779,0.43,4,0.852,12,2
7,9,1987,small,famiclone,meridian,8.80,44.9,28.0,1.603,3,3,0,89352,364780,9800,59486,47966,315094,0.74,4,0.604,13,2
7,12,1987,small,famiclone,meridian,6.50,25.5,28.0,0.912,9,7,5,2601,0,13500,43409,27538,-29909,0.02,6,0.454,4,2
7,11,1987,small,famiclone,meridian,8.20,53.3,28.0,1.903,1,3,0,37815,150658,10100,64074,52210,96684,0.32,5,0.480,13,2
7,13,1987,small,famiclone,meridian,7.90,47.2,28.0,1.684,2,3,0,20361,77542,9700,58309,46905,28933,0.17,5,0.525,12,2
7,10,1987,small,famiclone,meridian,8.70,51.6,28.0,1.842,1,4,0,217173,904637,12300,80107,65627,836830,1.81,5,0.838,14,2
7,15,1988,small,famiclone,meridian,8.50,40.8,28.0,1.458,3,4,2,36299,148009,9400,40865,29825,116544,0.30,5,0.367,5,2
7,14,1988,small,famiclone,meridian,8.80,46.0,28.0,1.642,3,3,0,463175,1985170,9500,52221,41075,1942449,3.86,4,0.702,11,2
7,17,1988,medium,famiclone,northgate,5.40,616.4,983.0,0.627,2,7,2,20450,74997,32400,75981,51036,31416,0.17,6,0.241,7,5
7,16,1988,medium,famiclone,meridian,7.30,891.4,983.0,0.907,1,6,0,277194,1755753,18300,74246,52703,1699807,2.31,6,0.736,10,5
7,18,1988,medium,famiclone,northgate,7.40,952.3,983.0,0.969,0,7,1,405578,2096280,32900,81780,56439,2047400,3.38,5,0.488,9,5
7,19,1988,medium,famiclone,northgate,6.40,728.1,983.0,0.741,3,7,0,167326,857169,28300,71210,49410,814259,1.39,5,0.237,8,5
7,20,1988,medium,famiclone,northgate,7.80,1015.3,983.0,1.033,0,6,1,589662,3103288,28900,69526,47328,3062662,4.91,6,0.586,10,5
7,21,1988,medium,famiclone,northgate,6.10,737.6,983.0,0.750,0,7,1,137792,706952,32000,86913,62264,652039,1.15,6,0.294,9,5
7,22,1988,medium,famiclone,northgate,7.10,948.6,983.0,0.965,2,6,0,323458,1710159,28800,89096,66917,1649863,2.70,7,0.625,11,5
7,23,1988,medium,famiclone,northgate,6.40,780.0,983.0,0.793,3,7,0,239832,1267181,30700,93195,69547,1204686,2.00,7,0.431,10,5
7,24,1989,medium,famiclone,northgate,7.20,950.4,983.0,0.967,0,7,1,617216,3318267,34200,103588,77310,3248879,5.14,7,0.531,10,5
7,26,1989,medium,famiclone,northgate,7.60,948.3,983.0,0.965,0,7,1,959634,5239158,34900,117159,90332,5156899,8.00,7,0.965,10,5
7,25,1989,medium,famiclone,northgate,6.70,885.6,983.0,0.901,0,6,1,382323,2059936,31100,102033,78136,1989003,3.19,8,0.202,10,5
7,28,1989,medium,famiclone,northgate,8.10,1052.7,983.0,1.071,0,7,1,959166,5289761,34900,136960,110133,5187701,7.99,9,0.648,10,5
7,30,1989,medium,famiclone,northgate,7.80,980.2,983.0,0.997,2,6,0,946889,5311800,28700,98108,76016,5242392,7.89,9,0.718,10,5
7,31,1989,medium,famiclone,northgate,7.70,1056.5,983.0,1.075,0,7,1,687983,3880452,34900,136960,110133,3778392,5.73,10,0.281,10,5
7,32,1989,medium,famiclone,atlas,7.80,1013.4,983.0,1.031,3,6,0,656376,2945719,42000,109919,87827,2877800,5.47,9,0.834,10,5
7,27,1989,medium,famiclone,northgate,5.90,799.3,983.0,0.813,0,6,1,241558,1307425,31400,102322,78136,1236503,2.01,8,0.322,10,5
7,29,1989,medium,famiclone,northgate,6.90,848.8,983.0,0.863,0,6,1,611321,3397502,31400,102986,78800,3325916,5.09,10,0.304,10,5
