seed,year,cash,staff,payroll_mo,office,teams,rent_mo,released,avg_review,consumer_rep,fans
2,1986,1091,1,0,bedroom,1,0,3,4.87,0.3,0
2,1987,628296,8,21150,professional_studio,1,5088,6,6.18,6.2,8741
2,1988,3492395,16,60475,studio_building,2,41420,15,7.55,28.5,78237
2,1989,8918106,20,87975,campus,2,123200,25,7.43,49.5,184482
2,1990,57341704,20,96100,campus,2,126500,35,7.49,79.7,561008
2,1991,82682248,20,121025,campus,2,130900,45,7.47,100.0,724861
2,1992,99438604,20,155575,campus,2,135300,55,7.50,100.0,838330
2,1993,116191459,20,175850,campus,2,139700,65,7.49,100.0,926605
2,1994,119173201,20,246950,campus,2,144100,69,7.49,100.0,964601
2,1995,123909980,20,253825,campus,2,148500,71,7.49,100.0,997178
2,1996,124658047,20,260550,campus,2,152900,73,7.50,100.0,1021492
2,1997,129188860,20,282450,campus,2,157300,75,7.51,100.0,1057335
2,1997,129188860,20,282450,campus,2,157300,75,7.51,100.0,1057335
