seed,year,cash,staff,payroll_mo,office,teams,rent_mo,released,avg_review,consumer_rep,fans
7,1986,-854,1,0,bedroom,1,0,2,4.25,0.4,0
7,1987,227083,3,5100,shared_workspace,1,901,6,5.97,5.8,2740
7,1988,2643106,16,53650,studio_building,2,41420,14,7.23,23.8,63501
7,1989,8208794,20,79550,campus,2,123200,24,7.18,42.9,164232
7,1990,42324862,20,109075,campus,2,126500,34,7.22,68.1,418253
7,1991,65682330,20,130350,campus,2,130900,45,7.17,91.8,568860
7,1992,81584135,20,178150,campus,2,135300,56,7.20,100.0,677911
7,1993,97923536,20,193450,campus,2,139700,65,7.24,100.0,780232
7,1994,103529033,20,256475,campus,2,144100,69,7.28,100.0,835193
7,1995,105205107,20,281150,campus,2,148500,71,7.29,100.0,865253
7,1996,105344183,20,296550,campus,2,152900,73,7.31,100.0,891463
7,1997,109563038,20,302400,campus,2,157300,75,7.33,100.0,931047
7,1997,109563038,20,302400,campus,2,157300,75,7.33,100.0,931047
