seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct
2,0,1985,small,microstar_64,thrift,4.70,29.6,38.0,0.779,16,9,2,167,0,3500,7743,0,-4243,0.00
2,1,1985,small,microstar_64,thrift,5.50,35.9,38.0,0.945,22,9,0,669,814,3000,6743,0,-2929,0.02
2,2,1985,small,microstar_64,thrift,5.00,33.1,38.0,0.871,18,8,0,294,0,2800,6228,0,-3428,0.01
2,3,1986,small,microstar_64,thrift,5.00,30.5,38.0,0.802,14,7,0,401,0,2700,5900,0,-3200,0.01
2,4,1986,small,microstar_64,thrift,4.40,27.5,38.0,0.724,13,7,0,183,0,2700,5900,0,-3200,0.00
2,5,1986,small,microstar_64,thrift,5.30,29.8,38.0,0.784,10,7,0,1161,3924,2700,5900,0,724,0.03
2,6,1987,small,microstar_64,thrift,4.10,28.8,38.0,0.759,19,7,0,74,0,2600,5755,0,-3155,0.00
2,7,1987,small,famiclone,thrift,5.30,32.8,38.0,0.864,17,7,0,1267,1703,4800,10559,0,-4056,0.01
2,8,1989,small,famiclone,thrift,2.90,24.5,38.0,0.646,14,6,0,89,0,4800,10604,0,-5804,0.00
2,9,1991,small,famiclone,thrift,5.00,32.3,38.0,0.849,17,7,0,744,0,5300,11672,0,-6372,0.01
2,10,1992,small,ibm_compatible,thrift,5.20,29.5,38.0,0.776,11,6,0,930,2212,3100,6813,0,-1501,0.01
2,11,1992,small,ibm_compatible,thrift,6.20,34.2,38.0,0.900,12,7,0,3004,13948,3200,7149,0,9999,0.03
2,12,1992,small,ibm_compatible,thrift,7.30,39.8,38.0,1.047,6,7,5,50078,281541,4900,10855,0,275586,0.56
2,15,1993,medium,pocket_play,meridian,6.80,144.1,166.0,0.868,3,6,1,24117,121935,23200,100940,73616,44195,0.30
2,13,1993,small,ibm_compatible,thrift,8.40,46.6,38.0,1.226,2,5,4,146300,837148,4100,18656,9547,822592,1.63
2,14,1993,small,pocket_play,thrift,9.30,50.1,38.0,1.318,3,4,2,639725,3258824,5700,39241,26653,3225283,8.00
2,16,1993,small,pocket_play,meridian,5.80,29.7,38.0,0.782,3,6,2,6021,13920,10900,37182,24309,-12362,0.08
2,17,1993,small,pocket_play,meridian,5.80,31.5,38.0,0.828,2,4,2,5932,15578,8900,28975,18464,-4497,0.07
2,18,1994,small,pocket_play,meridian,6.50,35.8,38.0,0.941,2,4,2,17338,62523,9100,29120,18464,42503,0.22
2,21,1994,small,mega16,meridian,5.40,29.8,38.0,0.784,3,3,2,4299,4885,12800,34288,19224,-16603,0.04
2,20,1994,large,pocket_play,meridian,8.00,1273.9,1300.0,0.980,0,36,2,191751,1368829,231400,827713,555450,772516,2.40
2,22,1994,small,mega16,meridian,5.80,33.0,38.0,0.870,3,3,1,5490,10776,11800,32352,18450,-9776,0.05
2,19,1994,small,mega16,meridian,7.30,33.8,38.0,0.889,2,3,2,207604,828671,12500,30825,16156,810346,2.08
2,24,1994,small,mega16,meridian,6.10,28.4,38.0,0.747,1,2,1,25559,95677,9800,23808,12300,81669,0.26
2,23,1994,small,mega16,meridian,6.20,34.1,38.0,0.897,1,3,1,43242,166919,11100,28420,15375,149599,0.43
2,25,1994,small,mega16,meridian,6.30,35.5,38.0,0.934,3,3,1,25880,95928,11100,28420,15375,78608,0.26
2,26,1995,small,mega16,meridian,7.00,37.0,38.0,0.975,3,3,1,48760,191015,11200,28560,15375,173655,0.49
2,27,1995,large,mega16,meridian,7.50,1254.3,1300.0,0.965,0,36,2,47734,53992,344000,937121,532362,-539129,0.48
2,29,1995,small,ibm_compatible,northgate,5.40,26.6,38.0,0.699,2,2,0,7491,24223,6000,25397,20820,4826,0.08
2,28,1995,small,ibm_compatible,northgate,8.70,40.9,38.0,1.076,1,3,1,594917,2360837,7600,21190,15375,2347247,6.61
2,32,1995,small,ibm_compatible,northgate,4.90,26.2,38.0,0.689,2,2,0,3231,7118,6000,25397,20820,-12279,0.04
2,30,1995,small,ibm_compatible,northgate,6.40,29.0,38.0,0.764,1,2,0,31048,119222,6000,25397,20820,99825,0.34
2,33,1995,small,ibm_compatible,northgate,4.50,25.2,38.0,0.663,1,2,0,1941,1861,6000,25397,20820,-17536,0.02
2,31,1995,small,ibm_compatible,northgate,6.20,29.5,38.0,0.776,2,2,0,31669,122207,6000,25397,20820,102810,0.35
2,34,1995,small,ibm_compatible,northgate,5.40,26.3,38.0,0.692,1,2,0,8825,29592,6000,25397,20820,10195,0.10
2,35,1995,small,ibm_compatible,northgate,5.70,27.8,38.0,0.731,1,2,0,12840,45765,6000,25397,20820,26368,0.14
2,36,1995,small,ibm_compatible,northgate,6.80,30.6,38.0,0.805,2,2,0,45328,176894,6000,25397,20820,157497,0.50
2,37,1995,small,ibm_compatible,northgate,4.60,25.8,38.0,0.679,1,2,0,1772,1188,6000,25397,20820,-18209,0.02
2,38,1995,large,ibm_compatible,northgate,8.90,1345.4,1300.0,1.035,0,37,1,93976,511527,248100,598368,407516,161259,1.04
