seed,year,cash,staff,payroll_mo,office,teams,rent_mo,released,avg_review,consumer_rep,fans
1,1986,2476,1,0,bedroom,1,0,3,4.50,0.0,0
1,1987,1844,1,0,bedroom,1,0,6,4.87,0.0,1
1,1988,3118,1,0,bedroom,1,0,9,5.12,1.8,67
1,1989,53961,1,0,bedroom,1,0,12,5.47,6.8,645
1,1990,2777506,16,61025,studio_building,2,43700,17,5.79,14.3,39456
1,1991,4512259,16,61025,studio_building,2,45220,28,6.10,30.7,70708
1,1992,2704005,16,70700,campus,2,135300,40,6.47,61.9,111130
1,1993,5255988,20,125800,campus,2,139700,50,6.60,84.3,171702
1,1994,5624761,20,155000,campus,2,144100,54,6.62,92.3,216311
1,1995,7296865,20,189550,campus,2,148500,56,6.66,98.5,265924
1,1996,8534911,20,212800,campus,2,152900,58,6.70,100.0,316730
1,1996,8534911,20,212800,campus,2,152900,58,6.70,100.0,316730
