seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct
4,0,1985,small,microstar_64,thrift,4.30,33.4,38.0,0.880,30,11,0,108,0,3600,8055,0,-4455,0.00
4,1,1985,small,microstar_64,thrift,4.40,31.4,38.0,0.827,13,9,0,87,0,3000,6743,0,-3743,0.00
4,2,1986,small,microstar_64,thrift,4.60,30.6,38.0,0.806,16,9,0,320,0,3000,6773,0,-3773,0.01
4,3,1986,small,microstar_64,thrift,6.00,32.5,38.0,0.856,15,8,0,2802,13084,2900,6415,0,9569,0.07
4,4,1986,small,microstar_64,thrift,7.40,40.0,38.0,1.052,6,8,5,16985,93138,3900,8746,0,88292,0.45
4,6,1987,small,famiclone,thrift,6.50,30.8,38.0,0.811,3,3,1,6964,32707,3700,18465,10321,17942,0.06
4,5,1987,small,microstar_64,thrift,9.30,47.7,38.0,1.255,4,8,5,207923,1190543,4000,14806,5970,1179737,5.47
4,7,1987,small,famiclone,thrift,6.90,37.8,38.0,0.994,2,3,0,7842,37315,3800,31499,22986,9616,0.07
4,8,1987,small,famiclone,meridian,6.70,36.1,38.0,0.949,2,3,0,7476,22681,8600,51616,41515,-20335,0.06
4,9,1987,small,famiclone,meridian,6.90,39.6,38.0,1.042,2,3,0,5591,13795,9700,68719,57315,-45224,0.05
4,10,1987,small,famiclone,meridian,8.90,43.9,38.0,1.156,2,3,0,139430,579202,9700,68719,57315,520183,1.16
4,11,1987,small,famiclone,meridian,9.00,48.2,38.0,1.267,3,3,0,136220,572648,9700,68719,57315,513629,1.14
4,13,1988,small,famiclone,northgate,7.80,44.3,38.0,1.165,2,3,0,166607,579333,15100,68936,57315,525497,1.39
4,12,1987,small,famiclone,meridian,8.80,45.3,38.0,1.193,2,3,0,478061,2059342,9700,68719,57315,2000323,3.98
4,14,1988,medium,famiclone,northgate,8.70,188.2,166.0,1.134,0,6,1,487310,2541000,33900,128018,101953,2446882,4.06
4,16,1988,small,famiclone,northgate,6.40,29.7,38.0,0.782,4,7,5,17780,44414,21200,42961,26638,22653,0.15
4,18,1988,small,famiclone,northgate,5.30,29.0,38.0,0.762,3,4,0,4216,5645,10200,20572,12720,-4727,0.04
4,15,1988,medium,famiclone,northgate,8.10,164.4,166.0,0.991,3,6,0,214266,1115763,31600,115182,90867,1032181,1.79
4,19,1988,small,famiclone,northgate,5.30,26.5,38.0,0.699,0,3,1,6107,11435,11500,28411,19590,-5476,0.05
4,17,1988,medium,famiclone,northgate,9.10,186.0,166.0,1.121,0,6,1,651047,3503404,33400,123140,97480,3413664,5.43
4,23,1989,medium,famiclone,northgate,5.40,106.6,166.0,0.642,3,6,0,11517,40821,24400,52288,33512,12933,0.10
4,21,1988,small,famiclone,northgate,7.10,30.7,38.0,0.807,0,3,1,63667,231359,11200,27617,19025,214942,0.53
4,22,1988,medium,famiclone,northgate,7.30,149.8,166.0,0.902,2,6,0,92102,485406,32500,130855,105847,387051,0.77
4,20,1988,medium,famiclone,northgate,9.30,193.3,166.0,1.165,0,6,1,881920,4819097,34500,138334,111830,4715263,7.35
4,25,1989,medium,famiclone,atlas,5.70,117.1,166.0,0.706,0,6,1,16162,31643,41400,71436,49644,1607,0.13
4,24,1989,medium,famiclone,northgate,7.60,157.7,166.0,0.950,3,6,0,217765,1200345,32400,124939,99996,1107806,1.81
4,27,1989,medium,famiclone,atlas,6.20,131.9,166.0,0.795,3,6,0,45124,168136,39000,70929,50415,136207,0.38
4,26,1989,medium,famiclone,atlas,8.50,189.3,166.0,1.140,3,6,0,958680,4290973,46000,137264,113036,4199709,7.99
4,29,1989,medium,famiclone,atlas,9.10,176.0,166.0,1.060,0,7,1,957315,4417568,49100,105722,79884,4360946,7.98
4,28,1989,medium,famiclone,atlas,8.20,168.2,166.0,1.013,2,6,0,485189,2190056,44700,135950,112431,2098806,4.04
4,30,1989,medium,famiclone,atlas,9.10,196.8,166.0,1.186,0,6,1,954799,4483853,47300,139269,114368,4391884,7.96
4,32,1989,medium,famiclone,atlas,8.50,186.5,166.0,1.124,0,6,1,655567,3153779,46000,133938,109752,3065841,5.46
4,31,1989,medium,famiclone,atlas,8.00,174.3,166.0,1.050,2,6,0,655590,3121647,41900,90553,68520,3072994,5.46
4,33,1989,medium,famiclone,atlas,8.40,167.4,166.0,1.009,3,6,0,655332,3200232,42000,91189,69097,3151043,5.46
4,36,1990,medium,famiclone,atlas,9.10,194.3,166.0,1.170,0,6,1,654909,3313579,47100,134549,109752,3226130,5.46
4,34,1990,medium,famiclone,atlas,8.10,171.3,166.0,1.032,1,6,1,498931,2454226,46300,134131,109752,2366395,4.16
4,35,1990,medium,famiclone,atlas,8.30,179.0,166.0,1.078,0,6,1,655874,3277809,47100,103765,78968,3221144,5.47
4,37,1990,medium,famiclone,atlas,8.60,186.5,166.0,1.124,3,6,0,655740,3332749,43000,91743,69097,3284006,5.46
4,38,1990,medium,famiclone,atlas,8.70,184.7,166.0,1.113,0,6,1,655583,3327839,47100,134549,109752,3240390,5.46
4,39,1990,medium,famiclone,atlas,8.60,182.1,166.0,1.097,3,6,0,655931,3333732,43000,98162,75516,3278570,5.47
4,40,1990,medium,famiclone,atlas,9.00,184.1,166.0,1.109,3,6,0,655058,3329236,43000,118679,96033,3253557,5.46
4,41,1990,medium,famiclone,atlas,9.10,191.0,166.0,1.150,0,6,1,651375,3306179,47100,113941,89144,3239338,5.43
4,42,1990,medium,famiclone,atlas,9.10,194.1,166.0,1.169,0,6,1,642127,3258569,47100,141559,116762,3164110,5.35
4,43,1990,medium,famiclone,atlas,7.50,172.1,166.0,1.037,3,6,0,229413,1138018,43000,107287,84641,1073731,1.91
4,44,1990,medium,famiclone,atlas,8.40,179.9,166.0,1.084,2,6,0,401528,2024063,43000,128493,105847,1938570,3.35
4,45,1991,medium,famiclone,atlas,6.90,167.4,166.0,1.008,2,6,0,37476,149523,43400,110691,87866,82232,0.31
4,46,1991,medium,famiclone,atlas,9.50,193.3,166.0,1.164,0,6,1,400960,2015942,48200,146343,120968,1917799,3.34
4,47,1991,medium,famiclone,atlas,8.50,182.6,166.0,1.100,2,6,0,402032,2025257,44400,128101,104720,1941556,3.35
4,48,1991,medium,famiclone,atlas,7.90,174.4,166.0,1.051,2,6,0,235363,1167247,44400,129228,105847,1082419,1.96
4,49,1991,medium,famiclone,atlas,8.90,192.7,166.0,1.161,0,6,1,402012,2020857,48700,145286,119680,1924271,3.35
4,50,1991,medium,famiclone,atlas,7.70,173.2,166.0,1.043,0,6,1,239688,1185213,48700,147336,121730,1086577,2.00
4,52,1991,medium,famiclone,atlas,6.90,159.3,166.0,0.960,3,6,0,65118,290826,44400,140238,116857,194988,0.54
4,51,1991,medium,famiclone,atlas,8.00,178.3,166.0,1.074,1,6,1,226886,1119310,48700,145286,119680,1022724,1.89
4,54,1991,medium,famiclone,atlas,8.80,191.3,166.0,1.153,0,6,1,362187,1815838,48700,164022,138416,1700516,3.02
4,53,1991,medium,famiclone,atlas,7.70,165.8,166.0,0.999,0,6,1,121310,575804,48700,145286,119680,479218,1.01
4,55,1991,medium,famiclone,atlas,7.90,174.5,166.0,1.051,2,6,0,201216,991460,44400,128101,104720,907759,1.68
4,56,1992,medium,famiclone,atlas,9.10,182.8,166.0,1.101,3,6,0,201755,994035,44600,144587,121114,894048,1.68
4,57,1992,medium,famiclone,atlas,7.80,178.1,166.0,1.073,0,6,1,110436,518921,49600,155509,129400,413012,0.92
4,58,1992,medium,ibm_compatible,atlas,6.90,155.7,166.0,0.938,2,6,0,79195,422394,30600,137214,121114,315780,0.88
4,59,1992,medium,ibm_compatible,atlas,8.90,184.2,166.0,1.110,0,6,1,427170,2410013,33400,164006,146418,2279407,4.75
4,60,1992,medium,ibm_compatible,atlas,8.20,182.0,166.0,1.097,0,6,1,427248,2410459,33400,164761,147173,2279098,4.75
4,61,1992,medium,ibm_compatible,atlas,8.60,185.1,166.0,1.115,3,6,0,426660,2409893,30600,155631,139531,2284862,4.74
4,62,1992,medium,ibm_compatible,atlas,9.30,198.7,166.0,1.197,3,6,0,426550,2409266,30600,153769,137669,2286097,4.74
4,63,1992,medium,ibm_compatible,atlas,9.50,192.6,166.0,1.160,0,6,1,426452,2405906,33400,177052,159464,2262254,4.74
4,64,1992,medium,ibm_compatible,atlas,8.30,181.5,166.0,1.093,3,6,0,443010,2503418,30600,153769,137669,2380249,4.92
4,66,1992,medium,ibm_compatible,atlas,9.10,193.6,166.0,1.166,2,6,0,480006,2715034,30600,153769,137669,2591865,5.33
4,65,1992,medium,ibm_compatible,atlas,8.50,180.5,166.0,1.088,3,6,0,479803,2713874,30600,163961,147861,2580513,5.33
4,67,1993,medium,ibm_compatible,atlas,8.80,185.6,166.0,1.118,0,6,1,479178,2707397,33500,195837,178200,2545060,5.32
4,68,1993,medium,ibm_compatible,atlas,9.80,203.3,166.0,1.225,1,6,1,479384,2708375,33700,175089,157336,2566986,5.33
4,69,1993,large,pocket_play,atlas,8.10,1341.1,1300.0,1.032,1,35,1,619485,3816844,435300,1113957,884847,3138187,7.74
4,70,1993,large,pocket_play,atlas,9.30,1393.7,1300.0,1.072,0,36,1,570992,3467989,451300,1049749,812227,2869540,7.14
4,71,1994,large,pocket_play,atlas,9.80,1468.2,1300.0,1.129,0,36,1,464850,2727930,462800,1383259,1139663,1807471,5.81
4,72,1994,large,pocket_play,atlas,8.10,1342.2,1300.0,1.032,0,36,1,465331,2730431,463600,1334506,1090504,1859525,5.82
4,73,1995,large,mega16,atlas,8.70,1405.1,1300.0,1.081,1,36,1,488392,2570730,705400,1720346,1349095,1555784,4.88
4,74,1995,large,mega16,atlas,8.40,1425.4,1300.0,1.096,0,37,1,489733,2552327,732800,1565651,1179984,1719476,4.90
