seed,year,cash,staff,payroll_mo,office,teams,rent_mo,released,avg_review,consumer_rep,fans
7,1986,1511,1,0,bedroom,1,0,2,4.90,0.8,2
7,1987,567487,8,22350,professional_studio,1,5088,6,6.18,8.2,7225
7,1988,1319395,12,43600,studio_building,1,41420,13,7.14,32.3,45170
7,1989,3582667,18,83900,campus,2,123200,22,7.24,56.1,181637
7,1990,15132982,20,102525,campus,2,126500,33,7.23,82.3,393664
7,1991,29382773,20,112025,campus,2,130900,45,7.37,100.0,623898
7,1992,38051493,20,159950,campus,2,135300,56,7.48,100.0,794761
7,1993,51395552,20,172750,campus,2,139700,67,7.59,100.0,1008312
7,1994,61878521,20,229275,campus,2,144100,71,7.63,100.0,1170359
7,1995,62568829,20,251975,campus,2,148500,73,7.63,100.0,1219890
7,1996,60653134,20,283425,campus,2,152900,75,7.63,100.0,1255320
7,1996,60653134,20,283425,campus,2,152900,75,7.63,100.0,1255320
