seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct
6,17,1988,small,famiclone,northgate,6.20,31.3,38.0,0.823,3,3,1,8892,21837,10200,20852,13011,11185,0.07
6,19,1988,small,famiclone,northgate,6.60,32.3,38.0,0.849,2,3,1,17393,52114,11500,27895,19074,35719,0.14
6,16,1988,medium,famiclone,meridian,9.20,192.9,166.0,1.162,0,6,1,419487,2658926,21800,104622,78962,2576104,3.50
6,18,1988,medium,famiclone,northgate,8.40,186.7,166.0,1.125,1,6,0,231092,1195003,29800,87504,64575,1137299,1.93
6,20,1988,medium,famiclone,northgate,7.20,160.2,166.0,0.965,3,6,0,32410,145747,28900,77362,55125,97285,0.27
6,21,1988,medium,famiclone,northgate,6.40,123.4,166.0,0.743,1,6,1,25397,111617,26200,57262,37143,80555,0.21
6,23,1989,medium,famiclone,northgate,6.10,123.0,166.0,0.741,1,6,1,28103,126740,28500,82473,60518,72767,0.23
6,25,1989,medium,famiclone,northgate,6.00,117.4,166.0,0.707,0,6,1,15383,55129,30800,107150,83440,-21221,0.13
6,22,1989,medium,famiclone,northgate,9.00,186.9,166.0,1.126,3,6,0,592728,3199546,28700,78600,56514,3149646,4.94
6,24,1989,medium,famiclone,northgate,7.70,177.5,166.0,1.069,3,6,0,181233,974147,29400,82152,59505,921395,1.51
6,26,1989,medium,famiclone,northgate,9.80,225.1,166.0,1.356,0,7,1,958027,5327387,34900,99880,73053,5262407,7.98
6,27,1989,medium,famiclone,northgate,7.60,149.3,166.0,0.900,1,6,1,242066,1346579,31400,111466,87280,1266513,2.02
6,28,1989,medium,famiclone,atlas,7.40,168.5,166.0,1.015,3,6,0,203698,885060,42000,78911,56819,848149,1.70
6,29,1989,medium,famiclone,atlas,7.20,143.4,166.0,0.864,1,6,1,190001,826727,46000,111466,87280,761261,1.58
6,31,1989,medium,famiclone,atlas,6.80,137.0,166.0,0.825,1,6,1,112848,484353,46000,111466,87280,418887,0.94
6,30,1989,medium,famiclone,atlas,8.60,184.9,166.0,1.114,0,6,1,655848,2991219,46000,100096,75910,2937123,5.47
6,32,1989,medium,famiclone,atlas,7.90,178.6,166.0,1.076,3,6,0,295116,1353471,42000,91714,69622,1303757,2.46
6,34,1990,medium,famiclone,atlas,9.80,208.4,166.0,1.256,0,6,1,655148,3117935,46800,110610,85987,3054125,5.46
6,33,1990,medium,famiclone,atlas,7.70,157.8,166.0,0.951,2,6,1,341723,1587741,46300,111659,87280,1522382,2.85
6,35,1990,medium,famiclone,atlas,7.30,135.4,166.0,0.815,0,6,1,223669,1054675,47100,112077,87280,989698,1.86
6,36,1990,medium,famiclone,atlas,9.20,185.1,166.0,1.115,0,6,1,655721,3209108,47100,111701,86904,3144507,5.46
6,37,1990,medium,famiclone,atlas,7.50,151.6,166.0,0.913,0,6,1,227206,1099807,47100,122181,97384,1024726,1.89
6,38,1990,medium,famiclone,atlas,8.40,184.6,166.0,1.112,1,6,1,655335,3290021,47100,112192,87395,3224929,5.46
6,40,1990,medium,famiclone,atlas,8.90,189.9,166.0,1.144,0,6,1,652637,3312673,47100,115629,90832,3244144,5.44
6,39,1990,medium,famiclone,atlas,7.20,146.3,166.0,0.881,0,6,1,167300,814158,47100,126957,102160,734301,1.39
6,42,1990,medium,famiclone,atlas,7.90,172.9,166.0,1.042,3,6,0,401668,2024787,43000,102124,79478,1965663,3.35
6,41,1990,medium,famiclone,atlas,7.50,160.3,166.0,0.966,3,6,0,322275,1616072,43000,119001,96355,1540071,2.69
6,44,1991,medium,famiclone,atlas,7.10,166.7,166.0,1.004,3,6,0,61907,275297,43400,103636,80811,215061,0.52
6,43,1990,medium,famiclone,atlas,8.10,165.4,166.0,0.996,0,6,1,401950,2022134,47100,134917,110120,1934317,3.35
6,45,1991,medium,famiclone,atlas,6.30,139.7,166.0,0.841,0,6,1,19422,51684,48300,140561,115140,-40577,0.16
6,46,1991,medium,famiclone,atlas,8.90,190.2,166.0,1.146,1,6,0,401735,2023729,44400,112190,88809,1955939,3.35
6,47,1991,medium,famiclone,atlas,7.90,160.9,166.0,0.969,0,6,1,345322,1729015,48700,148200,122594,1629515,2.88
6,48,1991,medium,famiclone,atlas,8.20,179.5,166.0,1.082,0,6,1,377106,1892640,48700,130822,105216,1810518,3.14
6,49,1991,medium,famiclone,atlas,7.30,150.3,166.0,0.906,0,6,1,109761,516347,48700,167140,141534,397907,0.91
6,50,1991,medium,famiclone,atlas,8.00,180.9,166.0,1.090,0,6,1,250485,1240797,48700,141979,116373,1147518,2.09
6,52,1991,medium,famiclone,atlas,8.40,177.6,166.0,1.070,0,6,1,255225,1265197,48700,143254,117648,1170643,2.13
6,53,1991,medium,famiclone,atlas,8.70,162.4,166.0,0.978,0,6,1,304501,1518870,48700,177958,152352,1389612,2.54
6,54,1991,medium,famiclone,atlas,9.20,193.1,166.0,1.163,3,6,0,247636,1230429,44400,126323,102942,1148506,2.06
6,51,1991,medium,famiclone,atlas,7.30,145.7,166.0,0.878,0,6,0,129824,623932,44400,149177,125796,519155,1.08
6,55,1992,medium,famiclone,atlas,7.40,166.4,166.0,1.003,3,6,0,35538,138049,44900,161006,137358,21943,0.30
6,56,1992,medium,famiclone,atlas,9.10,187.3,166.0,1.128,0,6,1,201341,986901,49600,143757,117648,892744,1.68
6,57,1992,medium,ibm_compatible,atlas,7.50,154.3,166.0,0.929,0,6,1,190374,1055539,33400,186140,168552,902799,2.12
6,58,1992,medium,ibm_compatible,atlas,7.60,167.1,166.0,1.007,0,6,1,103535,558822,33400,135236,117648,456986,1.15
6,59,1992,medium,ibm_compatible,atlas,7.20,155.5,166.0,0.937,3,6,0,173553,962124,30600,163583,147483,829141,1.93
6,60,1992,medium,ibm_compatible,atlas,9.00,185.3,166.0,1.116,0,6,1,427020,2409154,33400,135236,117648,2307318,4.74
6,61,1992,medium,ibm_compatible,atlas,8.70,170.4,166.0,1.027,0,6,1,426604,2406773,33400,186140,168552,2254033,4.74
6,63,1992,medium,ibm_compatible,atlas,5.70,119.8,166.0,0.721,2,5,0,16389,66644,27100,140695,126414,-46951,0.18
6,62,1992,medium,ibm_compatible,atlas,9.60,192.2,166.0,1.158,0,6,1,428116,2415425,33400,136286,118698,2312539,4.76
6,64,1992,medium,ibm_compatible,atlas,8.00,172.0,166.0,1.036,3,6,0,310107,1743211,30600,122717,106617,1651094,3.45
6,66,1992,medium,ibm_compatible,atlas,7.50,149.0,166.0,0.898,3,5,0,154701,857790,27100,111859,97578,773031,1.72
6,67,1993,medium,ibm_compatible,atlas,8.60,167.6,166.0,1.010,3,6,0,479774,2713209,31100,180337,163961,2563972,5.33
6,65,1992,medium,ibm_compatible,atlas,7.70,160.6,166.0,0.968,0,6,1,381349,2147915,33400,192370,174782,1988945,4.24
6,68,1993,large,pocket_play,atlas,8.30,1332.1,1300.0,1.025,1,36,1,614497,3766606,451300,933646,696124,3284260,7.68
6,69,1993,large,pocket_play,atlas,8.10,1251.5,1300.0,0.963,1,37,1,468207,2746270,467500,1280278,1034206,1933492,5.85
6,70,1994,large,pocket_play,atlas,8.60,1368.9,1300.0,1.053,0,35,1,467327,2761432,446300,988868,753949,2218864,5.84
6,71,1994,large,pocket_play,atlas,8.00,1320.4,1300.0,1.016,1,36,1,454910,2658201,464300,1406798,1162428,1715703,5.69
6,72,1995,large,mega16,atlas,8.30,1398.3,1300.0,1.076,1,36,1,488990,2575243,704900,1153019,782042,2127124,4.89
6,73,1995,large,mega16,atlas,8.00,1218.4,1300.0,0.937,0,35,1,489841,2603051,682800,1557564,1198217,1728287,4.90
