seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct
3,0,1985,small,microstar_64,thrift,4.90,33.7,38.0,0.886,27,11,0,304,0,3600,8055,0,-4455,0.01
3,1,1985,small,microstar_64,thrift,4.50,30.8,38.0,0.811,20,9,0,77,0,3000,6743,0,-3743,0.00
3,2,1986,small,microstar_64,thrift,5.70,35.2,38.0,0.926,17,9,0,2397,10775,2900,6521,0,7154,0.06
3,3,1986,small,microstar_64,thrift,7.70,39.3,38.0,1.034,5,8,5,26456,147116,3900,8746,0,142270,0.70
3,4,1986,small,microstar_64,thrift,8.90,42.8,38.0,1.127,3,6,4,295727,1695787,3200,14344,7128,1684643,7.78
3,5,1986,small,microstar_64,thrift,8.80,45.8,38.0,1.205,2,4,3,207883,1203387,2800,32189,26060,1173998,5.47
3,7,1987,small,famiclone,meridian,6.90,36.5,38.0,0.960,3,3,0,10528,33766,10700,73151,60559,-28685,0.09
3,9,1987,small,famiclone,meridian,5.70,29.7,38.0,0.781,1,6,5,2009,0,12800,43203,28160,-30403,0.02
3,6,1987,small,microstar_64,meridian,7.60,41.0,38.0,1.078,1,3,1,34393,154693,5500,57031,50606,103162,0.91
3,12,1987,small,famiclone,meridian,5.00,27.3,38.0,0.719,2,3,1,1319,0,7300,32648,24095,-25348,0.01
3,13,1987,small,famiclone,meridian,5.70,33.9,38.0,0.893,3,3,0,2678,5208,6400,27128,19568,-15520,0.02
3,10,1987,small,famiclone,meridian,7.10,38.5,38.0,1.013,0,3,0,23168,89291,10100,66469,54605,32922,0.19
3,8,1987,small,famiclone,meridian,8.30,42.8,38.0,1.125,2,3,0,142943,596269,10500,70044,57720,536725,1.19
3,11,1987,small,famiclone,meridian,7.40,39.2,38.0,1.031,2,3,0,21218,81841,9700,57874,46470,33667,0.18
3,14,1987,small,famiclone,meridian,6.90,38.0,38.0,0.999,3,3,0,10316,35456,9300,54383,43440,-9627,0.09
3,17,1987,small,famiclone,northgate,5.10,25.3,38.0,0.665,0,2,0,2249,0,9900,26441,18864,-16541,0.02
3,18,1987,small,famiclone,northgate,6.60,37.5,38.0,0.988,3,3,0,9781,23770,11700,42513,33542,-7043,0.08
3,15,1987,small,famiclone,meridian,8.00,39.1,38.0,1.028,3,3,0,100902,432606,7300,36797,28224,403109,0.84
3,16,1987,small,famiclone,northgate,8.50,41.4,38.0,1.088,0,3,1,128119,444828,14800,57871,46488,401757,1.07
3,21,1988,medium,famiclone,northgate,6.40,143.7,166.0,0.866,2,6,0,18542,75597,26200,75768,55608,26029,0.15
3,20,1987,small,famiclone,northgate,8.20,40.0,38.0,1.053,2,3,0,192595,700673,12400,49281,39720,663792,1.60
3,19,1987,small,famiclone,northgate,9.40,45.8,38.0,1.204,0,3,1,640957,2322816,12500,37835,28185,2297481,5.34
3,22,1988,medium,famiclone,northgate,8.30,171.6,166.0,1.034,1,6,1,147769,785321,28900,67294,45096,746927,1.23
3,23,1988,medium,famiclone,northgate,7.60,150.4,166.0,0.906,0,6,1,82182,429031,28900,85750,63552,372181,0.68
3,25,1988,medium,famiclone,northgate,6.50,142.6,166.0,0.859,3,6,0,25696,119775,26200,75768,55608,70207,0.21
