seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct
1,42,1992,medium,ibm_compatible,atlas,6.90,142.6,166.0,0.859,1,6,1,28444,115010,31500,97023,80448,49487,0.32
1,43,1992,medium,ibm_compatible,atlas,7.30,142.0,166.0,0.856,3,6,0,116570,574452,30000,78907,63093,525545,1.30
1,44,1992,medium,ibm_compatible,atlas,7.00,151.3,166.0,0.912,0,6,1,44452,199269,33200,113313,95838,119156,0.49
1,45,1992,medium,ibm_compatible,atlas,6.50,136.2,166.0,0.820,0,6,1,32331,136877,33400,105140,87552,65137,0.36
1,46,1992,medium,ibm_compatible,atlas,6.90,142.9,166.0,0.861,3,6,0,35106,155155,30600,102522,86422,83233,0.39
1,47,1992,medium,ibm_compatible,atlas,7.10,152.2,166.0,0.917,0,6,1,96221,479050,33400,117490,99902,394960,1.07
1,49,1992,medium,ibm_compatible,atlas,6.30,144.8,166.0,0.873,0,6,1,26928,112667,33400,132692,115104,13375,0.30
1,48,1992,medium,ibm_compatible,atlas,7.90,160.2,166.0,0.965,0,6,1,172136,890141,33400,118804,101216,804737,1.91
1,50,1993,medium,ibm_compatible,atlas,8.80,184.4,166.0,1.111,2,6,1,480211,2580684,33600,133148,115452,2481136,5.34
1,51,1993,medium,ibm_compatible,atlas,6.80,147.6,166.0,0.889,0,6,1,50982,247794,33900,132966,115104,148728,0.57
1,53,1993,large,pocket_play,atlas,5.50,1026.5,1300.0,0.790,1,36,1,14593,0,451300,788091,550569,-336791,0.18
1,52,1993,large,pocket_play,atlas,6.60,1218.1,1300.0,0.937,1,36,1,110335,284507,451300,835732,598210,-99925,1.38
1,54,1994,large,pocket_play,atlas,7.70,1314.9,1300.0,1.011,0,37,2,464300,2622348,489100,1052461,795055,2058987,5.80
1,55,1994,large,pocket_play,atlas,7.70,1172.3,1300.0,0.902,0,36,1,443546,2537118,464100,939795,695543,2061423,5.54
1,56,1995,large,mega16,atlas,7.90,1359.4,1300.0,1.046,0,36,1,489044,2557661,707300,1243510,871226,2021451,4.89
1,57,1995,large,mega16,atlas,7.60,1232.0,1300.0,0.948,0,36,1,431910,2189451,707800,1163496,790970,1733755,4.32
