seed,year,cash,staff,payroll_mo,office,teams,rent_mo,released,avg_review,consumer_rep,fans
2,1986,2220,1,0,bedroom,1,0,3,5.07,0.0,4
2,1987,4068,1,0,bedroom,1,0,6,4.98,0.1,6
2,1988,6473,1,0,bedroom,1,0,8,4.91,0.5,10
2,1989,4793,1,0,bedroom,1,0,8,4.91,0.5,10
2,1990,1859,1,0,bedroom,1,0,9,4.69,0.0,7
2,1991,4729,1,0,bedroom,1,0,9,4.69,0.6,7
2,1992,4177,1,0,bedroom,1,0,10,4.72,0.7,7
2,1993,155172,2,3375,shared_workspace,1,1080,13,5.07,4.2,1398
2,1994,2160432,16,71800,studio_building,2,49780,18,5.67,16.2,68321
2,1995,3007390,16,74000,studio_building,2,51300,26,5.91,26.9,91865
2,1996,5484188,16,85425,studio_building,2,52820,39,6.04,41.6,151378
2,1996,5484188,16,85425,studio_building,2,52820,39,6.04,41.6,151378
