seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct
8,0,1985,small,microstar_64,thrift,4.60,32.4,38.0,0.854,19,10,1,175,0,3600,8010,0,-4410,0.00
8,1,1985,small,microstar_64,thrift,5.00,31.3,38.0,0.822,14,9,0,193,0,3000,6743,0,-3743,0.01
8,2,1986,small,microstar_64,thrift,5.50,35.3,38.0,0.930,20,9,0,1321,4643,2900,6536,0,1007,0.03
8,3,1986,small,microstar_64,thrift,5.10,32.9,38.0,0.865,20,8,0,394,0,2800,6171,0,-3371,0.01
8,4,1986,small,microstar_64,thrift,5.40,33.1,38.0,0.870,18,8,0,863,2121,2800,6171,0,-1250,0.02
8,5,1986,small,microstar_64,thrift,5.00,32.8,38.0,0.864,18,7,0,777,1933,2500,5656,0,-1223,0.02
8,6,1987,small,microstar_64,thrift,7.10,36.4,38.0,0.958,7,7,3,7071,37055,3300,7338,0,33017,0.19
8,8,1987,small,famiclone,thrift,5.50,32.0,38.0,0.842,2,5,3,790,0,5200,13500,1960,-8300,0.01
8,7,1987,small,famiclone,thrift,7.10,37.7,38.0,0.992,3,7,3,17683,85256,6000,13262,0,77994,0.15
8,11,1988,medium,famiclone,thrift,6.30,137.3,166.0,0.827,1,6,1,8462,54267,11000,86951,62452,-21684,0.07
8,10,1988,small,famiclone,thrift,6.90,38.7,38.0,1.019,3,4,2,33162,168693,5000,33414,22339,140279,0.28
8,9,1987,small,famiclone,thrift,9.00,43.5,38.0,1.144,3,4,3,454301,2350882,4600,13821,3528,2341661,3.79
8,12,1988,medium,famiclone,meridian,6.60,151.6,166.0,0.913,0,6,1,13783,63520,21200,92583,67616,-7863,0.11
8,14,1988,medium,famiclone,meridian,6.50,144.1,166.0,0.868,2,6,0,15297,75380,19900,85232,61864,10048,0.13
8,13,1988,medium,famiclone,meridian,8.10,170.8,166.0,1.029,0,6,1,183906,1113730,21200,92583,67616,1042347,1.53
8,16,1989,small,famiclone,meridian,6.10,30.0,38.0,0.790,5,6,5,11421,36279,12900,69167,54028,-19988,0.10
8,18,1989,small,famiclone,meridian,5.90,28.0,38.0,0.737,3,3,2,6313,19850,7600,35897,26928,-8447,0.05
8,15,1989,medium,famiclone,meridian,8.40,170.6,166.0,1.028,0,6,1,435104,2697375,22500,103727,77216,2616148,3.63
8,17,1989,medium,famiclone,meridian,7.70,166.3,166.0,1.002,0,6,1,96871,590667,22400,99338,73016,513729,0.81
8,19,1989,small,famiclone,meridian,5.60,31.0,38.0,0.816,3,3,0,10025,37251,6400,28136,20652,15515,0.08
8,21,1989,small,famiclone,northgate,5.40,30.4,38.0,0.801,1,3,1,6386,11737,11100,36197,27639,-13360,0.05
8,20,1989,medium,famiclone,meridian,7.50,167.5,166.0,1.009,0,6,1,48058,285219,21800,93229,67616,213790,0.40
8,22,1989,medium,famiclone,northgate,7.30,169.5,166.0,1.021,0,6,1,50247,231030,32400,85221,60320,178209,0.42
8,24,1989,medium,famiclone,northgate,9.50,188.1,166.0,1.133,0,6,1,828013,4375745,31400,78138,53952,4329007,6.90
8,23,1989,medium,famiclone,northgate,7.30,144.0,166.0,0.868,1,6,1,185850,954777,27000,70941,50192,910836,1.55
8,25,1989,medium,famiclone,northgate,6.60,132.9,166.0,0.801,2,6,0,53917,266556,25200,68299,48934,223457,0.45
8,26,1989,medium,famiclone,northgate,8.00,165.0,166.0,0.994,3,6,0,146145,765092,29300,73684,51157,720708,1.22
8,27,1990,medium,famiclone,northgate,7.60,153.7,166.0,0.926,0,6,1,119032,624613,29000,85514,63222,568099,0.99
8,29,1990,medium,famiclone,northgate,6.10,143.0,166.0,0.862,3,6,0,15909,60932,27800,84408,62985,4324,0.13
8,28,1990,medium,famiclone,northgate,7.30,152.1,166.0,0.916,3,6,0,50545,248701,31200,93819,69848,186082,0.42
8,30,1990,medium,famiclone,northgate,7.90,170.0,166.0,1.024,1,6,0,107767,572112,30400,85458,62080,517054,0.90
8,31,1990,medium,famiclone,northgate,8.70,168.8,166.0,1.017,2,6,0,655828,3672759,28800,95051,72895,3606508,5.47
8,32,1990,medium,famiclone,atlas,9.30,201.5,166.0,1.214,0,6,1,655861,2922028,47100,93013,68216,2876115,5.47
8,33,1990,medium,famiclone,atlas,7.90,159.4,166.0,0.960,2,6,0,191309,839190,43000,97966,75320,784224,1.59
8,35,1990,medium,famiclone,atlas,8.20,171.7,166.0,1.034,0,6,1,501739,2317772,47100,110877,86080,2253995,4.18
8,34,1990,medium,famiclone,atlas,7.70,173.6,166.0,1.046,0,6,1,153412,668496,47100,95021,70224,620575,1.28
8,36,1990,medium,famiclone,atlas,7.40,154.0,166.0,0.928,1,6,0,158950,715704,43000,89363,66717,669341,1.32
8,37,1990,medium,famiclone,atlas,7.00,158.4,166.0,0.954,0,6,1,95437,412461,47100,110877,86080,348684,0.80
8,38,1991,medium,famiclone,atlas,7.30,170.7,166.0,1.028,3,6,0,67966,286341,43200,98234,75497,231307,0.57
8,39,1991,medium,famiclone,atlas,8.30,167.6,166.0,1.010,3,6,0,355785,1695568,43700,103053,80060,1636215,2.96
8,40,1991,medium,famiclone,atlas,7.80,177.2,166.0,1.068,3,6,0,122714,563111,44400,102131,78750,505380,1.02
8,41,1991,medium,famiclone,atlas,8.50,182.8,166.0,1.101,2,6,0,402253,1967521,44400,104231,80850,1907690,3.35
8,42,1991,medium,famiclone,atlas,7.90,178.5,166.0,1.075,3,6,0,175244,843764,44400,102131,78750,786033,1.46
8,43,1991,medium,famiclone,atlas,7.90,173.0,166.0,1.042,0,6,1,139867,667613,48700,123546,97940,592767,1.17
8,44,1991,medium,famiclone,atlas,7.20,165.7,166.0,0.998,3,6,0,90896,423531,44400,102131,78750,365800,0.76
8,46,1991,medium,famiclone,atlas,9.30,191.5,166.0,1.154,0,6,1,400439,2012757,48700,115606,90000,1945851,3.34
8,47,1991,medium,famiclone,atlas,9.10,186.5,166.0,1.124,0,6,1,384829,1932398,48700,147174,121568,1833924,3.21
8,45,1991,medium,famiclone,atlas,8.00,167.9,166.0,1.012,3,6,0,170676,834234,44400,119601,96220,759033,1.42
