seed,index,year,size,platform,publisher,review,quality,expected_quality,quality_ratio,bugs,dev_weeks,polish_weeks,units,revenue,advance,dev_cost,labour_cost,profit,attach_pct
8,49,1991,medium,famiclone,atlas,5.90,149.1,166.0,0.898,3,6,0,9516,4587,44400,129753,106372,-80766,0.08
8,48,1991,medium,famiclone,atlas,7.90,160.2,166.0,0.965,1,6,0,176896,866261,44400,102131,78750,808530,1.47
8,51,1992,medium,famiclone,atlas,9.20,187.4,166.0,1.129,3,6,0,201469,991759,45400,135193,111307,901966,1.68
8,50,1992,medium,famiclone,atlas,7.70,179.0,166.0,1.078,0,6,1,84304,384893,49100,119237,93375,314756,0.70
8,52,1992,medium,ibm_compatible,atlas,7.50,175.0,166.0,1.054,0,6,1,151927,835623,33400,124572,106984,744451,1.69
8,54,1992,medium,ibm_compatible,atlas,9.00,185.8,166.0,1.119,0,6,1,426571,2406586,33400,131852,114264,2308134,4.74
8,53,1992,medium,ibm_compatible,atlas,8.00,166.2,166.0,1.001,2,6,0,313986,1765398,30600,129381,113281,1666617,3.49
8,55,1992,medium,ibm_compatible,atlas,8.30,172.5,166.0,1.039,3,6,0,416410,2351266,30600,134226,118126,2247640,4.63
8,56,1992,medium,ibm_compatible,atlas,7.40,148.1,166.0,0.892,0,5,1,191100,1063090,30000,126663,110894,966427,2.12
8,57,1992,medium,ibm_compatible,atlas,7.50,162.2,166.0,0.977,2,6,0,117315,640443,30600,142117,126017,528926,1.30
8,58,1992,medium,ibm_compatible,atlas,8.80,171.4,166.0,1.033,1,6,0,443431,2505825,30600,126994,110894,2409431,4.93
8,59,1992,medium,ibm_compatible,atlas,8.00,173.5,166.0,1.045,2,6,0,423886,2394025,30600,150703,134603,2273922,4.71
8,61,1992,medium,ibm_compatible,atlas,8.60,178.7,166.0,1.076,0,6,1,480320,2714031,33400,178620,161032,2568811,5.34
8,60,1992,medium,ibm_compatible,atlas,8.20,175.1,166.0,1.055,2,6,0,462098,2612600,30600,126994,110894,2516206,5.13
8,62,1993,medium,ibm_compatible,atlas,8.60,182.1,166.0,1.097,1,6,0,479940,2714159,31100,127270,110894,2617989,5.33
8,63,1993,medium,ibm_compatible,atlas,9.40,201.8,166.0,1.216,0,6,1,479950,2711114,34200,187747,169754,2557567,5.33
8,64,1993,large,pocket_play,atlas,8.20,1345.1,1300.0,1.035,1,36,1,468148,2762067,451300,860868,623346,2352499,5.85
8,65,1993,large,pocket_play,atlas,8.20,1316.8,1300.0,1.013,1,36,1,468703,2765876,451300,1187327,949805,2029849,5.86
8,67,1994,large,pocket_play,atlas,8.70,1518.2,1300.0,1.168,0,36,1,453156,2645762,464700,1295961,1051408,1814501,5.66
8,66,1994,large,pocket_play,atlas,7.60,1357.3,1300.0,1.044,0,36,1,306424,1639193,464100,964849,720597,1138444,3.83
8,68,1995,large,mega16,atlas,8.00,1372.9,1300.0,1.056,0,36,1,489395,2575060,707800,1245616,873090,2037244,4.89
8,69,1995,large,mega16,atlas,7.90,1369.6,1300.0,1.054,0,37,1,388356,1870091,735000,1589509,1202664,1015582,3.88
